OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
252429,"Monsters Inc.",OH,7.14,Marble,276682,88.73,34.25,24549993.86,9476358.5,2429481.56,36455833.92
252472,Elon Musk,KY,6,Dirt,284795,0.78,3.33,222140.1,948367.35,70230.45,1240737.9
252474,"Microsoft, Inc.",LO,9.46,Dirt,126157,0.78,3.33,98402.46,420102.81,49050.6,567555.87
252542,Jean Ichbiah,II,9.46,Laminate,97700,4.5,9.8,439650,957460,132166.61,1529276.61
252634,"Alan M. Galloway, Sr.",TX,8.19,Marble,266733,88.73,34.25,23667219.09,9135605.25,2686551.31,35489375.65
252730,Jaden Smith,OH,7.14,Distressed Red Oak,153005,18.57,23.33,2841302.85,3569606.65,457738.94,6868648.44
252739,The Boring Company,OH,7.14,Straw,252409,1.8,3.25,454336.2,820329.25,91011.11,1365676.56
252816,Charles Darwin,DN,9.46,Laminate,176891,4.5,9.8,796009.5,1733531.8,239294.61,2768835.91
252904,Penn Jillette,HI,4.35,Laminate,141107,4.5,9.8,634981.5,1382848.6,87775.61,2105605.71
252935,Charles Darwin,TX,8.19,Tile,58758,1.5,14.3,88137,840239.4,76034.03,1004410.43
		252964,Elon Musk,TX,8.19,Laminate,49229,4.5,9.8,221530.5,482444.2,57655.53,761630.23
253022,Jaden Smith,HI,4.35,Bamboo,17700,18.5,9.25,327450,163725,21366.11,512541.11
253022,Grace Murray Hopper,XX,9.46,Dirt,252141,0.78,3.33,196669.98,839629.53,98033.93,1134333.44
253072,Penn Jillette,KY,6,Wood,163718,12.5,9.25,2046475,1514391.5,213651.99,3774518.49
253107,"Monsters Inc.",TX,8.19,Asphalt,251418,10.78,13.33,2710286.04,3351401.94,496452.25,6558140.23
253158,"Thurston Howell, III",TX,8.19,Trampoline,252637,20.78,13.33,5249796.86,3367651.21,705769,9323217.07

253221,Elon Musk,DN,9.46,Mosaic Tile,283768,18.5,49.25,5249708,13975574,1818711.68,21043993.68
253243,"Thurston Howell, III",RI,7,Marble,203877,88.73,34.25,18090006.21,6982787.25,1755095.54,26827889
253296,"Thurston Howell, III",II,9.46,Distressed Red Oak,173593,18.57,23.33,3223622.01,4049924.69,688077.52,7961624.22
253372,Thomas J. Watson,TX,8.19,Distressed Red Oak,290762,18.57,23.33,5399450.34,6783477.46,997781.79,13180709.59
253372,"Microsoft, Inc.",LO,9.46,Wood,264092,12.5,9.25,3301150,2442851,543382.49,6287383.49
		253389,"Alan M. Galloway, Sr.",ZZ,9.46,Dirt,98439,0.78,3.33,76782.42,327801.87,38273.67,442857.96
253403,Louisville Llama Farm,II,9.46,Carpet,251304,12.5,6.3,3141300,1583215.2,446939.14,5171454.34
253487,Apple,OH,7.14,Laminate,270052,4.5,9.8,1215234,2646509.6,275728.49,4137472.09
253525,The Boring Company,OH,7.14,Wood,199965,12.5,9.25,2499562.5,1849676.25,310535.65,4659774.4
253583,Monty Hall,DN,9.46,Granite,61201,72.5,29.25,4437072.5,1790129.25,589093.29,6816295.04
253638,Monty Hall,AK,1.76,Bamboo,140051,18.5,9.25,2590943.5,1295471.75,68400.91,3954816.16
253638,The Boring Company,ZZ,9.46,Tile,157000,1.5,14.3,235500,2245100,234664.76,2715264.76
253649,Louisville Llama Farm,AK,1.76,Marble,122293,88.73,34.25,10851057.89,4188535.25,264696.84,15304289.98
