OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
130049,Steve Jobs,OH,7.14,Straw,55373,1.8,3.25,99671.4,179962.25,19965.84,299599.49
130067,Charles Babbage,LO,9.46,Straw,38669,1.8,3.25,69604.2,125674.25,18473.34,213751.79
130067,Jaden Smith,II,9.46,Mosaic Tile,283849,18.5,49.25,5251206.5,13979563.25,1819230.82,21050000.57
130153,Jean Ichbiah,II,9.46,Granite,81320,72.5,29.25,5895700,2378610,782749.73,9057059.73
130249,Charles Babbage,ZZ,9.46,Wood,195126,12.5,9.25,2439075,1804915.5,401481.5,4645472
130249,Apple,OH,7.14,Straw,204339,1.8,3.25,367810.2,664101.75,73678.51,1105590.46
130322,Albert Einstein,LO,9.46,Asphalt,66441,10.78,13.33,716233.98,885658.53,151539.03,1753431.54
130380,Louisville Llama Farm,TX,8.19,Granite,85162,72.5,29.25,6174245,2490988.5,709682.62,9374916.12
130399,The Boring Company,XX,9.46,Marble,7623,88.73,34.25,676388.79,261087.75,88685.28,1026161.82
130406,"Microsoft, Inc.",II,9.46,Mosaic Tile,104752,18.5,49.25,1937912,5159036,671371.28,7768319.28
		130413,Jaden Smith,HI,4.35,Asphalt,156565,10.78,13.33,1687770.7,2087011.45,164203.02,3938985.17
130488,Grace Murray Hopper,LO,9.46,Straw,110183,1.8,3.25,198329.4,358094.75,52637.72,609061.87
130509,Apple,AK,1.76,Asphalt,251004,10.78,13.33,2705823.12,3345883.32,106510.03,6158216.47
130551,Grace Murray Hopper,ZZ,9.46,Wood,184211,12.5,9.25,2302637.5,1703951.75,379023.34,4385612.59
130562,Penn Jillette,XX,9.46,Wood,233820,12.5,9.25,2922750,2162835,481096.34,5566681.34
130654,Albert Einstein,LO,9.46,Dirt,153779,0.78,3.33,119947.62,512084.07,59790.2,691821.89

130736,"Alphabet",TX,8.19,Trampoline,285462,20.78,13.33,5931900.36,3805208.46,797469.21,10534578.03
130810,Grace Murray Hopper,DN,9.46,Dirt,29313,0.78,3.33,22864.14,97612.29,11397.07,131873.5
130818,The Boring Company,XX,9.46,Tile,144643,1.5,14.3,216964.5,2068394.9,216195,2501554.4
130897,Penn Jillette,ZZ,9.46,Wood,53899,12.5,9.25,673737.5,498565.75,110899.89,1283203.14
130907,Penn Jillette,ZZ,9.46,Disco Light Up Panels,160302,40.78,23.33,6537115.56,3739845.66,972200.53,11249161.75
		130907,Grace Murray Hopper,DN,9.46,Carpet,138374,12.5,6.3,1729675,871756.2,246095.39,2847526.59
130954,Apple,KY,6,Straw,15517,1.8,3.25,27930.6,50430.25,4701.65,83062.5
131007,"Alan M. Galloway, Jr.",KY,6,Marble,251532,88.73,34.25,22318434.36,8614971,1856004.32,32789409.68
131031,Albert Einstein,WY,9.46,Bamboo,265093,18.5,9.25,4904220.5,2452110.25,695908.89,8052239.64
131070,Bill Gates,RI,7,Dirt,112970,0.78,3.33,88116.6,376190.1,32501.47,496808.17
131159,Louisville Llama Farm,LO,9.46,Wood,52707,12.5,9.25,658837.5,487539.75,108447.29,1254824.54
131159,"Alan M. Galloway, Jr.",II,9.46,Marble,130574,88.73,34.25,11585831.02,4472159.5,1519085.9,17577076.42
131254,Penn Jillette,HI,4.35,Mosaic Tile,259486,18.5,49.25,4800491,12779685.5,764737.68,18344914.18
131324,Alex Trebek,ZZ,9.46,Distressed Red Oak,53083,18.57,23.33,985751.31,1238426.39,210407.21,2434584.91
131413,"Alan M. Galloway, Sr.",WY,9.46,Dirt,39652,0.78,3.33,30928.56,132041.16,15416.94,178386.66
,what,wut?131445,Ada Lovelace,AK,1.76,Straw,47057,1.8,3.25,84702.6,152935.25,4182.43,241820.28
