OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
220560,Elon Musk,II,9.46,Dirt,190758,0.78,3.33,148791.24,635224.14,74167.85,858183.23
220570,The Boring Company,OH,7.14,Straw,247124,1.8,3.25,444823.2,803153,89105.5,1337081.7
220570,"Thurston Howell, III",WY,9.46,Laminate,148669,4.5,9.8,669010.5,1456956.2,201116.45,2327083.15
220638,Jean Ichbiah,XX,9.46,Asphalt,107991,10.78,13.33,1164142.98,1439520.03,246306.52,2849969.53
220686,Apple,KY,6,Marble,57820,88.73,34.25,5130368.6,1980335,426642.22,7537345.82
220747,Albert Einstein,II,9.46,Mosaic Tile,156895,18.5,49.25,2902557.5,7727078.75,1005563.59,11635199.84
220816,Alex Trebek,XX,9.46,Mosaic Tile,85762,18.5,49.25,1586597,4223778.5,549661.52,6360037.02
220880,Monty Hall,WY,9.46,Laminate,265660,4.5,9.8,1195470,2603468,359379.53,4158317.53
220953,"Monsters Inc.",RI,7,Disco Light Up Panels,205497,40.78,23.33,8380167.66,4794245.01,922208.89,14096621.56
221020,Monty Hall,II,9.46,Disco Light Up Panels,126889,40.78,23.33,5174533.42,2960320.37,769557.17,8904410.96
		221094,"Tractor Supply Co.",OH,7.14,Mosaic Tile,138376,18.5,49.25,2559956,6815018,669373.14,10044347.14
221154,Steve Jobs,OH,7.14,Tile,44236,1.5,14.3,66354,632574.8,49903.52,748832.32
221189,Monty Hall,HI,4.35,Marble,95189,88.73,34.25,8446119.97,3260223.25,509225.93,12215569.15
221206,Ada Lovelace,KY,6,Marble,82117,88.73,34.25,7286241.41,2812507.25,605924.92,10704673.58
221247,"Alphabet",RI,7,Distressed Red Oak,56467,18.57,23.33,1048592.19,1317375.11,165617.71,2531585.01
221281,Alex Trebek,LO,9.46,Tile,194494,1.5,14.3,291741,2781264.2,290706.29,3363711.49

221327,Elon Musk,LO,9.46,Marble,272253,88.73,34.25,24157008.69,9324665.25,3167366.35,36649040.29
221384,"Tractor Supply Co.",II,9.46,Wood,19068,12.5,9.25,238350,176379,39233.36,453962.36
221432,"Monsters Inc.",WY,9.46,Granite,82649,72.5,29.25,5992052.5,2417483.25,795542.08,9205077.83
221465,Elon Musk,DN,9.46,Trampoline,9537,20.78,13.33,198178.86,127128.21,30774.05,356081.12
221523,Charles Babbage,OH,7.14,Disco Light Up Panels,29880,40.78,23.33,1218506.4,697100.4,136774.33,2052381.13
		221524,Grace Murray Hopper,DN,9.46,Trampoline,243018,20.78,13.33,5049914.04,3239429.94,784171.94,9073515.92
221623,Thomas J. Watson,HI,4.35,Carpet,214451,12.5,6.3,2680637.5,1351041.3,175378.03,4207056.83
221669,Charles Babbage,ZZ,9.46,Disco Light Up Panels,154870,40.78,23.33,6315598.6,3613117.1,939256.51,10867972.21
221669,Charles Darwin,LO,9.46,Asphalt,116062,10.78,13.33,1251148.36,1547106.46,264714.91,3062969.73
221720,Apple,ZZ,9.46,Marble,40510,88.73,34.25,3594452.3,1387467.5,471289.61,5453209.41
221723,Charles Darwin,ZZ,9.46,Dirt,185388,0.78,3.33,144602.64,617342.04,72079.97,834024.65
221760,Apple,LO,9.46,Distressed Red Oak,259942,18.57,23.33,4827122.94,6064446.86,1030342.5,11921912.3
221760,Albert Einstein,OH,7.14,Tile,183601,1.5,14.3,275401.5,2625494.3,207123.96,3108019.76
221768,"Monsters Inc.",ZZ,9.46,Granite,206867,72.5,29.25,14997857.5,6050859.75,1991208.65,23039925.9
221838,Penn Jillette,OH,7.14,Mosaic Tile,11328,18.5,49.25,209568,557904,54797.5,822269.5
,what,wut?221860,Albert Einstein,LO,9.46,Marble,71790,88.73,34.25,6369926.7,2458807.5,835198.26,9663932.46
