OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
47534,Albert Einstein,AK,1.76,Granite,39952,72.5,29.25,2896520,1168596,71546.04,4136662.04
47616,Monty Hall,XX,9.46,Asphalt,162764,10.78,13.33,1754595.92,2169644.12,371233.11,4295473.15
47620,Charles Babbage,XX,9.46,Asphalt,289792,10.78,13.33,3123957.76,3862927.36,660959.33,7647844.45
47666,Jaden Smith,II,9.46,Disco Light Up Panels,167479,40.78,23.33,6829793.62,3907285.07,1015727.64,11752806.33
47716,Jaden Smith,TX,8.19,Distressed Red Oak,280793,18.57,23.33,5214326.01,6550900.69,963572.07,12728798.77
47756,Grace Murray Hopper,RI,7,Marble,185385,88.73,34.25,16449211.05,6349436.25,1595905.31,24394552.61
47792,The Boring Company,DN,9.46,Granite,286489,72.5,29.25,20770452.5,8379803.25,2757614.19,31907869.94
47808,Alex Trebek,HI,4.35,Straw,132392,1.8,3.25,238305.6,430274,29083.21,697662.81
47862,"Alan M. Galloway, Sr.",TX,8.19,Straw,60780,1.8,3.25,109404,197535,25138.3,332077.3
47942,The Boring Company,TX,8.19,Disco Light Up Panels,149842,40.78,23.33,6110556.76,3495813.86,786761.75,10393132.37
		48016,Monty Hall,HI,4.35,Bamboo,147978,18.5,9.25,2737593,1368796.5,178627.94,4285017.44
48017,Ada Lovelace,II,9.46,Straw,69552,1.8,3.25,125193.6,226044,33227.08,384464.68
48024,"Monsters Inc.",RI,7,Carpet,28688,12.5,6.3,358600,180734.4,37753.41,577087.81
48066,Steve Jobs,XX,9.46,Asphalt,181966,10.78,13.33,1961593.48,2425606.78,415029.14,4802229.4
48098,"Monsters Inc.",AK,1.76,Bamboo,261669,18.5,9.25,4840876.5,2420438.25,127799.14,7389113.89
48169,The Boring Company,RI,7,Disco Light Up Panels,1162,40.78,23.33,47386.36,27109.46,5214.71,79710.53

48244,Monty Hall,II,9.46,Tile,279090,1.5,14.3,418635,3990987,417150.24,4826772.24
48244,Apple,LO,9.46,Granite,115195,72.5,29.25,8351637.5,3369453.75,1108815.23,12829906.48
48316,Jaden Smith,XX,9.46,Disco Light Up Panels,12456,40.78,23.33,507955.68,290598.48,75543.22,874097.38
48369,"Monsters Inc.",DN,9.46,Straw,272799,1.8,3.25,491038.2,886596.75,130324.27,1507959.22
48428,"Adams, Douglas",OH,7.14,Mosaic Tile,270755,18.5,49.25,5008967.5,13334683.75,1309736.7,19653387.95
		48498,"Thurston Howell, III",KY,6,Trampoline,197632,20.78,13.33,4106792.96,2634434.56,404473.65,7145701.17
48551,"Monsters Inc.",KY,6,Granite,179489,72.5,29.25,13012952.5,5250053.25,1095780.35,19358786.1
48645,Apple,DN,9.46,Wood,266574,12.5,9.25,3332175,2465809.5,548489.33,6346473.83
48660,The Boring Company,WY,9.46,Marble,56138,88.73,34.25,4981124.74,1922726.5,653104.33,7556955.57
48662,Monty Hall,KY,6,Straw,276690,1.8,3.25,498042,899242.5,83837.07,1481121.57
48713,Alex Trebek,KY,6,Wood,7740,12.5,9.25,96750,71595,10100.7,178445.7
48713,"Thurston Howell, III",II,9.46,Trampoline,125071,20.78,13.33,2598975.38,1667196.43,403579.85,4669751.66
48803,Charles Darwin,WY,9.46,Tile,175969,1.5,14.3,263953.5,2516356.7,263017.34,3043327.54
48874,Albert Einstein,II,9.46,Disco Light Up Panels,290740,40.78,23.33,11856377.2,6782964.2,1763281.7,20402623.1
48874,Louisville Llama Farm,WY,9.46,Wood,146196,12.5,9.25,1827450,1352313,300805.58,3480568.58
,what,wut?48877,Jean Ichbiah,DN,9.46,Marble,261622,88.73,34.25,23213720.06,8960553.5,3043686.28,35217959.84
		48932,Charles Darwin,XX,9.46,Disco Light Up Panels,276920,40.78,23.33,11292797.6,6460543.6,1679466.08,19432807.28

49017,Charles Babbage,TX,8.19,Carpet,2439,12.5,6.3,30487.5,15365.7,3755.38,49608.58
49076,Elon Musk,ZZ,9.46,Asphalt,134206,10.78,13.33,1446740.68,1788965.98,306097.85,3541804.51
49081,Thomas J. Watson,LO,9.46,Disco Light Up Panels,246363,40.78,23.33,10046683.14,5747648.79,1494143.8,17288475.73
49084,Albert Einstein,HI,4.35,Straw,111115,1.8,3.25,200007,361123.75,24409.19,585539.94
49084,The Boring Company,II,9.46,Granite,276571,72.5,29.25,20051397.5,8089701.75,2662147.99,30803247.24
49112,"Thurston Howell, III",WY,9.46,Wood,53975,12.5,9.25,674687.5,499268.75,111056.26,1285012.51
49112,"Alan M. Galloway, Jr.",DN,9.46,Disco Light Up Panels,294310,40.78,23.33,12001961.8,6866252.3,1784933.05,20653147.15
49137,Alex Trebek,HI,4.35,Granite,13961,72.5,29.25,1012172.5,408359.25,61793.13,1482324.88
49183,"Alan M. Galloway, Sr.",WY,9.46,Trampoline,195091,20.78,13.33,4053990.98,2600563.03,629520.81,7284074.82
49271,The Boring Company,II,9.46,Trampoline,255638,20.78,13.33,5312157.64,3407654.54,824894.23,9544706.41
		49289,Penn Jillette,HI,4.35,Distressed Red Oak,15661,18.57,23.33,290824.77,365371.13,28544.52,684740.42
49298,"Alan M. Galloway, Jr.",KY,6,Granite,295042,72.5,29.25,21390545,8629978.5,1801231.41,31821754.91
49309,Albert Einstein,KY,6,Asphalt,265781,10.78,13.33,2865119.18,3542860.73,384478.79,6792458.7
49316,Apple,HI,4.35,Granite,257735,72.5,29.25,18685787.5,7538748.75,1140767.33,27365303.58
