OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
75096,"Tractor Supply Co.",RI,7,Bamboo,91791,18.5,9.25,1698133.5,849066.75,178304.02,2725504.27
75096,Alex Trebek,KY,6,Bamboo,131068,18.5,9.25,2424758,1212379,218228.22,3855365.22
75131,"Thurston Howell, III",AK,1.76,Granite,85477,72.5,29.25,6197082.5,2500202.25,153072.21,8850356.96
75131,Albert Einstein,KY,6,Bamboo,10139,18.5,9.25,187571.5,93785.75,16881.44,298238.69
75172,"Tractor Supply Co.",II,9.46,Laminate,283232,4.5,9.8,1274544,2775673.6,383150.58,4433368.18
75228,Albert Einstein,ZZ,9.46,Bamboo,79505,18.5,9.25,1470842.5,735421.25,208712.55,2414976.3
75300,Thomas J. Watson,KY,6,Wood,158911,12.5,9.25,1986387.5,1469926.75,207378.86,3663693.11
75328,Jaden Smith,II,9.46,Trampoline,14293,20.78,13.33,297008.54,190525.69,46120.74,533654.97
75355,"Alan M. Galloway, Sr.",LO,9.46,Marble,20159,88.73,34.25,1788708.07,690445.75,234527.95,2713681.77
75355,Alex Trebek,ZZ,9.46,Distressed Red Oak,66669,18.57,23.33,1238043.33,1555387.77,264258.58,3057689.68
		75392,The Boring Company,HI,4.35,Wood,174640,12.5,9.25,2183000,1615420,165231.27,3963651.27
75395,"Alan M. Galloway, Sr.",ZZ,9.46,Wood,274274,12.5,9.25,3428425,2537034.5,564332.47,6529791.97
75398,Charles Babbage,AK,1.76,Bamboo,227446,18.5,9.25,4207751,2103875.5,111084.63,6422711.13
75443,"Monsters Inc.",LO,9.46,Trampoline,108172,20.78,13.33,2247814.16,1441932.76,349050.06,4038796.98
75449,"Alphabet",II,9.46,Distressed Red Oak,198388,18.57,23.33,3684065.16,4628392.04,786358.45,9098815.65
75489,"Microsoft, Inc.",KY,6,Asphalt,145795,10.78,13.33,1571670.1,1943447.35,210907.05,3726024.5

75504,Thomas J. Watson,DN,9.46,Marble,41367,88.73,34.25,3670493.91,1416819.75,481259.87,5568573.53
75516,Charles Babbage,OH,7.14,Straw,155165,1.8,3.25,279297,504286.25,55947.84,839531.09
75516,"Tractor Supply Co.",II,9.46,Granite,106776,72.5,29.25,7741260,3123198,1027777.73,11892235.73
75546,"Adams, Douglas",ZZ,9.46,Bamboo,43989,18.5,9.25,813796.5,406898.25,115477.72,1336172.47
75618,Jaden Smith,DN,9.46,Distressed Red Oak,119377,18.57,23.33,2216830.89,2785065.41,473179.39,5475075.69
		75678,Albert Einstein,AK,1.76,Trampoline,28994,20.78,13.33,602495.32,386490.02,17406.14,1006391.48
75696,Apple,RI,7,Straw,167165,1.8,3.25,300897,543286.25,59092.83,903276.08
75748,Apple,LO,9.46,Marble,152031,88.73,34.25,13489710.63,5207061.75,1768714.67,20465487.05
