OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
192508,Alex Trebek,AK,1.76,Asphalt,236487,10.78,13.33,2549329.86,3152371.71,100349.95,5802051.52
192531,Ada Lovelace,ZZ,9.46,Mosaic Tile,170771,18.5,49.25,3159263.5,8410471.75,1094496.95,12664232.2
192539,Elon Musk,DN,9.46,Straw,178254,1.8,3.25,320857.2,579325.5,85157.28,985339.98
192597,Steve Jobs,RI,7,Distressed Red Oak,136624,18.57,23.33,2537107.68,3187437.92,400718.19,6125263.79
192664,"Tractor Supply Co.",ZZ,9.46,Trampoline,31291,20.78,13.33,650226.98,417109.03,100969.99,1168306
192670,Charles Darwin,DN,9.46,Laminate,212247,4.5,9.8,955111.5,2080020.6,287123.5,3322255.6
192680,Alex Trebek,AK,1.76,Distressed Red Oak,152437,18.57,23.33,2830755.09,3556355.21,112413.14,6499523.44
192708,Albert Einstein,WY,9.46,Trampoline,3310,20.78,13.33,68781.8,44122.3,10680.73,123584.83
192794,Ada Lovelace,TX,8.19,Granite,176026,72.5,29.25,12761885,5148760.5,1466881.87,19377527.37
192794,"Adams, Douglas",RI,7,Dirt,182127,0.78,3.33,142059.06,606482.91,52397.94,800939.91
		192893,Penn Jillette,II,9.46,Wood,223076,12.5,9.25,2788450,2063453,458990.02,5310893.02
192893,Jean Ichbiah,AK,1.76,Straw,138325,1.8,3.25,248985,449556.25,12294.33,710835.58
192931,Thomas J. Watson,RI,7,Trampoline,29241,20.78,13.33,607627.98,389782.53,69818.74,1067229.25
193017,"Tractor Supply Co.",OH,7.14,Disco Light Up Panels,284967,40.78,23.33,11620954.26,6648280.11,1304423.33,19573657.7
193018,"Alan M. Galloway, Sr.",WY,9.46,Asphalt,134617,10.78,13.33,1451171.26,1794444.61,307035.26,3552651.13
193018,Elon Musk,RI,7,Straw,46763,1.8,3.25,84173.4,151979.75,16530.72,252683.87

193051,The Boring Company,AK,1.76,Marble,4585,88.73,34.25,406827.05,157036.25,9923.99,573787.29
193125,"Adams, Douglas",HI,4.35,Mosaic Tile,218955,18.5,49.25,4050667.5,10783533.75,645287.75,15479489
193223,Charles Babbage,RI,7,Straw,155109,1.8,3.25,279196.2,504104.25,54831.03,838131.48
193249,The Boring Company,HI,4.35,Carpet,181004,12.5,6.3,2262550,1140325.2,148025.07,3550900.27
