OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
322728,Alex Trebek,DN,9.46,Trampoline,164642,20.78,13.33,3421260.76,2194677.86,531267.79,6147206.41
322728,Charles Darwin,AK,1.76,Wood,271380,12.5,9.25,3392250,2510265,103884.26,6006399.26
322728,Albert Einstein,HI,4.35,Laminate,69601,4.5,9.8,313204.5,682089.8,43295.3,1038589.6
322763,Alex Trebek,LO,9.46,Marble,211384,88.73,34.25,18756102.32,7239902,2459222.01,28455226.33
322763,Grace Murray Hopper,KY,6,Carpet,126730,12.5,6.3,1584125,798399,142951.44,2525475.44
322809,"Alan M. Galloway, Sr.",XX,9.46,Laminate,277956,4.5,9.8,1250802,2723968.8,376013.32,4350784.12
322896,"Adams, Douglas",OH,7.14,Wood,56736,12.5,9.25,709200,524808,88108.17,1322116.17
322896,Grace Murray Hopper,AK,1.76,Dirt,59104,0.78,3.33,46101.12,196816.32,4275.35,247192.79
322929,"Microsoft, Inc.",DN,9.46,Laminate,28251,4.5,9.8,127129.5,276859.8,38217.39,442206.69
323005,Charles Darwin,DN,9.46,Trampoline,237444,20.78,13.33,4934086.32,3165128.52,766185.72,8865400.56
		323040,"Adams, Douglas",KY,6,Straw,166503,1.8,3.25,299705.4,541134.75,50450.41,891290.56
323117,Bill Gates,ZZ,9.46,Straw,40330,1.8,3.25,72594,131072.5,19266.85,222933.35
323137,Bill Gates,RI,7,Wood,205484,12.5,9.25,2568550,1900727,312849.39,4782126.39
323154,Albert Einstein,II,9.46,Tile,275887,1.5,14.3,413830.5,3945184.1,412362.78,4771377.38
323225,Jaden Smith,DN,9.46,Disco Light Up Panels,163092,40.78,23.33,6650891.76,3804936.36,989121.34,11444949.46
323225,Penn Jillette,OH,7.14,Tile,99682,1.5,14.3,149523,1425452.6,112453.26,1687428.86

323243,Ada Lovelace,WY,9.46,Distressed Red Oak,166154,18.57,23.33,3085479.78,3876372.82,658591.26,7620443.86
323341,Grace Murray Hopper,DN,9.46,Straw,112268,1.8,3.25,202082.4,364871,53633.79,620587.19
