OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
155158,"Monsters Inc.",II,9.46,Bamboo,285187,18.5,9.25,5275959.5,2637979.75,748658.65,8662597.9
155161,"Alan M. Galloway, Jr.",HI,4.35,Disco Light Up Panels,150776,40.78,23.33,6148645.28,3517604.08,420481.85,10086731.21
155257,"Alphabet",RI,7,Mosaic Tile,197728,18.5,49.25,3657968,9738104,937725.04,14333797.04
155333,Jean Ichbiah,HI,4.35,Marble,158606,88.73,34.25,14073110.38,5432255.5,848483.42,20353849.3
155343,"Alan M. Galloway, Jr.",RI,7,Trampoline,185819,20.78,13.33,3861318.82,2476967.27,443680.03,6781966.12
155391,"Alphabet",HI,4.35,Mosaic Tile,243882,18.5,49.25,4511817,12011188.5,718750.74,17241756.24
155424,"Tractor Supply Co.",TX,8.19,Distressed Red Oak,34612,18.57,23.33,642744.84,807497.96,118774.89,1569017.69
155495,Penn Jillette,XX,9.46,Mosaic Tile,128749,18.5,49.25,2381856.5,6340888.25,825171.65,9547916.4
155505,Elon Musk,ZZ,9.46,Tile,138269,1.5,14.3,207403.5,1977246.7,206667.91,2391318.11
155505,"Alphabet",AK,1.76,Mosaic Tile,149666,18.5,49.25,2768821,7371050.5,178461.74,10318333.24
		155596,"Adams, Douglas",ZZ,9.46,Distressed Red Oak,212805,18.57,23.33,3951788.85,4964740.65,843503.69,9760033.19
155596,"Thurston Howell, III",LO,9.46,Straw,11979,1.8,3.25,21562.2,38931.75,5722.73,66216.68
155600,"Alphabet",AK,1.76,Distressed Red Oak,118863,18.57,23.33,2207285.91,2773073.79,87654.33,5068014.03
155650,Alex Trebek,OH,7.14,Marble,44778,88.73,34.25,3973151.94,1533646.5,393185.41,5899983.85
155673,Thomas J. Watson,LO,9.46,Tile,116171,1.5,14.3,174256.5,1661245.3,173638.47,2009140.27
155673,Penn Jillette,DN,9.46,Laminate,201000,4.5,9.8,904500,1969800,271908.78,3146208.78

155762,Thomas J. Watson,RI,7,Trampoline,201002,20.78,13.33,4176821.56,2679356.66,479932.48,7336110.7
155859,Grace Murray Hopper,WY,9.46,Wood,6359,12.5,9.25,79487.5,58820.75,13083.96,151392.21
155888,Apple,TX,8.19,Wood,103281,12.5,9.25,1291012.5,955349.25,183977.03,2430338.78
155922,Jaden Smith,DN,9.46,Mosaic Tile,140254,18.5,49.25,2594699,6907509.5,898908.92,10401117.42
155932,Louisville Llama Farm,AK,1.76,Mosaic Tile,270077,18.5,49.25,4996424.5,13301292.25,322039.81,18619756.56
		155932,Grace Murray Hopper,XX,9.46,Granite,290182,72.5,29.25,21038195,8487823.5,2793161.35,32319179.85
155948,Bill Gates,LO,9.46,Marble,44977,88.73,34.25,3990809.21,1540462.25,523258.28,6054529.74
156027,Steve Jobs,OH,7.14,Dirt,292836,0.78,3.33,228412.08,975143.88,85933.9,1289489.86
156107,The Boring Company,ZZ,9.46,Laminate,47919,4.5,9.8,215635.5,469606.2,64823.86,750065.56
156107,Steve Jobs,RI,7,Asphalt,243658,10.78,13.33,2626633.24,3247961.14,411221.61,6285815.99
156129,"Thurston Howell, III",LO,9.46,Wood,192677,12.5,9.25,2408462.5,1782262.25,396442.56,4587167.31
156198,Bill Gates,XX,9.46,Distressed Red Oak,230380,18.57,23.33,4278156.6,5374765.4,913166.42,10566088.42
156198,Apple,II,9.46,Wood,293767,12.5,9.25,3672087.5,2717344.75,604440.29,6993872.54
156256,The Boring Company,AK,1.76,Carpet,211193,12.5,6.3,2639912.5,1330515.9,69879.54,4040307.94
