OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
43016,Louisville Llama Farm,II,9.46,Dirt,271124,0.78,3.33,211476.72,902842.92,105414.64,1219734.28
43019,Bill Gates,KY,6,Wood,262867,12.5,9.25,3285837.5,2431519.75,343041.44,6060398.69
43045,Thomas J. Watson,LO,9.46,Distressed Red Oak,245652,18.57,23.33,4561757.64,5731061.16,973700.66,11266519.46
43050,"Alan M. Galloway, Jr.",OH,7.14,Distressed Red Oak,5010,18.57,23.33,93035.7,116883.3,14988.22,224907.22
43050,Penn Jillette,WY,9.46,Tile,42075,1.5,14.3,63112.5,601672.5,62888.66,727673.66
43099,Bill Gates,II,9.46,Asphalt,290337,10.78,13.33,3129832.86,3870192.21,662202.37,7662227.44
43099,The Boring Company,OH,7.14,Disco Light Up Panels,268003,40.78,23.33,10929162.34,6252509.99,1226771.4,18408443.73
43117,Penn Jillette,OH,7.14,Carpet,153838,12.5,6.3,1922975,969179.4,206499.82,3098654.22
43180,Bill Gates,XX,9.46,Trampoline,206377,20.78,13.33,4288514.06,2751005.41,665938.54,7705458.01
43237,"Thurston Howell, III",XX,9.46,Disco Light Up Panels,289034,40.78,23.33,11786806.52,6743163.22,1752935.14,20282904.88
		43245,Albert Einstein,WY,9.46,Disco Light Up Panels,175931,40.78,23.33,7174466.18,4104470.23,1066987.38,12345923.79
43251,Thomas J. Watson,RI,7,Carpet,191429,12.5,6.3,2392862.5,1206002.7,251920.56,3850785.76
43330,Albert Einstein,OH,7.14,Straw,293805,1.8,3.25,528849,954866.25,105937.27,1589652.52
43330,"Alphabet",DN,9.46,Wood,240763,12.5,9.25,3009537.5,2227057.75,495381.91,5731977.16
43349,Alex Trebek,LO,9.46,Mosaic Tile,145091,18.5,49.25,2684183.5,7145731.75,929909.98,10759825.23
43422,Albert Einstein,ZZ,9.46,Asphalt,21551,10.78,13.33,232319.78,287274.83,49153.65,568748.26

43477,Elon Musk,LO,9.46,Disco Light Up Panels,17386,40.78,23.33,709001.08,405615.38,105442.72,1220059.18
43477,Thomas J. Watson,AK,1.76,Mosaic Tile,124719,18.5,49.25,2307301.5,6142410.75,148714.94,8598427.19
43497,"Thurston Howell, III",TX,8.19,Mosaic Tile,199765,18.5,49.25,3695652.5,9838426.25,1108441.05,14642519.8
43523,Penn Jillette,KY,6,Carpet,251034,12.5,6.3,3137925,1581514.2,283166.35,5002605.55
43593,"Alphabet",ZZ,9.46,Bamboo,152454,18.5,9.25,2820399,1410199.5,400214.62,4630813.12
		43606,"Tractor Supply Co.",WY,9.46,Trampoline,142894,20.78,13.33,2969337.32,1904777.02,461091.22,5335205.56
43635,Charles Babbage,WY,9.46,Disco Light Up Panels,12573,40.78,23.33,512726.94,293328.09,76252.81,882307.84
43714,Apple,LO,9.46,Distressed Red Oak,232197,18.57,23.33,4311898.29,5417156.01,920368.54,10649422.84
43776,Charles Darwin,DN,9.46,Trampoline,265434,20.78,13.33,5515718.52,3538235.22,856504.02,9910457.76
