OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
60949,"Alan M. Galloway, Sr.",HI,4.35,Granite,24200,72.5,29.25,1754500,707850,107112.23,2569462.23
60949,"Alan M. Galloway, Jr.",OH,7.14,Trampoline,219760,20.78,13.33,4566612.8,2929400.8,535215.37,8031228.97
61031,Ada Lovelace,RI,7,Wood,166500,12.5,9.25,2081250,1540125,253496.25,3874871.25
61085,Bill Gates,RI,7,Tile,83024,1.5,14.3,124536,1187243.2,91824.54,1403603.74
61093,Bill Gates,II,9.46,Trampoline,106971,20.78,13.33,2222857.38,1425923.43,345174.66,3993955.47
61192,The Boring Company,WY,9.46,Laminate,15743,4.5,9.8,70843.5,154281.4,21296.82,246421.72
61231,Penn Jillette,LO,9.46,Wood,39638,12.5,9.25,495475,366651.5,81557.17,943683.67
61232,"Monsters Inc.",AK,1.76,Disco Light Up Panels,274981,40.78,23.33,11213725.18,6415306.73,310270.96,17939302.87
61313,Steve Jobs,LO,9.46,Wood,90260,12.5,9.25,1128250,834905,185714.46,2148869.46
61313,Steve Jobs,WY,9.46,Distressed Red Oak,162096,18.57,23.33,3010122.72,3781699.68,642506.4,7434328.8
		61407,Jean Ichbiah,ZZ,9.46,Mosaic Tile,48789,18.5,49.25,902596.5,2402858.25,312696.02,3618150.77
61493,Louisville Llama Farm,LO,9.46,Wood,3840,12.5,9.25,48000,35520,7900.99,91420.99
61506,"Alphabet",LO,9.46,Distressed Red Oak,108724,18.57,23.33,2019004.68,2536530.92,430953.67,4986489.27
61507,"Monsters Inc.",TX,8.19,Laminate,230968,4.5,9.8,1039356,2263486.4,270502.79,3573345.19
61516,Thomas J. Watson,WY,9.46,Straw,276269,1.8,3.25,497284.2,897874.25,131981.99,1527140.44
61516,Charles Babbage,RI,7,Marble,143860,88.73,34.25,12764697.8,4927205,1238433.2,18930336

61546,Steve Jobs,ZZ,9.46,Distressed Red Oak,275049,18.57,23.33,5107659.93,6416893.17,1090222.72,12614775.82
61592,Charles Babbage,ZZ,9.46,Dirt,48162,0.78,3.33,37566.36,160379.46,18725.67,216671.49
61652,Grace Murray Hopper,XX,9.46,Distressed Red Oak,248583,18.57,23.33,4616186.31,5799441.39,985318.38,11400946.08
61700,Charles Darwin,HI,4.35,Trampoline,218633,20.78,13.33,4543193.74,2914377.89,324404.37,7781976
61718,Albert Einstein,HI,4.35,Wood,271754,12.5,9.25,3396925,2513724.5,257113.25,6167762.75
		61799,"Tractor Supply Co.",II,9.46,Bamboo,60833,18.5,9.25,1125410.5,562705.25,159695.75,1847811.5
61862,Albert Einstein,DN,9.46,Marble,206179,88.73,34.25,18294262.67,7061630.75,2398667.52,27754560.94
61953,Penn Jillette,WY,9.46,Dirt,208306,0.78,3.33,162478.68,693658.98,80990.62,937128.28
61957,"Tractor Supply Co.",RI,7,Distressed Red Oak,170288,18.57,23.33,3162248.16,3972819.04,499454.7,7634521.9
