OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
167633,"Microsoft, Inc.",TX,8.19,Granite,60590,72.5,29.25,4392775,1772257.5,504916.16,6669948.66
167731,Albert Einstein,XX,9.46,Mosaic Tile,215504,18.5,49.25,3986824,10613572,1381197.46,15981593.46
167823,"Monsters Inc.",II,9.46,Bamboo,248029,18.5,9.25,4588536.5,2294268.25,651113.33,7533918.08
167908,Jean Ichbiah,RI,7,Carpet,202817,12.5,6.3,2535212.5,1277747.1,266907.17,4079866.77
167948,"Monsters Inc.",II,9.46,Asphalt,238426,10.78,13.33,2570232.28,3178218.58,543803.45,6292254.31
167970,"Monsters Inc.",RI,7,Distressed Red Oak,296628,18.57,23.33,5508381.96,6920331.24,870009.92,13298723.12
168028,Alex Trebek,WY,9.46,Granite,42469,72.5,29.25,3079002.5,1242218.25,408787.48,4730008.23
168028,Jean Ichbiah,TX,8.19,Wood,20849,12.5,9.25,260612.5,192853.25,37138.84,490604.59
168087,The Boring Company,XX,9.46,Marble,173156,88.73,34.25,15364131.88,5930593,2014480.97,23309205.85
168135,"Alan M. Galloway, Sr.",XX,9.46,Wood,12038,12.5,9.25,150475,111351.5,24768.79,286595.29
		168225,Elon Musk,KY,6,Tile,211776,1.5,14.3,317664,3028396.8,200763.65,3546824.45
168312,Grace Murray Hopper,HI,4.35,Disco Light Up Panels,10845,40.78,23.33,442259.1,253013.85,30244.37,725517.32
168371,Louisville Llama Farm,TX,8.19,Granite,23486,72.5,29.25,1702735,686965.5,195716.47,2585416.97
168371,Charles Babbage,RI,7,Carpet,59391,12.5,6.3,742387.5,374163.3,78158.56,1194709.36
168442,"Alphabet",WY,9.46,Trampoline,86721,20.78,13.33,1802062.38,1155990.93,279831.84,3237885.15
168517,Bill Gates,DN,9.46,Distressed Red Oak,73417,18.57,23.33,1363353.69,1712818.61,291005.9,3367178.2

168563,Ada Lovelace,OH,7.14,Disco Light Up Panels,179110,40.78,23.33,7304105.8,4178636.3,819867.79,12302609.89
168573,Elon Musk,OH,7.14,Disco Light Up Panels,96540,40.78,23.33,3936901.2,2252278.2,441907.41,6631086.81
168638,Bill Gates,AK,1.76,Bamboo,294700,18.5,9.25,5451950,2725975,143931.48,8321856.48
168722,Charles Darwin,HI,4.35,Straw,11923,1.8,3.25,21461.4,38749.75,2619.19,62830.34
168755,Ada Lovelace,II,9.46,Trampoline,258636,20.78,13.33,5374456.08,3447617.88,834568.2,9656642.16
		168827,"Thurston Howell, III",TX,8.19,Bamboo,103205,18.5,9.25,1909292.5,954646.25,234556.58,3098495.33
168851,Alex Trebek,II,9.46,Mosaic Tile,271028,18.5,49.25,5014018,13348129,1737059.11,20099206.11
168935,Alex Trebek,DN,9.46,Mosaic Tile,52098,18.5,49.25,963813,2565826.5,333903.9,3863543.4
168959,"Tractor Supply Co.",KY,6,Dirt,75233,0.78,3.33,58681.74,250525.89,18552.46,327760.09
168959,Thomas J. Watson,TX,8.19,Laminate,231952,4.5,9.8,1043784,2273129.6,271655.22,3588568.82
169057,Charles Darwin,LO,9.46,Carpet,128404,12.5,6.3,1605050,808945.2,228363.95,2642359.15
169057,"Thurston Howell, III",HI,4.35,Laminate,210751,4.5,9.8,948379.5,2065359.8,131097.66,3144836.96
169058,"Tractor Supply Co.",HI,4.35,Carpet,170619,12.5,6.3,2132737.5,1074899.7,139532.22,3347169.42
