OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
362293,Charles Darwin,DN,9.46,Distressed Red Oak,37307.00,18.57,23.33,692790.99,870372.31,147875.25,1711038.55
362308,Elon Musk,RI,7,Wood,276001.00,12.50,9.25,3450012.50,2553009.25,420211.52,6423233.27
362391,Microsoft# Inc.,OH,7.14,Bamboo,206402.00,18.50,9.25,3818437.00,1909218.50,408954.60,6136610.10
362472,Steve Jobs,TX,8.19,Granite,192502.00,72.50,29.25,13956395.00,5630683.50,1604181.73,21191260.23
362555,Monty Hall,AK,1.76,Bamboo,34407.00,18.50,9.25,636529.50,318264.75,16804.38,971598.63
362575,Albert Einstein,XX,9.46,Bamboo,283570.00,18.50,9.25,5246045.00,2623022.50,744413.79,8613481.29
362584,Penn Jillette,XX,9.46,Disco Light Up Panels,38613.00,40.78,23.33,1574638.14,900841.29,234180.35,2709659.78
362628,Jaden Smith,KY,6,Straw,259940.00,1.80,3.25,467892.00,844805.00,78761.82,1391458.82
362713,Alan M. Galloway# Jr.,TX,8.19,Disco Light Up Panels,201862.00,40.78,23.33,8231932.36,4709440.46,1059898.43,14001271.25
362830,The Boring Company,KY,6,Disco Light Up Panels,545.00,40.78,23.33,22225.10,12714.85,2096.40,37036.35
362905,Alphabet,RI,7,Tile,293827.00,1.50,14.30,440740.50,4201726.10,324972.66,4967439.26
362917,Charles Babbage,XX,9.46,Laminate,256426.00,4.50,9.80,1153917.00,2512974.80,346887.96,4013779.76
362931,Alan M. Galloway# Sr.,ZZ,9.46,Tile,136834.00,1.50,14.30,205251.00,1956726.20,204523.04,2366500.24
363026,Thomas J. Watson,KY,6,Straw,5680.00,1.80,3.25,10224.00,18460.00,1721.04,30405.04
363123,Charles Babbage,KY,6,Wood,221685.00,12.50,9.25,2771062.50,2050586.25,289298.93,5110947.68
363155,Thurston Howell# III,RI,7,Mosaic Tile,94396.00,18.50,49.25,1746326.00,4649003.00,447673.03,6843002.03
363156,Steve Jobs,II,9.46,Marble,179153.00,88.73,34.25,15896245.69,6135990.25,2084249.52,24116485.46
363202,Alan M. Galloway# Jr.,LO,9.46,Carpet,32521.00,12.50,6.30,406512.50,204882.30,57837.95,669232.75
363230,Microsoft# Inc.,KY,6,Tile,141453.00,1.50,14.30,212179.50,2022777.90,134097.44,2369054.84
363292,Monty Hall,RI,7.00,Asphalt,91774.00,10.78,13.33,989323.72,1223347.42,154886.98,2367558.12
363368,Monty Hall,RI,7,Mosaic Tile,200917.00,18.50,49.25,3716964.50,9895162.25,952848.87,14564975.62
363429,Alex Trebek,XX,9.46,Trampoline,35017.00,20.78,13.33,727653.26,466776.61,112993.07,1307422.94
363476,Albert Einstein,WY,9.46,Asphalt,111076.00,10.78,13.33,1197399.28,1480643.08,253342.81,2931385.17
363539,Thurston Howell# III,HI,4.35,Wood,140781.00,12.50,9.25,1759762.50,1302224.25,133196.42,3195183.17
363625,Penn Jillette,XX,9.46,Mosaic Tile,243312.00,18.50,49.25,4501272.00,11983116.00,1559423.10,18043811.10
363703,Steve Jobs,AK,1.76,Disco Light Up Panels,298539.00,40.78,23.33,12174420.42,6964914.87,336852.30,19476187.59
363730,Bill Gates,KY,6,Wood,285376.00,12.50,9.25,3567200.00,2639728.00,372415.68,6579343.68
363819,Alan M. Galloway# Sr.,TX,8.19,Marble,62586.00,88.73,34.25,5553255.78,2143570.50,630370.07,8327196.35
363908,Charles Babbage,LO,9.46,Wood,182376.00,12.50,9.25,2279700.00,1686978.00,375247.74,4341925.74
363923,Jaden Smith,HI,4.35,Straw,218014.00,1.80,3.25,392425.20,708545.50,47892.23,1148862.93
363977,Thurston Howell# III,XX,9.46,Dirt,22029.00,0.78,3.33,17182.62,73356.57,8565.01,99104.20
364037,Steve Jobs,II,9.46,Mosaic Tile,17251.00,18.50,49.25,319143.50,849611.75,110564.25,1279319.50
364118,Jean Ichbiah,RI,7,Mosaic Tile,57518.00,18.50,49.25,1064083.00,2832761.50,272779.12,4169623.62
364199,Albert Einstein,RI,7,Laminate,295084.00,4.50,9.80,1327878.00,2891823.20,295379.08,4515080.28
364250,Adams# Douglas,XX,9.46,Wood,31805.00,12.50,9.25,397562.50,294196.25,65440.38,757199.13
364280,Thomas J. Watson,HI,4.35,Trampoline,181795.00,20.78,13.33,3777700.10,2423327.35,269744.69,6470772.14
364324,Albert Einstein,WY,9.46,Mosaic Tile,227022.00,18.50,49.25,4199907.00,11180833.50,1455018.05,16835758.55
364333,Monty Hall,RI,7,Tile,128006.00,1.50,14.30,192009.00,1830485.80,141574.64,2164069.44
364358,Alex Trebek,RI,7,Dirt,132484.00,0.78,3.33,103337.52,441171.72,38115.65,582624.89
364372,Alan M. Galloway# Sr.,OH,7.14,Tile,84429.00,1.50,14.30,126643.50,1207334.70,95246.04,1429224.24
364373,Steve Jobs,RI,7,Bamboo,200604.00,18.50,9.25,3711174.00,1855587.00,389673.27,5956434.27
