OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
142878,Alex Trebek,RI,7,Dirt,65124,0.78,3.33,50796.72,216862.92,18736.17,286395.81
142940,Bill Gates,AK,1.76,Wood,53406,12.5,9.25,667575,494005.5,20443.82,1182024.32
142940,Louisville Llama Farm,RI,7,Tile,59297,1.5,14.3,88945.5,847947.1,65582.48,1002475.08
142943,Charles Darwin,RI,7,Asphalt,110829,10.78,13.33,1194736.62,1477350.57,187046.1,2859133.29
143016,Albert Einstein,AK,1.76,Wood,249202,12.5,9.25,3115025,2305118.5,95394.53,5515538.03
143090,Charles Darwin,KY,6,Mosaic Tile,221937,18.5,49.25,4105834.5,10930397.25,902173.91,15938405.66
143155,"Monsters Inc.",HI,4.35,Disco Light Up Panels,18903,40.78,23.33,770864.34,441006.99,52716.4,1264587.73
143229,Jaden Smith,HI,4.35,Marble,277217,88.73,34.25,24597464.41,9494682.25,1483008.38,35575155.04
143315,"Alan M. Galloway, Sr.",AK,1.76,Dirt,87557,0.78,3.33,68294.46,291564.81,6333.52,366192.79
143372,Alex Trebek,ZZ,9.46,Granite,218326,72.5,29.25,15828635,6386035.5,2101507.83,24316178.33
		143438,"Alan M. Galloway, Jr.",ZZ,9.46,Marble,280558,88.73,34.25,24893911.34,9609111.5,3263985.96,37767008.8
143496,"Microsoft, Inc.",HI,4.35,Trampoline,247808,20.78,13.33,5149450.24,3303280.64,367693.79,8820424.67
143539,"Alan M. Galloway, Sr.",RI,7,Straw,207320,1.8,3.25,373176,673790,73287.62,1120253.62
143637,Elon Musk,KY,6,Granite,52323,72.5,29.25,3793417.5,1530447.75,319431.92,5643297.17
143657,"Adams, Douglas",HI,4.35,Carpet,111837,12.5,6.3,1397962.5,704573.1,91460.3,2193995.9
143717,Apple,KY,6,Bamboo,256435,18.5,9.25,4744047.5,2372023.75,426964.28,7543035.53

143717,Louisville Llama Farm,XX,9.46,Carpet,188278,12.5,6.3,2353475,1186151.4,334848.66,3874475.06
143731,"Alan M. Galloway, Sr.",OH,7.14,Disco Light Up Panels,251656,40.78,23.33,10262531.68,5871134.48,1151943.76,17285609.92
143731,"Thurston Howell, III",HI,4.35,Marble,132584,88.73,34.25,11764178.32,4541002,709275.34,17014455.66
143809,Jaden Smith,II,9.46,Bamboo,116848,18.5,9.25,2161688,1080844,306743.53,3549275.53
143864,Thomas J. Watson,RI,7,Dirt,113029,0.78,3.33,88162.62,376386.57,32518.44,497067.63
		143864,"Alphabet",WY,9.46,Granite,83152,72.5,29.25,6028520,2432196,800383.73,9261099.73
143940,"Alan M. Galloway, Sr.",ZZ,9.46,Bamboo,266455,18.5,9.25,4929417.5,2464708.75,699484.34,8093610.59
143958,"Monsters Inc.",KY,6,Granite,188121,72.5,29.25,13638772.5,5502539.25,1148478.71,20289790.46
144040,Steve Jobs,KY,6,Tile,26778,1.5,14.3,40167,382925.4,25385.54,448477.94
144045,Apple,AK,1.76,Laminate,132927,4.5,9.8,598171.5,1302684.6,33455.07,1934311.17
144054,Charles Babbage,TX,8.19,Disco Light Up Panels,1141,40.78,23.33,46529.98,26619.53,5990.94,79140.45
144083,Penn Jillette,II,9.46,Asphalt,83929,10.78,13.33,904754.62,1118773.57,191425.77,2214953.96
144151,Thomas J. Watson,XX,9.46,Tile,204065,1.5,14.3,306097.5,2918129.5,305011.87,3529238.87
144151,Jaden Smith,OH,7.14,Tile,126407,1.5,14.3,189610.5,1807620.1,142602.26,2139832.86
144239,Steve Jobs,TX,8.19,Trampoline,246134,20.78,13.33,5114664.52,3280966.22,687602.16,9083232.9
,what,wut?144316,Charles Darwin,ZZ,9.46,Tile,198551,1.5,14.3,297826.5,2839279.3,296770.21,3433876.01
		144350,"Microsoft, Inc.",OH,7.14,Trampoline,220591,20.78,13.33,4583880.98,2940478.03,537239.23,8061598.24

144397,Charles Babbage,II,9.46,Wood,119125,12.5,9.25,1489062.5,1101906.25,245105.64,2836074.39
144445,Bill Gates,TX,8.19,Mosaic Tile,167853,18.5,49.25,3105280.5,8266760.25,931370.14,12303410.89
144445,Steve Jobs,WY,9.46,Trampoline,101025,20.78,13.33,2099299.5,1346663.25,325988.08,3771950.83
144449,Grace Murray Hopper,DN,9.46,Laminate,198855,4.5,9.8,894847.5,1948779,269007.07,3112633.57
144475,Jean Ichbiah,DN,9.46,Wood,271741,12.5,9.25,3396762.5,2513604.25,559120.69,6469487.44
144508,"Alan M. Galloway, Jr.",XX,9.46,Straw,202027,1.8,3.25,363648.6,656587.75,96514.36,1116750.71
