OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
305492,Elon Musk,XX,9.46,Laminate,239523,4.5,9.8,1077853.5,2347325.4,324021.92,3749200.82
305591,"Adams, Douglas",KY,6,Marble,38456,88.73,34.25,3412200.88,1317118,283759.13,5013078.01
305658,The Boring Company,ZZ,9.46,Distressed Red Oak,209573,18.57,23.33,3891770.61,4889338.09,830692.88,9611801.58
305702,The Boring Company,LO,9.46,Disco Light Up Panels,19902,40.78,23.33,811603.56,464313.66,120701.77,1396618.99
305736,"Alan M. Galloway, Sr.",OH,7.14,Dirt,264485,0.78,3.33,206298.3,880735.05,77614.18,1164647.53
305779,"Microsoft, Inc.",LO,9.46,Straw,41023,1.8,3.25,73841.4,133324.75,19597.92,226764.07
305807,Apple,HI,4.35,Marble,152741,88.73,34.25,13552708.93,5231379.25,817107.84,19601196.02
305872,Jaden Smith,II,9.46,Straw,14369,1.8,3.25,25864.2,46699.25,6864.5,79427.95
305872,Charles Darwin,WY,9.46,Disco Light Up Panels,27453,40.78,23.33,1119533.34,640478.49,166497.12,1926508.95
305878,Steve Jobs,XX,9.46,Mosaic Tile,172440,18.5,49.25,3190140,8492670,1105193.83,12788003.83
		305926,The Boring Company,DN,9.46,Disco Light Up Panels,192891,40.78,23.33,7866094.98,4500147.03,1169846.49,13536088.5
305951,Louisville Llama Farm,LO,9.46,Trampoline,143882,20.78,13.33,2989867.96,1917947.06,464279.3,5372094.32
306029,Charles Babbage,LO,9.46,Granite,16486,72.5,29.25,1195235,482215.5,158686.82,1836137.32
306045,"Adams, Douglas",KY,6,Bamboo,24931,18.5,9.25,461223.5,230611.75,41510.12,733345.37
306065,"Alan M. Galloway, Sr.",XX,9.46,Dirt,196604,0.78,3.33,153351.12,654691.32,76440.81,884483.25
306097,Albert Einstein,II,9.46,Carpet,14336,12.5,6.3,179200,90316.8,25496.29,295013.09

306140,"Tractor Supply Co.",KY,6,Laminate,84123,4.5,9.8,378553.5,824405.4,72177.53,1275136.43
306202,Thomas J. Watson,XX,9.46,Laminate,19850,4.5,9.8,89325,194530,26852.68,310707.68
306290,"Alan M. Galloway, Sr.",HI,4.35,Trampoline,178269,20.78,13.33,3704429.82,2376325.77,264512.87,6345268.46
306378,"Alan M. Galloway, Sr.",ZZ,9.46,Granite,252635,72.5,29.25,18316037.5,7389573.75,2431750.82,28137362.07
306379,"Adams, Douglas",AK,1.76,Granite,162940,72.5,29.25,11813150,4765995,291792.95,16870937.95
		306425,Thomas J. Watson,OH,7.14,Mosaic Tile,139130,18.5,49.25,2573905,6852152.5,673020.51,10099078.01
306425,Monty Hall,DN,9.46,Granite,122462,72.5,29.25,8878495,3582013.5,1178764.1,13639272.6
306448,Charles Babbage,WY,9.46,Bamboo,19686,18.5,9.25,364191,182095.5,51678.7,597965.2
