OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
213836,Thomas J. Watson,XX,9.46,Carpet,63014,12.5,6.3,787675,396988.2,112069.14,1296732.34
213836,"Monsters Inc.",LO,9.46,Mosaic Tile,121033,18.5,49.25,2239110.5,5960875.25,775718.65,8975704.4
213874,Jaden Smith,WY,9.46,Granite,188815,72.5,29.25,13689087.5,5522838.75,1817448.22,21029374.47
213915,Penn Jillette,XX,9.46,Marble,222557,88.73,34.25,19747482.61,7622577.25,2589207.66,29959267.52
213994,Albert Einstein,ZZ,9.46,Disco Light Up Panels,24336,40.78,23.33,992422.08,567758.88,147593.12,1707774.08
214005,"Thurston Howell, III",RI,7,Trampoline,92634,20.78,13.33,1924934.52,1234811.22,221182.2,3380927.94
214103,Jaden Smith,XX,9.46,Laminate,138820,4.5,9.8,624690,1360436,187792.92,2172918.92
214157,Bill Gates,RI,7,Mosaic Tile,118460,18.5,49.25,2191510,5834155,561796.55,8587461.55
214183,Bill Gates,HI,4.35,Disco Light Up Panels,97155,40.78,23.33,3961980.9,2266626.15,270944.41,6499551.46
214255,"Adams, Douglas",KY,6,Carpet,66395,12.5,6.3,829937.5,418288.5,74893.56,1323119.56
		214295,Ada Lovelace,LO,9.46,Straw,178505,1.8,3.25,321309,580141.25,85277.19,986727.44
214370,Alex Trebek,OH,7.14,Asphalt,155241,10.78,13.33,1673497.98,2069362.53,267240.24,4010100.75
214394,Alex Trebek,XX,9.46,Granite,108265,72.5,29.25,7849212.5,3166751.25,1042110.17,12058073.92
214464,Grace Murray Hopper,II,9.46,Bamboo,223511,18.5,9.25,4134953.5,2067476.75,586749.9,6789180.15
214467,"Tractor Supply Co.",AK,1.76,Dirt,142123,0.78,3.33,110855.94,473269.59,10280.61,594406.14
214528,Charles Darwin,OH,7.14,Straw,219955,1.8,3.25,395919,714853.75,79309.17,1190081.92

214563,Jaden Smith,TX,8.19,Straw,75483,1.8,3.25,135869.4,245319.75,31219.39,412408.54
214587,Monty Hall,DN,9.46,Distressed Red Oak,118479,18.57,23.33,2200155.03,2764115.07,469619.95,5433890.05
214607,"Alphabet",AK,1.76,Granite,3597,72.5,29.25,260782.5,105212.25,6441.51,372436.26
214675,"Alphabet",RI,7,Dirt,208384,0.78,3.33,162539.52,693918.72,59952.08,916410.32
214754,Steve Jobs,LO,9.46,Carpet,298353,12.5,6.3,3729412.5,1879623.9,530614.84,6139651.24
		214759,"Alphabet",RI,7,Straw,166229,1.8,3.25,299212.2,540244.25,58761.95,898218.4
214856,"Tractor Supply Co.",AK,1.76,Granite,109091,72.5,29.25,7909097.5,3190911.75,195360.16,11295369.41
214911,The Boring Company,RI,7,Laminate,275018,4.5,9.8,1237581,2695176.4,275293.02,4208050.42
214973,Grace Murray Hopper,TX,8.19,Carpet,242653,12.5,6.3,3033162.5,1528713.9,373617.68,4935494.08
215059,Charles Babbage,LO,9.46,Dirt,53491,0.78,3.33,41722.98,178125.03,20797.62,240645.63
215153,"Adams, Douglas",HI,4.35,Carpet,270880,12.5,6.3,3386000,1706544,221525.66,5314069.66
215206,Alex Trebek,AK,1.76,Marble,36458,88.73,34.25,3234918.34,1248686.5,78911.45,4562516.29
215225,Jaden Smith,DN,9.46,Disco Light Up Panels,45033,40.78,23.33,1836445.74,1050619.89,273116.41,3160182.04
215303,Steve Jobs,RI,7,Wood,56308,12.5,9.25,703850,520849,85728.93,1310427.93
215349,"Alan M. Galloway, Jr.",KY,6,Bamboo,183991,18.5,9.25,3403833.5,1701916.75,306345.02,5412095.27
,what,wut?215383,"Alan M. Galloway, Sr.",II,9.46,Marble,243908,88.73,34.25,21641956.84,8353849,2837603.23,32833409.07
		215383,Elon Musk,KY,6,Wood,260795,12.5,9.25,3259937.5,2412353.75,340337.48,6012628.73

215413,Elon Musk,XX,9.46,Granite,77749,72.5,29.25,5636802.5,2274158.25,748376.89,8659337.64
215422,Jaden Smith,HI,4.35,Wood,270510,12.5,9.25,3381375,2502217.5,255936.27,6139528.77
215448,Grace Murray Hopper,DN,9.46,Bamboo,220315,18.5,9.25,4075827.5,2037913.75,578359.92,6692101.17
215535,Jean Ichbiah,AK,1.76,Bamboo,286374,18.5,9.25,5297919,2648959.5,139865.06,8086743.56
215540,Grace Murray Hopper,KY,6,Bamboo,253577,18.5,9.25,4691174.5,2345587.25,422205.71,7458967.46
215585,"Monsters Inc.",DN,9.46,Wood,188972,12.5,9.25,2362150,1747991,388819.34,4498960.34
215656,Bill Gates,RI,7,Bamboo,184583,18.5,9.25,3414785.5,1707392.75,358552.48,5480730.73
215656,Penn Jillette,AK,1.76,Granite,101396,72.5,29.25,7351210,2965833,181579.96,10498622.96
215733,Steve Jobs,OH,7.14,Straw,42271,1.8,3.25,76087.8,137380.75,15241.65,228710.2
215733,Jaden Smith,KY,6,Mosaic Tile,112111,18.5,49.25,2074053.5,5521466.75,455731.22,8051251.47
		215819,"Adams, Douglas",KY,6,Asphalt,156007,10.78,13.33,1681755.46,2079573.31,225679.73,3987008.5
215891,Alex Trebek,LO,9.46,Disco Light Up Panels,277885,40.78,23.33,11332150.3,6483057.05,1685318.62,19500525.97
215972,"Adams, Douglas",DN,9.46,Disco Light Up Panels,261110,40.78,23.33,10648065.8,6091696.3,1583581.49,18323343.59
