OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
85392,The Boring Company,DN,9.46,Granite,101087,72.5,29.25,7328807.5,2956794.75,973017.97,11258620.22
85413,Charles Darwin,OH,7.14,Carpet,161380,12.5,6.3,2017250,1016694,216623.6,3250567.6
85493,Grace Murray Hopper,OH,7.14,Straw,113287,1.8,3.25,203916.6,368182.75,40847.89,612947.24
85497,Elon Musk,XX,9.46,Marble,76835,88.73,34.25,6817569.55,2631598.75,893891.32,10343059.62
85501,Albert Einstein,RI,7,Tile,239630,1.5,14.3,359445,3426709,265030.78,4051184.78
85518,Jean Ichbiah,OH,7.14,Marble,298335,88.73,34.25,26471264.55,10217973.75,2619611.61,39308849.91
85555,"Alan M. Galloway, Jr.",ZZ,9.46,Marble,53062,88.73,34.25,4708191.26,1817373.5,617318.43,7142883.19
85616,Bill Gates,TX,8.19,Disco Light Up Panels,275695,40.78,23.33,11242842.1,6431964.35,1447566.65,19122373.1
85616,"Tractor Supply Co.",WY,9.46,Wood,24184,12.5,9.25,302300,223702,49759.79,575761.79
85668,"Microsoft, Inc.",II,9.46,Bamboo,62195,18.5,9.25,1150607.5,575303.75,163271.2,1889182.45
		85698,Thomas J. Watson,II,9.46,Distressed Red Oak,183866,18.57,23.33,3414391.62,4289593.78,728797.02,8432782.42
85699,"Alan M. Galloway, Jr.",DN,9.46,Trampoline,224257,20.78,13.33,4660060.46,2989345.81,723633.83,8373040.1
85780,Thomas J. Watson,HI,4.35,Marble,298554,88.73,34.25,26490696.42,10225474.5,1597153.44,38313324.36
85799,Elon Musk,OH,7.14,Marble,194489,88.73,34.25,17257008.97,6661248.25,1707763.57,25626020.79
85799,Steve Jobs,ZZ,9.46,Carpet,169624,12.5,6.3,2120300,1068631.2,301672.89,3490604.09
85818,"Adams, Douglas",AK,1.76,Marble,150753,88.73,34.25,13376313.69,5163290.25,326297.03,18865900.97

85866,Louisville Llama Farm,RI,7,Carpet,123708,12.5,6.3,1546350,779360.4,162799.73,2488510.13
85877,Charles Darwin,ZZ,9.46,Laminate,14851,4.5,9.8,66829.5,145539.8,20090.14,232459.44
85953,Elon Musk,ZZ,9.46,Trampoline,139191,20.78,13.33,2892388.98,1855416.03,449142.35,5196947.36
85953,"Alphabet",HI,4.35,Bamboo,187021,18.5,9.25,3459888.5,1729944.25,225757.72,5415590.47
86021,"Monsters Inc.",DN,9.46,Tile,120877,1.5,14.3,181315.5,1728541.1,180672.43,2090529.03
		86051,Penn Jillette,TX,8.19,Trampoline,238418,20.78,13.33,4954326.04,3178111.94,666046.67,8798484.65
86051,Elon Musk,II,9.46,Trampoline,59248,20.78,13.33,1231173.44,789775.84,191181.8,2212131.08
86074,The Boring Company,WY,9.46,Asphalt,79374,10.78,13.33,855651.72,1058055.42,181036.7,2094743.84
86079,Charles Babbage,RI,7,Bamboo,74130,18.5,9.25,1371405,685702.5,143997.53,2201105.03
86079,Jean Ichbiah,AK,1.76,Distressed Red Oak,84431,18.57,23.33,1567883.67,1969775.23,62262.8,3599921.7
86106,"Thurston Howell, III",ZZ,9.46,Distressed Red Oak,274766,18.57,23.33,5102404.62,6410290.78,1089100.98,12601796.38
86120,"Thurston Howell, III",II,9.46,Wood,1915,12.5,9.25,23937.5,17713.75,3940.21,45591.46
86129,Ada Lovelace,LO,9.46,Trampoline,187377,20.78,13.33,3893694.06,2497735.41,604629.23,6996058.7
86168,"Microsoft, Inc.",ZZ,9.46,Granite,221119,72.5,29.25,16031127.5,6467730.75,2128391.99,24627250.24
86262,Louisville Llama Farm,ZZ,9.46,Disco Light Up Panels,360,40.78,23.33,14680.8,8398.8,2183.33,25262.93
,what,wut?86358,"Tractor Supply Co.",XX,9.46,Wood,291146,12.5,9.25,3639325,2693100.5,599047.45,6931472.95
		86367,Thomas J. Watson,WY,9.46,Trampoline,54940,20.78,13.33,1141653.2,732350.2,177280.72,2051284.12

86386,Albert Einstein,II,9.46,Laminate,290118,4.5,9.8,1305531,2843156.4,392465.83,4541153.23
86427,"Adams, Douglas",WY,9.46,Asphalt,113485,10.78,13.33,1223368.3,1512755.05,258837.27,2994960.62
86482,Steve Jobs,XX,9.46,Asphalt,6285,10.78,13.33,67752.3,83779.05,14334.87,165866.22
86574,The Boring Company,LO,9.46,Straw,183766,1.8,3.25,330778.8,597239.5,87790.53,1015808.83
86592,Jaden Smith,OH,7.14,Straw,106097,1.8,3.25,190974.6,344815.25,38255.4,574045.25
86627,"Tractor Supply Co.",DN,9.46,Straw,216841,1.8,3.25,390313.8,704733.25,103591.45,1198638.5
86698,"Tractor Supply Co.",KY,6,Granite,79254,72.5,29.25,5745915,2318179.5,483845.67,8547940.17
