OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
141827,Bill Gates,OH,7.14,Asphalt,289118,10.78,13.33,3116692.04,3853942.94,497703.34,7468338.32
141827,Monty Hall,RI,7,Tile,275191,1.5,14.3,412786.5,3935231.3,304361.25,4652379.05
141836,Thomas J. Watson,TX,8.19,Dirt,127323,0.78,3.33,99311.94,423985.59,42858.07,566155.6
141857,Alex Trebek,HI,4.35,Tile,253854,1.5,14.3,380781,3630112.2,174473.85,4185367.05
141941,"Adams, Douglas",DN,9.46,Disco Light Up Panels,163592,40.78,23.33,6671281.76,3816601.36,992153.74,11480036.86
142004,The Boring Company,OH,7.14,Tile,28426,1.5,14.3,42639,406491.8,32067.94,481198.74
142053,"Adams, Douglas",KY,6,Disco Light Up Panels,30162,40.78,23.33,1230006.36,703679.46,116021.15,2049706.97
142096,"Alan M. Galloway, Jr.",LO,9.46,Marble,66257,88.73,34.25,5878983.61,2269302.25,770827.84,8919113.7
142154,Elon Musk,RI,7,Trampoline,151745,20.78,13.33,3153261.1,2022760.85,362321.54,5538343.49
142190,"Alphabet",ZZ,9.46,Tile,48242,1.5,14.3,72363,689860.6,72106.35,834329.95
		142210,Jaden Smith,II,9.46,Trampoline,181371,20.78,13.33,3768889.38,2417675.43,585249.03,6771813.84
142211,Louisville Llama Farm,OH,7.14,Distressed Red Oak,107027,18.57,23.33,1987491.39,2496939.91,320188.39,4804619.69
142281,Albert Einstein,KY,6,Trampoline,94069,20.78,13.33,1954753.82,1253939.77,192521.62,3401215.21
142305,"Alan M. Galloway, Sr.",TX,8.19,Distressed Red Oak,240242,18.57,23.33,4461293.94,5604845.86,824416.85,10890556.65
142323,"Tractor Supply Co.",RI,7,Trampoline,236700,20.78,13.33,4918626,3155211,565168.59,8639005.59
142346,Alex Trebek,DN,9.46,Disco Light Up Panels,122241,40.78,23.33,4984987.98,2851882.53,741367.95,8578238.46

142416,Ada Lovelace,XX,9.46,Dirt,107305,0.78,3.33,83697.9,357325.65,41720.83,482744.38
142441,Albert Einstein,KY,6,Straw,158145,1.8,3.25,284661,513971.25,47917.94,846550.19
142489,"Thurston Howell, III",DN,9.46,Bamboo,27056,18.5,9.25,500536,250268,71026.06,821830.06
142543,Charles Darwin,II,9.46,Carpet,138467,12.5,6.3,1730837.5,872342.1,246260.79,2849440.39
142620,Monty Hall,HI,4.35,Asphalt,72734,10.78,13.33,784072.52,969544.22,76282.33,1829899.07
		142640,Penn Jillette,II,9.46,Marble,286490,88.73,34.25,25420257.7,9812282.5,3332998.3,38565538.5
142661,Jaden Smith,AK,1.76,Mosaic Tile,157252,18.5,49.25,2909162,7744661,187507.28,10841330.28
142737,"Thurston Howell, III",AK,1.76,Asphalt,133407,10.78,13.33,1438127.46,1778315.31,56609.39,3273052.16
142737,"Adams, Douglas",HI,4.35,Wood,4229,12.5,9.25,52862.5,39118.25,4001.16,95981.91
142745,Ada Lovelace,AK,1.76,Straw,64866,1.8,3.25,116758.8,210814.5,5765.29,333338.59
142753,Bill Gates,DN,9.46,Disco Light Up Panels,238961,40.78,23.33,9744829.58,5574960.13,1449252.11,16769041.82
142801,"Alphabet",KY,6,Dirt,99506,0.78,3.33,77614.68,331354.98,24538.18,433507.84
142827,Steve Jobs,TX,8.19,Distressed Red Oak,249925,18.57,23.33,4641107.25,5830750.25,857645.13,11329502.63
142854,Charles Darwin,LO,9.46,Trampoline,10365,20.78,13.33,215384.7,138165.45,33445.84,386995.99
