OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
15785,"Alphabet",ZZ,9.46,Distressed Red Oak,135423,18.57,23.33,2514805.11,3159418.59,536781.56,6211005.26
15797,Albert Einstein,TX,8.19,Disco Light Up Panels,3400,40.78,23.33,138652,79322,17852.07,235826.07
15882,Thomas J. Watson,XX,9.46,Granite,70988,72.5,29.25,5146630,2076399,683298.54,7906327.54
15933,"Thurston Howell, III",II,9.46,Tile,44356,1.5,14.3,66534,634290.8,66298.03,767122.83
16018,Alex Trebek,HI,4.35,Asphalt,237536,10.78,13.33,2560638.08,3166354.88,249124.19,5976117.15
16074,Albert Einstein,DN,9.46,Laminate,129211,4.5,9.8,581449.5,1266267.8,174794.06,2022511.36
16170,"Monsters Inc.",OH,7.14,Granite,171428,72.5,29.25,12428530,5014269,1245415.85,18688214.85
16170,"Adams, Douglas",KY,6,Bamboo,165453,18.5,9.25,3060880.5,1530440.25,275479.25,4866800
16228,Albert Einstein,WY,9.46,Tile,47301,1.5,14.3,70951.5,676404.3,70699.86,818055.66
16250,Penn Jillette,ZZ,9.46,Trampoline,276999,20.78,13.33,5756039.22,3692396.67,893822.04,10342257.93
		16342,The Boring Company,RI,7,Mosaic Tile,266470,18.5,49.25,4929695,13123647.5,1263733.98,19317076.48
16405,Elon Musk,KY,6,Disco Light Up Panels,1699,40.78,23.33,69285.22,39637.67,6535.37,115458.26
16405,Jaden Smith,XX,9.46,Laminate,289893,4.5,9.8,1304518.5,2840951.4,392161.45,4537631.35
16451,Steve Jobs,TX,8.19,Straw,262211,1.8,3.25,471979.8,852185.75,108449.16,1432614.71
16537,Jaden Smith,XX,9.46,Disco Light Up Panels,54461,40.78,23.33,2220919.58,1270575.13,330295.4,3821790.11
16610,Thomas J. Watson,TX,8.19,Disco Light Up Panels,248905,40.78,23.33,10150345.9,5806953.65,1306902.83,17264202.38

16654,Penn Jillette,ZZ,9.46,Granite,167633,72.5,29.25,12153392.5,4903265.25,1613559.82,18670217.57
16675,Grace Murray Hopper,KY,6,Asphalt,215715,10.78,13.33,2325407.7,2875480.95,312053.32,5512941.97
16752,Thomas J. Watson,TX,8.19,Marble,173330,88.73,34.25,15379570.9,5936552.5,1745790.51,23061913.91
16812,"Microsoft, Inc.",KY,6,Bamboo,103229,18.5,9.25,1909736.5,954868.25,171876.29,3036481.04
16863,Monty Hall,OH,7.14,Mosaic Tile,56585,18.5,49.25,1046822.5,2786811.25,273721.45,4107355.2
		16863,"Alan M. Galloway, Jr.",II,9.46,Bamboo,162721,18.5,9.25,3010338.5,1505169.25,427167.03,4942674.78
16953,"Thurston Howell, III",ZZ,9.46,Trampoline,83439,20.78,13.33,1733862.42,1112241.87,269241.47,3115345.76
16954,"Alphabet",KY,6,Dirt,68623,0.78,3.33,53525.94,228514.59,16922.43,298962.96
16954,The Boring Company,AK,1.76,Mosaic Tile,199228,18.5,49.25,3685718,9811979,237559.47,13735256.47
17035,Ada Lovelace,RI,7,Dirt,18792,0.78,3.33,14657.76,62577.36,5406.46,82641.58
17063,Jaden Smith,KY,6,Mosaic Tile,99497,18.5,49.25,1840694.5,4900227.25,404455.31,7145377.06
17088,Ada Lovelace,HI,4.35,Dirt,109359,0.78,3.33,85300.02,364165.47,19551.75,469017.24
17175,"Tractor Supply Co.",WY,9.46,Tile,212231,1.5,14.3,318346.5,3034903.3,317217.43,3670467.23
17243,Elon Musk,WY,9.46,Granite,184443,72.5,29.25,13372117.5,5394957.75,1775365.32,20542440.57
17266,The Boring Company,OH,7.14,Trampoline,62256,20.78,13.33,1293679.68,829872.48,151621.62,2275173.78
,what,wut?17310,Thomas J. Watson,TX,8.19,Granite,8815,72.5,29.25,639087.5,257838.75,73458.26,970384.51
		17347,"Microsoft, Inc.",KY,6,Straw,213292,1.8,3.25,383925.6,693199,64627.48,1141752.08
