OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
314231,Monty Hall,OH,7.14,Wood,29426,12.5,9.25,367825,272190.5,45697.11,685712.61
314321,"Monsters Inc.",RI,7,Distressed Red Oak,200345,18.57,23.33,3720406.65,4674048.85,587611.89,8982067.39
314321,Charles Darwin,KY,6,Dirt,172890,0.78,3.33,134854.2,575723.7,42634.67,753212.57
314394,Apple,II,9.46,Mosaic Tile,239214,18.5,49.25,4425459,11781289.5,1533158.41,17739906.91
314477,Alex Trebek,TX,8.19,Straw,171772,1.8,3.25,309189.6,558259,71044.04,938492.64
314515,"Monsters Inc.",ZZ,9.46,Distressed Red Oak,38014,18.57,23.33,705919.98,886866.62,150677.61,1743464.21
314579,"Microsoft, Inc.",RI,7,Disco Light Up Panels,52287,40.78,23.33,2132263.86,1219855.71,234648.37,3586767.94
314657,Steve Jobs,TX,8.19,Distressed Red Oak,114345,18.57,23.33,2123386.65,2667668.85,392387.45,5183442.95
314657,Grace Murray Hopper,DN,9.46,Disco Light Up Panels,52238,40.78,23.33,2130265.64,1218712.54,316813.34,3665791.52
314725,Jaden Smith,ZZ,9.46,Laminate,100909,4.5,9.8,454090.5,988908.2,136507.68,1579506.38
		314725,"Alan M. Galloway, Sr.",AK,1.76,Granite,125358,72.5,29.25,9088455,3666721.5,224491.11,12979667.61
314805,The Boring Company,KY,6,Marble,112018,88.73,34.25,9939357.14,3836616.5,826558.42,14602532.06
314877,Jaden Smith,II,9.46,Trampoline,257385,20.78,13.33,5348460.3,3430942.05,830531.46,9609933.81
314912,Elon Musk,HI,4.35,Trampoline,229681,20.78,13.33,4772771.18,3061647.73,340797.22,8175216.13
314918,"Alan M. Galloway, Jr.",RI,7,Laminate,47520,4.5,9.8,213840,465696,47567.52,727103.52
314977,Grace Murray Hopper,II,9.46,Trampoline,133016,20.78,13.33,2764072.48,1773103.28,429216.83,4966392.59

314996,Penn Jillette,DN,9.46,Carpet,96873,12.5,6.3,1210912.5,610299.9,172286.69,1993499.09
314998,Jaden Smith,HI,4.35,Disco Light Up Panels,281881,40.78,23.33,11495107.18,6576283.73,786105.5,18857496.41
315077,"Tractor Supply Co.",DN,9.46,Granite,175983,72.5,29.25,12758767.5,5147502.75,1693933.17,19600203.42
315077,"Tractor Supply Co.",OH,7.14,Asphalt,69588,10.78,13.33,750158.64,927608.04,119792.54,1797559.22
315110,Penn Jillette,OH,7.14,Trampoline,143661,20.78,13.33,2985275.58,1915001.13,349879.76,5250156.47
		315206,Ada Lovelace,OH,7.14,Distressed Red Oak,118639,18.57,23.33,2203126.23,2767847.87,354927.55,5325901.65
315294,"Alphabet",KY,6,Wood,54037,12.5,9.25,675462.5,499842.25,70518.29,1245823.04
315294,Penn Jillette,WY,9.46,Mosaic Tile,194122,18.5,49.25,3591257,9560508.5,1244157.02,14395922.52
315354,Elon Musk,KY,6,Distressed Red Oak,285933,18.57,23.33,5309775.81,6670816.89,718835.56,12699428.26
315415,Steve Jobs,AK,1.76,Dirt,20711,0.78,3.33,16154.58,68967.63,1498.15,86620.36
315482,Charles Babbage,AK,1.76,Disco Light Up Panels,119060,40.78,23.33,4855266.8,2777669.8,134339.68,7767276.28
315515,"Tractor Supply Co.",WY,9.46,Dirt,284106,0.78,3.33,221602.68,946072.98,110462.12,1278137.78
315521,Grace Murray Hopper,XX,9.46,Straw,201385,1.8,3.25,362493,654501.25,96207.66,1113201.91
315567,Ada Lovelace,HI,4.35,Disco Light Up Panels,35300,40.78,23.33,1439534,823549,98444.11,2361527.11
315567,Penn Jillette,XX,9.46,Asphalt,147274,10.78,13.33,1587613.72,1963162.42,335903.42,3886679.56
,what,wut?315589,Bill Gates,HI,4.35,Granite,54778,72.5,29.25,3971405,1602256.5,242454.28,5816115.78
		315685,The Boring Company,II,9.46,Wood,167142,12.5,9.25,2089275,1546063.5,343903.02,3979241.52

315739,"Microsoft, Inc.",AK,1.76,Granite,4837,72.5,29.25,350682.5,141482.25,8662.1,500826.85
315783,"Alan M. Galloway, Sr.",AK,1.76,Straw,261882,1.8,3.25,471387.6,851116.5,23276.07,1345780.17
315813,Jean Ichbiah,AK,1.76,Laminate,249901,4.5,9.8,1124554.5,2449029.8,62895.08,3636479.38
315855,Charles Darwin,HI,4.35,Straw,67379,1.8,3.25,121282.2,218981.75,14801.48,355065.43
315918,"Thurston Howell, III",RI,7,Straw,57445,1.8,3.25,103401,186696.25,20306.81,310404.06
