OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
315988,"Monsters Inc.",DN,9.46,Marble,13218,88.73,34.25,1172833.14,452716.5,153777,1779326.64
316071,Jaden Smith,DN,9.46,Carpet,257234,12.5,6.3,3215425,1620574.2,457485.52,5293484.72
316071,Louisville Llama Farm,HI,4.35,Asphalt,121886,10.78,13.33,1313931.08,1624740.38,127832.21,3066503.67
316140,"Adams, Douglas",OH,7.14,Tile,177737,1.5,14.3,266605.5,2541639.1,200508.66,3008753.26
316150,Thomas J. Watson,DN,9.46,Straw,201194,1.8,3.25,362149.2,653880.5,96116.41,1112146.11
316183,"Tractor Supply Co.",TX,8.19,Straw,180237,1.8,3.25,324426.6,585770.25,74545.12,984741.97
316183,Grace Murray Hopper,TX,8.19,Tile,68747,1.5,14.3,103120.5,983082.1,88959.99,1175162.59
316209,Bill Gates,WY,9.46,Distressed Red Oak,104060,18.57,23.33,1932394.2,2427719.8,412466.78,4772580.78
316272,Charles Darwin,ZZ,9.46,Mosaic Tile,198553,18.5,49.25,3673230.5,9778735.25,1272555.96,14724521.71
316361,"Alan M. Galloway, Sr.",ZZ,9.46,Asphalt,203891,10.78,13.33,2197944.98,2717867.03,465035.82,5380847.83
		316381,Jean Ichbiah,HI,4.35,Granite,13613,72.5,29.25,986942.5,398180.25,60252.84,1445375.59
316426,Penn Jillette,RI,7,Granite,230969,72.5,29.25,16745252.5,6755843.25,1645076.7,25146172.45
316466,Grace Murray Hopper,TX,8.19,Granite,89900,72.5,29.25,6517750,2629575,749165.92,9896490.92
316482,Alex Trebek,XX,9.46,Straw,88893,1.8,3.25,160007.4,288902.25,42466.85,491376.5
316501,Bill Gates,TX,8.19,Asphalt,280599,10.78,13.33,3024857.22,3740384.67,554073.31,7319315.2
316596,Grace Murray Hopper,WY,9.46,Mosaic Tile,23352,18.5,49.25,432012,1150086,149666.47,1731764.47

316596,Bill Gates,RI,7,Distressed Red Oak,123954,18.57,23.33,2301825.78,2891846.82,363557.08,5557229.68
316627,Thomas J. Watson,WY,9.46,Dirt,114010,0.78,3.33,88927.8,379653.3,44327.77,512908.87
316656,Penn Jillette,OH,7.14,Marble,199977,88.73,34.25,17743959.21,6849212.25,1755952.44,26349123.9
316670,Charles Babbage,TX,8.19,Mosaic Tile,263,18.5,49.25,4865.5,12952.75,1459.31,19277.56
316718,Albert Einstein,LO,9.46,Carpet,119652,12.5,6.3,1495650,753807.6,212798.69,2462256.29
		316779,Grace Murray Hopper,LO,9.46,Carpet,224296,12.5,6.3,2803700,1413064.8,398905.95,4615670.75
316813,Monty Hall,AK,1.76,Disco Light Up Panels,19314,40.78,23.33,787624.92,450595.62,21792.68,1260013.22
316813,Charles Darwin,DN,9.46,Bamboo,230046,18.5,9.25,4255851,2127925.5,603905.26,6987681.76
316843,"Alphabet",II,9.46,Laminate,125523,4.5,9.8,564853.5,1230125.4,169805,1964783.9
