OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
196986,Grace Murray Hopper,KY,6,Carpet,268425,12.5,6.3,3355312.5,1691077.5,302783.4,5349173.4
196986,"Alphabet",DN,9.46,Tile,235641,1.5,14.3,353461.5,3369666.3,352207.89,4075335.69
197052,"Alphabet",WY,9.46,Asphalt,107790,10.78,13.33,1161976.2,1436840.7,245848.08,2844664.98
197115,"Alan M. Galloway, Jr.",WY,9.46,Distressed Red Oak,91490,18.57,23.33,1698969.3,2134461.7,362642.57,4196073.57
197137,Albert Einstein,II,9.46,Carpet,288496,12.5,6.3,3606200,1817524.8,513084.37,5936809.17
197179,Jean Ichbiah,KY,6,Tile,245644,1.5,14.3,368466,3512709.2,232870.51,4114045.71
197248,"Alphabet",ZZ,9.46,Carpet,90340,12.5,6.3,1129250,569142,160667.88,1859059.88
197343,"Thurston Howell, III",WY,9.46,Granite,202772,72.5,29.25,14700970,5931081,1951792.02,22583843.02
197358,Thomas J. Watson,XX,9.46,Wood,106381,12.5,9.25,1329762.5,984024.25,218884.23,2532670.98
197358,Alex Trebek,RI,7,Mosaic Tile,250149,18.5,49.25,4627756.5,12319838.25,1186331.63,18133926.38
		197371,Jaden Smith,TX,8.19,Asphalt,45826,10.78,13.33,494004.28,610860.58,90488.43,1195353.29
197430,"Thurston Howell, III",LO,9.46,Wood,62019,12.5,9.25,775237.5,573675.75,127607.19,1476520.44
197491,"Alphabet",ZZ,9.46,Mosaic Tile,275031,18.5,49.25,5088073.5,13545276.75,1762714.93,20396065.18
197491,"Thurston Howell, III",AK,1.76,Distressed Red Oak,107366,18.57,23.33,1993786.62,2504848.78,79175.98,4577811.38
197536,"Adams, Douglas",TX,8.19,Bamboo,41895,18.5,9.25,775057.5,387528.75,95215.81,1257802.06
197603,Penn Jillette,TX,8.19,Carpet,221084,12.5,6.3,2763550,1392829.2,340407.46,4496786.66

197603,Ada Lovelace,WY,9.46,Wood,130518,12.5,9.25,1631475,1207291.5,268547.31,3107313.81
197608,"Adams, Douglas",XX,9.46,Laminate,63814,4.5,9.8,287163,625377.2,86326.3,998866.5
197671,Charles Babbage,DN,9.46,Wood,67531,12.5,9.25,844137.5,624661.75,138948.41,1607747.66
197674,Jean Ichbiah,HI,4.35,Bamboo,279647,18.5,9.25,5173469.5,2586734.75,337568.88,8097773.13
197710,"Thurston Howell, III",KY,6,Tile,290753,1.5,14.3,436129.5,4157767.9,275633.84,4869531.24
		197783,"Microsoft, Inc.",HI,4.35,Trampoline,271544,20.78,13.33,5642684.32,3619681.52,402912.91,9665278.75
197852,"Alphabet",XX,9.46,Straw,210115,1.8,3.25,378207,682873.75,100378.24,1161458.99
197874,Elon Musk,WY,9.46,Laminate,17318,4.5,9.8,77931,169716.4,23427.44,271074.84
197907,"Alan M. Galloway, Sr.",ZZ,9.46,Granite,271658,72.5,29.25,19695205,7945996.5,2614857.66,30256059.16
197999,Penn Jillette,HI,4.35,Carpet,259054,12.5,6.3,3238175,1632040.2,211854.36,5082069.56
198077,Charles Darwin,LO,9.46,Tile,138384,1.5,14.3,207576,1978891.2,206839.8,2393307
198125,"Adams, Douglas",AK,1.76,Asphalt,187477,10.78,13.33,2021002.06,2499068.41,79553.24,4599623.71
198161,Louisville Llama Farm,ZZ,9.46,Distressed Red Oak,21222,18.57,23.33,394092.54,495109.26,84118.49,973320.29
198218,Ada Lovelace,II,9.46,Trampoline,171173,20.78,13.33,3556974.94,2281736.09,552342.06,6391053.09
198251,Thomas J. Watson,ZZ,9.46,Mosaic Tile,61350,18.5,49.25,1134975,3021487.5,393201.35,4549663.85
,what,wut?198298,Apple,KY,6,Tile,181100,1.5,14.3,271650,2589730,171682.8,3033062.8
		198321,Thomas J. Watson,WY,9.46,Granite,184780,72.5,29.25,13396550,5404815,1778609.13,20579974.13
