OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
45999,The Boring Company,WY,9.46,Bamboo,183776,18.5,9.25,3399856,1699928,482439.57,5582223.57
46049,"Alphabet",LO,9.46,Dirt,157873,0.78,3.33,123140.94,525717.09,61381.97,710240
46096,Charles Darwin,KY,6,Wood,28225,12.5,9.25,352812.5,261081.25,36833.63,650727.38
46166,Ada Lovelace,OH,7.14,Tile,290086,1.5,14.3,435129,4148229.8,327251.82,4910610.62
46212,Charles Darwin,DN,9.46,Tile,109673,1.5,14.3,164509.5,1568323.9,163926.04,1896759.44
46306,Bill Gates,TX,8.19,Tile,47496,1.5,14.3,71244,679192.8,61460.77,811897.57
46368,Apple,ZZ,9.46,Straw,167947,1.8,3.25,302304.6,545827.75,80233.32,928365.67
46368,"Thurston Howell, III",DN,9.46,Wood,227491,12.5,9.25,2843637.5,2104291.75,468074.11,5416003.36
46461,Penn Jillette,XX,9.46,Trampoline,274729,20.78,13.33,5708868.62,3662137.57,886497.19,10257503.38
46477,The Boring Company,XX,9.46,Distressed Red Oak,120975,18.57,23.33,2246505.75,2822346.75,479513.45,5548365.95
		46480,Apple,DN,9.46,Bamboo,239772,18.5,9.25,4435782,2217891,629437.47,7283110.47
46480,Charles Darwin,KY,6,Granite,94192,72.5,29.25,6828920,2755116,575042.16,10159078.16
46522,Alex Trebek,XX,9.46,Tile,162502,1.5,14.3,243753,2323778.6,242888.49,2810420.09
46522,Grace Murray Hopper,TX,8.19,Carpet,227772,12.5,6.3,2847150,1434963.6,350705.1,4632818.7
46575,"Monsters Inc.",RI,7,Tile,235978,1.5,14.3,353967,3374485.4,260991.67,3989444.07
46664,Thomas J. Watson,OH,7.14,Dirt,83491,0.78,3.33,65122.98,278025.03,24500.77,367648.78

46755,"Thurston Howell, III",KY,6,Tile,258971,1.5,14.3,388456.5,3703285.3,245504.51,4337246.31
46812,"Microsoft, Inc.",DN,9.46,Granite,297114,72.5,29.25,21540765,8690584.5,2859885.66,33091235.16
46874,Louisville Llama Farm,XX,9.46,Tile,148143,1.5,14.3,222214.5,2118444.9,221426.38,2562085.78
46920,Apple,AK,1.76,Straw,25134,1.8,3.25,45241.2,81685.5,2233.91,129160.61
46995,"Alan M. Galloway, Sr.",OH,7.14,Bamboo,85278,18.5,9.25,1577643,788821.5,168965.57,2535430.07
		47008,"Microsoft, Inc.",KY,6,Mosaic Tile,103526,18.5,49.25,1915231,5098655.5,420833.19,7434719.69
47059,Charles Babbage,LO,9.46,Asphalt,279211,10.78,13.33,3009894.58,3721882.63,636826.12,7368603.33
47059,Jean Ichbiah,ZZ,9.46,Trampoline,174637,20.78,13.33,3628956.86,2327911.21,563519.72,6520387.79
47141,Jean Ichbiah,ZZ,9.46,Dirt,51358,0.78,3.33,40059.24,171022.14,19968.3,231049.68
47175,Albert Einstein,II,9.46,Mosaic Tile,17123,18.5,49.25,316775.5,843307.75,109743.88,1269827.13
47200,Louisville Llama Farm,TX,8.19,Granite,66304,72.5,29.25,4807040,1939392,552532.78,7298964.78
47223,Jaden Smith,II,9.46,Carpet,205558,12.5,6.3,2569475,1295015.4,365580.79,4230071.19
47249,"Alan M. Galloway, Sr.",KY,6,Mosaic Tile,183703,18.5,49.25,3398505.5,9047372.75,746752.7,13192630.95
47307,Elon Musk,KY,6,Marble,191915,88.73,34.25,17028617.95,6573088.75,1416102.4,25017809.1
47384,Charles Darwin,DN,9.46,Trampoline,178920,20.78,13.33,3717957.6,2385003.6,577340.13,6680301.33
,what,wut?47418,Thomas J. Watson,HI,4.35,Granite,136112,72.5,29.25,9868120,3981276,602448.73,14451844.73
		47418,Grace Murray Hopper,DN,9.46,Mosaic Tile,167496,18.5,49.25,3098676,8249178,1073506.99,12421360.99

47439,Charles Babbage,TX,8.19,Disco Light Up Panels,146924,40.78,23.33,5991560.72,3427736.92,771440.48,10190738.12
47439,Grace Murray Hopper,RI,7,Granite,117053,72.5,29.25,8486342.5,3423800.25,833709.99,12743852.74
47439,"Adams, Douglas",HI,4.35,Laminate,99774,4.5,9.8,448983,977785.2,62064.42,1488832.62
47439,Albert Einstein,ZZ,9.46,Dirt,248432,0.78,3.33,193776.96,827278.56,96591.85,1117647.37
47517,Grace Murray Hopper,TX,8.19,Laminate,114755,4.5,9.8,516397.5,1124599,134397.61,1775394.11
