OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
136624,Albert Einstein,TX,8.19,Asphalt,98085,10.78,13.33,1057356.3,1307473.05,193679.52,2558508.87
136671,Alex Trebek,TX,8.19,Wood,184191,12.5,9.25,2302387.5,1703766.75,328104.03,4334258.28
136738,Albert Einstein,II,9.46,Straw,112654,1.8,3.25,202777.2,366125.5,53818.2,622720.9
136738,"Adams, Douglas",OH,7.14,Wood,285309,12.5,9.25,3566362.5,2639108.25,443070.61,6648541.36
136835,Jean Ichbiah,AK,1.76,Straw,2340,1.8,3.25,4212,7605,207.98,12024.98
136903,Alex Trebek,ZZ,9.46,Granite,18163,72.5,29.25,1316817.5,531267.75,174828.86,2022914.11
136922,Bill Gates,XX,9.46,Distressed Red Oak,126100,18.57,23.33,2341677,2941913,499827.61,5783417.61
136972,"Thurston Howell, III",TX,8.19,Marble,26127,88.73,34.25,2318248.71,894849.75,263152.76,3476251.22
137022,Ada Lovelace,ZZ,9.46,Distressed Red Oak,183912,18.57,23.33,3415245.84,4290666.96,728979.35,8434892.15
137045,Apple,AK,1.76,Wood,243209,12.5,9.25,3040112.5,2249683.25,93100.41,5382896.16
		137080,The Boring Company,DN,9.46,Carpet,174881,12.5,6.3,2186012.5,1101750.3,311022.36,3598785.16
137169,Thomas J. Watson,KY,6,Disco Light Up Panels,89706,40.78,23.33,3658210.68,2092840.98,345063.1,6096114.76
137223,Louisville Llama Farm,AK,1.76,Straw,79837,1.8,3.25,143706.6,259470.25,7095.91,410272.76
137253,Jaden Smith,TX,8.19,Disco Light Up Panels,294502,40.78,23.33,12009791.56,6870731.66,1546314.85,20426838.07
137345,The Boring Company,DN,9.46,Bamboo,115361,18.5,9.25,2134178.5,1067089.25,302839.93,3504107.68
137357,Thomas J. Watson,HI,4.35,Straw,292411,1.8,3.25,526339.8,950335.75,64235.39,1540910.94

137408,Elon Musk,KY,6,Bamboo,145665,18.5,9.25,2694802.5,1347401.25,242532.23,4284735.98
137490,"Monsters Inc.",ZZ,9.46,Tile,180774,1.5,14.3,271161,2585068.2,270199.28,3126428.48
137555,Penn Jillette,LO,9.46,Wood,144215,12.5,9.25,1802687.5,1333988.75,296729.57,3433405.82
137599,Monty Hall,XX,9.46,Straw,163970,1.8,3.25,295146,532902.5,78333.39,906381.89
137599,Jaden Smith,AK,1.76,Asphalt,285052,10.78,13.33,3072860.56,3799743.16,120957.83,6993561.55
