OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
206008,"Adams, Douglas",II,9.46,Granite,25737,72.5,29.25,1865932.5,752807.25,247732.78,2866472.53
206060,"Microsoft, Inc.",XX,9.46,Marble,219949,88.73,34.25,19516074.77,7533253.25,2558866.43,29608194.45
206151,"Alan M. Galloway, Sr.",RI,7,Granite,219857,72.5,29.25,15939632.5,6430817.25,1565931.48,23936381.23
206239,"Alphabet",OH,7.14,Carpet,123334,12.5,6.3,1541675,777004.2,165553.69,2484232.89
206315,The Boring Company,AK,1.76,Straw,264900,1.8,3.25,476820,860925,23544.31,1361289.31
206373,Jaden Smith,II,9.46,Laminate,158222,4.5,9.8,711999,1550575.6,214039.56,2476614.16
206467,The Boring Company,WY,9.46,Disco Light Up Panels,63306,40.78,23.33,2581618.68,1476928.98,383938.61,4442486.27
206495,"Thurston Howell, III",ZZ,9.46,Dirt,151083,0.78,3.33,117844.74,503106.39,58741.98,679693.11
206504,"Tractor Supply Co.",AK,1.76,Disco Light Up Panels,54328,40.78,23.33,2215495.84,1267472.24,61300.24,3544268.32
206553,Charles Babbage,AK,1.76,Disco Light Up Panels,29684,40.78,23.33,1210513.52,692527.72,33493.53,1936534.77
		206569,Jean Ichbiah,WY,9.46,Granite,247676,72.5,29.25,17956510,7244523,2384017.72,27585050.72
206604,Charles Babbage,OH,7.14,Granite,96877,72.5,29.25,7023582.5,2833652.25,703806.56,10561041.31
206686,Apple,II,9.46,Disco Light Up Panels,250724,40.78,23.33,10224524.72,5849390.92,1520592.42,17594508.06
206763,"Thurston Howell, III",RI,7,Mosaic Tile,33983,18.5,49.25,628685.5,1673662.75,161164.38,2463512.63
206768,"Thurston Howell, III",HI,4.35,Laminate,46072,4.5,9.8,207324,451505.6,28659.09,687488.69
206800,Monty Hall,ZZ,9.46,Dirt,187818,0.78,3.33,146498.04,625433.94,73024.77,844956.75

206870,Thomas J. Watson,ZZ,9.46,Granite,105823,72.5,29.25,7672167.5,3095322.75,1018604.58,11786094.83
