OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
320992,Jean Ichbiah,ZZ,9.46,Disco Light Up Panels,114280,40.78,23.33,4660338.4,2666152.4,693086.03,8019576.83
321056,Steve Jobs,OH,7.14,Dirt,87995,0.78,3.33,68636.1,293023.35,25822.48,387481.93
321120,"Tractor Supply Co.",OH,7.14,Carpet,32120,12.5,6.3,401500,202356,43115.32,646971.32
321173,Ada Lovelace,WY,9.46,Laminate,70718,4.5,9.8,318231,693036.4,95665.9,1106933.3
321205,Apple,DN,9.46,Mosaic Tile,167724,18.5,49.25,3102894,8260407,1074968.27,12438269.27
321239,Grace Murray Hopper,WY,9.46,Mosaic Tile,275531,18.5,49.25,5097323.5,13569901.75,1765919.51,20433144.76
321242,Charles Darwin,HI,4.35,Laminate,150499,4.5,9.8,677245.5,1474890.2,93617.9,2245753.6
321322,Jean Ichbiah,DN,9.46,Carpet,15384,12.5,6.3,192300,96919.2,27360.14,316579.34
321330,Apple,KY,6,Mosaic Tile,254648,18.5,49.25,4710988,12541414,1035144.12,18287546.12
321373,Apple,AK,1.76,Carpet,16716,12.5,6.3,208950,105310.8,5530.99,319791.79
		321416,Grace Murray Hopper,LO,9.46,Trampoline,256702,20.78,13.33,5334267.56,3421837.66,828327.55,9584432.77
321492,Louisville Llama Farm,WY,9.46,Laminate,223623,4.5,9.8,1006303.5,2191505.4,302512.72,3500321.62
321556,Steve Jobs,II,9.46,Wood,294481,12.5,9.25,3681012.5,2723949.25,605909.38,7010871.13
321628,Steve Jobs,WY,9.46,Carpet,167597,12.5,6.3,2094962.5,1055861.1,298067.91,3448891.51
321688,"Alan M. Galloway, Jr.",LO,9.46,Carpet,26377,12.5,6.3,329712.5,166175.1,46910.97,542798.57
321785,Charles Babbage,RI,7,Disco Light Up Panels,286189,40.78,23.33,11670787.42,6676789.37,1284330.38,19631907.17

321881,Elon Musk,II,9.46,Disco Light Up Panels,209076,40.78,23.33,8526119.28,4877743.08,1268005.38,14671867.74
321881,Monty Hall,II,9.46,Tile,123286,1.5,14.3,184929,1762989.8,184273.12,2132191.92
321977,"Tractor Supply Co.",OH,7.14,Distressed Red Oak,161475,18.57,23.33,2998590.75,3767211.75,483078.3,7248880.8
322048,Grace Murray Hopper,LO,9.46,Distressed Red Oak,36656,18.57,23.33,680701.92,855184.48,145294.85,1681181.25
322097,Ada Lovelace,AK,1.76,Asphalt,279211,10.78,13.33,3009894.58,3721882.63,118479.28,6850256.49
		322132,Charles Babbage,DN,9.46,Marble,196125,88.73,34.25,17402171.25,6717281.25,2281700.21,26401152.71
322229,Bill Gates,XX,9.46,Straw,250629,1.8,3.25,451132.2,814544.25,119732.99,1385409.44
322254,Jaden Smith,WY,9.46,Straw,40652,1.8,3.25,73173.6,132119,19420.68,224713.28
322317,Albert Einstein,HI,4.35,Bamboo,191638,18.5,9.25,3545303,1772651.5,231331.02,5549285.52
322342,Louisville Llama Farm,XX,9.46,Disco Light Up Panels,108195,40.78,23.33,4412192.1,2524189.35,656181.69,7592563.14
322413,Alex Trebek,HI,4.35,Mosaic Tile,209766,18.5,49.25,3880671,10330975.5,618206.62,14829853.12
322413,Charles Darwin,HI,4.35,Tile,44075,1.5,14.3,66112.5,630272.5,30292.75,726677.75
322445,"Monsters Inc.",HI,4.35,Dirt,137296,0.78,3.33,107090.88,457195.68,24546.47,588833.03
322446,"Alan M. Galloway, Sr.",LO,9.46,Distressed Red Oak,195043,18.57,23.33,3621948.51,4550353.19,773099.74,8945401.44
322539,Alex Trebek,XX,9.46,Straw,73043,1.8,3.25,131477.4,237389.75,34894.83,403761.98
,what,wut?322539,"Thurston Howell, III",KY,6,Disco Light Up Panels,213425,40.78,23.33,8703471.5,4979205.25,820960.61,14503637.36
		322561,"Adams, Douglas",KY,6,Trampoline,208441,20.78,13.33,4331403.98,2778518.53,426595.35,7536517.86

322631,Apple,TX,8.19,Disco Light Up Panels,206550,40.78,23.33,8423109,4818811.5,1084513.29,14326433.79
322707,Charles Darwin,DN,9.46,Disco Light Up Panels,290053,40.78,23.33,11828361.34,6766936.49,1759115.17,20354413
322707,Thomas J. Watson,LO,9.46,Trampoline,227194,20.78,13.33,4721091.32,3028496.02,733110.96,8482698.3
322728,Ada Lovelace,LO,9.46,Straw,64720,1.8,3.25,116496,210340,30918.69,357754.69
