OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
236434,"Thurston Howell, III",WY,9.46,Carpet,255936,12.5,6.3,3199200,1612396.8,455177.06,5266773.86
236482,"Monsters Inc.",TX,8.19,Granite,199335,72.5,29.25,14451787.5,5830548.75,1661123.34,21943459.59
236565,Monty Hall,ZZ,9.46,Trampoline,80262,20.78,13.33,1667844.36,1069892.46,258989.9,2996726.72
236565,The Boring Company,ZZ,9.46,Disco Light Up Panels,49039,40.78,23.33,1999810.42,1144079.87,297412.02,3441302.31
236621,"Tractor Supply Co.",TX,8.19,Straw,187771,1.8,3.25,337987.8,610255.75,77661.15,1025904.7
236621,"Adams, Douglas",TX,8.19,Wood,213730,12.5,9.25,2671625,1977002.5,380722.59,5029350.09
236628,"Adams, Douglas",TX,8.19,Straw,139326,1.8,3.25,250786.8,452809.5,57624.54,761220.84
236628,Louisville Llama Farm,AK,1.76,Carpet,16924,12.5,6.3,211550,106621.2,5599.81,323771.01
236695,"Adams, Douglas",LO,9.46,Dirt,102583,0.78,3.33,80014.74,341601.39,39884.89,461501.02
236709,"Monsters Inc.",KY,6,Tile,277744,1.5,14.3,416616,3971739.2,263301.31,4651656.51
		236718,"Alan M. Galloway, Sr.",RI,7,Asphalt,204466,10.78,13.33,2204143.48,2725531.78,345077.27,5274752.53
236762,The Boring Company,II,9.46,Laminate,295722,4.5,9.8,1330749,2898075.6,400046.81,4628871.41
236858,Steve Jobs,II,9.46,Tile,169929,1.5,14.3,254893.5,2429984.7,253989.48,2938867.68
236937,"Adams, Douglas",DN,9.46,Wood,248115,12.5,9.25,3101437.5,2295063.75,510509.02,5907010.27
237013,Apple,KY,6,Bamboo,40715,18.5,9.25,753227.5,376613.75,67790.48,1197631.73
237013,"Adams, Douglas",WY,9.46,Marble,187716,88.73,34.25,16656040.68,6429273,2183870.67,25269184.35

237037,Bill Gates,TX,8.19,Marble,260228,88.73,34.25,23090030.44,8912809,2621032.55,34623871.99
237107,Albert Einstein,WY,9.46,Dirt,226470,0.78,3.33,176646.6,754145.1,88052.89,1018844.59
237163,Jean Ichbiah,HI,4.35,Mosaic Tile,61726,18.5,49.25,1141931,3040005.5,181914.24,4363850.74
237228,"Alan M. Galloway, Jr.",HI,4.35,Disco Light Up Panels,185346,40.78,23.33,7558409.88,4324122.18,516890.14,12399422.2
237233,Penn Jillette,HI,4.35,Trampoline,134585,20.78,13.33,2796676.3,1794018.05,199695.2,4790389.55
		237274,"Adams, Douglas",TX,8.19,Wood,198718,12.5,9.25,2483975,1838141.5,353981.34,4676097.84
237280,Jean Ichbiah,LO,9.46,Distressed Red Oak,110241,18.57,23.33,2047175.37,2571922.53,436966.66,5056064.56
237379,Bill Gates,OH,7.14,Granite,294202,72.5,29.25,21329645,8605408.5,2137362.82,32072416.32
237384,Louisville Llama Farm,DN,9.46,Mosaic Tile,12442,18.5,49.25,230177,612768.5,79742.64,922688.14
