OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
162790,"Tractor Supply Co.",XX,9.46,Trampoline,16796,20.78,13.33,349020.88,223890.68,54197.43,627108.99
162881,"Adams, Douglas",DN,9.46,Wood,251117,12.5,9.25,3138962.5,2322832.25,516685.78,5978480.53
162930,"Alphabet",XX,9.46,Bamboo,182618,18.5,9.25,3378433,1689216.5,479399.64,5547049.14
162932,Penn Jillette,OH,7.14,Tile,278680,1.5,14.3,418020,3985124,314384.48,4717528.48
162932,Albert Einstein,OH,7.14,Mosaic Tile,93768,18.5,49.25,1734708,4618074,453588.63,6806370.63
163010,Apple,AK,1.76,Granite,124850,72.5,29.25,9051625,3651862.5,223581.38,12927068.88
163093,"Microsoft, Inc.",XX,9.46,Mosaic Tile,12720,18.5,49.25,235320,626460,81524.39,943304.39
163093,"Thurston Howell, III",TX,8.19,Marble,150651,88.73,34.25,13367263.23,5159796.75,1517366.21,20044426.19
163158,Jean Ichbiah,RI,7,Distressed Red Oak,100186,18.57,23.33,1860454.02,2337339.38,293845.54,4491638.94
163208,"Alan M. Galloway, Sr.",XX,9.46,Laminate,265832,4.5,9.8,1196244,2605153.6,359612.21,4161009.81
		163256,The Boring Company,II,9.46,Wood,276819,12.5,9.25,3460237.5,2560575.75,569568.93,6590382.18
163264,"Alan M. Galloway, Jr.",KY,6,Carpet,8939,12.5,6.3,111737.5,56315.7,10083.19,178136.39
163309,"Thurston Howell, III",ZZ,9.46,Granite,83854,72.5,29.25,6079415,2452729.5,807140.87,9339285.37
163354,"Alan M. Galloway, Jr.",XX,9.46,Marble,205831,88.73,34.25,18263384.63,7049711.75,2394618.92,27707715.3
163433,"Alphabet",OH,7.14,Carpet,68585,12.5,6.3,857312.5,432085.5,92063.02,1381461.02
163511,"Microsoft, Inc.",II,9.46,Mosaic Tile,57364,18.5,49.25,1061234,2825177,367654.48,4254065.48

163547,Ada Lovelace,LO,9.46,Marble,71224,88.73,34.25,6319705.52,2439422,828613.46,9587740.98
163640,Louisville Llama Farm,TX,8.19,Distressed Red Oak,34298,18.57,23.33,636913.86,800172.34,117697.36,1554783.56
163706,"Alan M. Galloway, Sr.",RI,7,Bamboo,102824,18.5,9.25,1902244,951122,199735.62,3053101.62
163735,Jaden Smith,HI,4.35,Disco Light Up Panels,46791,40.78,23.33,1908136.98,1091634.03,130490.04,3130261.05
163742,"Thurston Howell, III",RI,7,Mosaic Tile,20947,18.5,49.25,387519.5,1031639.75,99341.15,1518500.4
		163769,"Alan M. Galloway, Jr.",TX,8.19,Granite,298924,72.5,29.25,21671990,8743527,2491030.84,32906547.84
163787,Penn Jillette,RI,7,Wood,231566,12.5,9.25,2894575,2141985.5,352559.24,5389119.74
163857,Apple,LO,9.46,Carpet,212276,12.5,6.3,2653450,1337338.8,377528.62,4368317.42
163917,The Boring Company,RI,7,Marble,215193,88.73,34.25,19094074.89,7370360.25,1852510.46,28316945.6
163997,"Alan M. Galloway, Jr.",XX,9.46,Dirt,117180,0.78,3.33,91400.4,390209.4,45560.29,527170.09
