OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
109904,"Adams, Douglas",LO,9.46,Trampoline,97421,20.78,13.33,2024408.38,1298621.93,314358.67,3637388.98
109972,Ada Lovelace,KY,6,Tile,209505,1.5,14.3,314257.5,2995921.5,198610.74,3508789.74
109991,"Tractor Supply Co.",TX,8.19,Marble,131894,88.73,34.25,11702954.62,4517369.5,1328444.55,17548768.67
109991,"Monsters Inc.",HI,4.35,Granite,130904,72.5,29.25,9490540,3828942,579397.47,13898879.47
110037,"Adams, Douglas",HI,4.35,Carpet,252093,12.5,6.3,3151162.5,1588185.9,206161.66,4945510.06
110066,Jean Ichbiah,II,9.46,Straw,12490,1.8,3.25,22482,40592.5,5966.85,69041.35
110126,Albert Einstein,TX,8.19,Mosaic Tile,44577,18.5,49.25,824674.5,2195417.25,247345.51,3267437.26
110136,Charles Babbage,KY,6,Asphalt,209100,10.78,13.33,2254098,2787303,302484.06,5343885.06
110173,Penn Jillette,LO,9.46,Marble,245370,88.73,34.25,21771680.1,8403922.5,2854612.01,33030214.61
110173,Monty Hall,II,9.46,Carpet,66098,12.5,6.3,826225,416417.4,117553.97,1360196.37
		110232,Ada Lovelace,HI,4.35,Bamboo,240080,18.5,9.25,4441480,2220740,289806.57,6952026.57
110310,Bill Gates,DN,9.46,Dirt,60047,0.78,3.33,46836.66,199956.51,23346.63,270139.8
110384,Louisville Llama Farm,DN,9.46,Straw,21320,1.8,3.25,38376,69290,10185.2,117851.2
110437,Penn Jillette,HI,4.35,Wood,258122,12.5,9.25,3226525,2387628.5,244215.68,5858369.18
110456,"Alan M. Galloway, Jr.",XX,9.46,Dirt,56800,0.78,3.33,44304,189144,22084.18,255532.18
110499,Alex Trebek,TX,8.19,Granite,124211,72.5,29.25,9005297.5,3633171.75,1035090.63,13673559.88

110512,"Alan M. Galloway, Jr.",KY,6,Granite,118438,72.5,29.25,8586755,3464311.5,723063.99,12774130.49
110598,"Microsoft, Inc.",KY,6,Dirt,108738,0.78,3.33,84815.64,362097.54,26814.79,473727.97
110633,"Alphabet",OH,7.14,Laminate,72717,4.5,9.8,327226.5,712626.6,74245.51,1114098.61
110714,Albert Einstein,HI,4.35,Wood,39046,12.5,9.25,488075,361175.5,36942.4,886192.9
110734,Louisville Llama Farm,WY,9.46,Laminate,80291,4.5,9.8,361309.5,786851.8,108616.06,1256777.36
		110740,The Boring Company,DN,9.46,Carpet,201347,12.5,6.3,2516837.5,1268486.1,358091.61,4143415.21
110740,Charles Darwin,ZZ,9.46,Wood,91470,12.5,9.25,1143375,846097.5,188204.1,2177676.6
110828,Alex Trebek,LO,9.46,Mosaic Tile,180980,18.5,49.25,3348130,8913265,1159927.97,13421322.97
110873,Steve Jobs,HI,4.35,Asphalt,194330,10.78,13.33,2094877.4,2590418.9,203810.39,4889106.69
