OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
187461,Louisville Llama Farm,AK,1.76,Asphalt,135113,10.78,13.33,1456518.14,1801056.29,57333.31,3314907.74
187548,"Adams, Douglas",DN,9.46,Mosaic Tile,251007,18.5,49.25,4643629.5,12362094.75,1608741.51,18614465.76
187641,"Microsoft, Inc.",XX,9.46,Mosaic Tile,189690,18.5,49.25,3509265,9342232.5,1215751.66,14067249.16
187710,"Monsters Inc.",LO,9.46,Dirt,182908,0.78,3.33,142668.24,609083.64,71115.73,822867.61
187768,Louisville Llama Farm,AK,1.76,Bamboo,159251,18.5,9.25,2946143.5,1473071.75,77778.19,4496993.44
187768,Louisville Llama Farm,XX,9.46,Bamboo,216799,18.5,9.25,4010781.5,2005390.75,569129.89,6585302.14
187803,"Monsters Inc.",TX,8.19,Straw,275384,1.8,3.25,495691.2,894998,113897.45,1504586.65
187803,Grace Murray Hopper,DN,9.46,Carpet,180542,12.5,6.3,2256775,1137414.6,321090.34,3715279.94
187902,Jean Ichbiah,HI,4.35,Carpet,116947,12.5,6.3,1461837.5,736766.1,95639.26,2294242.86
187928,The Boring Company,AK,1.76,Asphalt,110702,10.78,13.33,1193367.56,1475657.66,46974.84,2716000.06
		188001,Charles Darwin,DN,9.46,Mosaic Tile,44616,18.5,49.25,825396,2197338,285950.64,3308684.64
188091,"Alphabet",TX,8.19,Trampoline,116751,20.78,13.33,2426085.78,1556290.83,326156.64,4308533.25
188143,Monty Hall,OH,7.14,Laminate,156529,4.5,9.8,704380.5,1533984.2,159819.24,2398183.94
188160,Monty Hall,XX,9.46,Tile,64731,1.5,14.3,97096.5,925653.3,96752.13,1119501.93
188160,Elon Musk,KY,6,Mosaic Tile,219156,18.5,49.25,4054386,10793433,890869.14,15738688.14
188240,Jaden Smith,TX,8.19,Wood,9978,12.5,9.25,124725,92296.5,17774.06,234795.56

188317,Elon Musk,KY,6,Granite,197040,72.5,29.25,14285400,5763420,1202929.2,21251749.2
188335,"Alan M. Galloway, Jr.",KY,6,Laminate,205254,4.5,9.8,923643,2011489.2,176107.93,3111240.13
188335,Monty Hall,OH,7.14,Wood,116637,12.5,9.25,1457962.5,1078892.25,181131.43,2717986.18
188350,Charles Babbage,ZZ,9.46,Carpet,73535,12.5,6.3,919187.5,463270.5,130780.53,1513238.53
188426,Ada Lovelace,LO,9.46,Bamboo,18530,18.5,9.25,342805,171402.5,48644.03,562851.53
		188426,Jaden Smith,XX,9.46,Carpet,141086,12.5,6.3,1763575,888841.8,250918.63,2903335.43
188467,"Microsoft, Inc.",TX,8.19,Disco Light Up Panels,146828,40.78,23.33,5987645.84,3425497.24,770936.42,10184079.5
188564,"Alan M. Galloway, Sr.",HI,4.35,Dirt,195247,0.78,3.33,152292.66,650172.51,34907.23,837372.4
