OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
12905,Penn Jillette,HI,4.35,Mosaic Tile,1528,18.5,49.25,28268,75254,4503.21,108025.21
12980,"Alan M. Galloway, Sr.",HI,4.35,Wood,14264,12.5,9.25,178300,131942,13495.53,323737.53
12981,Ada Lovelace,LO,9.46,Granite,386,72.5,29.25,27985,11290.5,3715.46,42990.96
13032,Steve Jobs,II,9.46,Disco Light Up Panels,135809,40.78,23.33,5538291.02,3168423.97,823655.24,9530370.23
13073,"Tractor Supply Co.",RI,7,Wood,275092,12.5,9.25,3438650,2544601,418827.57,6402078.57
13114,Apple,AK,1.76,Trampoline,26179,20.78,13.33,543999.62,348966.07,15716.2,908681.89
13157,"Adams, Douglas",OH,7.14,Granite,174001,72.5,29.25,12615072.5,5089529.25,1264108.56,18968710.31
13163,Bill Gates,RI,7,Distressed Red Oak,87759,18.57,23.33,1629684.63,2047417.47,257397.15,3934499.25
13215,Jean Ichbiah,AK,1.76,Disco Light Up Panels,115012,40.78,23.33,4690189.36,2683229.96,129772.18,7503191.5
13252,Louisville Llama Farm,XX,9.46,Trampoline,84526,20.78,13.33,1756450.28,1126731.58,272749,3155930.86
		13269,Grace Murray Hopper,LO,9.46,Disco Light Up Panels,233467,40.78,23.33,9520784.26,5446785.11,1415932.06,16383501.43
13278,Bill Gates,KY,6,Marble,182195,88.73,34.25,16166162.35,6240178.75,1344380.47,23750721.57
13310,The Boring Company,LO,9.46,Straw,25011,1.8,3.25,45019.8,81285.75,11948.51,138254.06
13350,Albert Einstein,DN,9.46,Disco Light Up Panels,278008,40.78,23.33,11337166.24,6485926.64,1686064.59,19509157.47
13392,Jaden Smith,DN,9.46,Distressed Red Oak,104143,18.57,23.33,1933935.51,2429656.19,412795.77,4776387.47
13404,Albert Einstein,RI,7,Distressed Red Oak,11543,18.57,23.33,214353.51,269298.19,33855.62,517507.32

13407,Apple,AK,1.76,Marble,73200,88.73,34.25,6495036,2507100,158437.59,9160573.59
13431,"Tractor Supply Co.",WY,9.46,Distressed Red Oak,136204,18.57,23.33,2529308.28,3177639.32,539877.24,6246824.84
13479,"Alphabet",WY,9.46,Bamboo,230755,18.5,9.25,4268967.5,2134483.75,605766.49,7009217.74
13506,Grace Murray Hopper,II,9.46,Mosaic Tile,204094,18.5,49.25,3775739,10051629.5,1308069.06,15135437.56
13544,"Monsters Inc.",LO,9.46,Asphalt,243591,10.78,13.33,2625910.98,3247068.03,555583.81,6428562.82
		13602,Penn Jillette,WY,9.46,Dirt,63195,0.78,3.33,49292.1,210439.35,24570.6,284302.05
13617,"Adams, Douglas",ZZ,9.46,Marble,97211,88.73,34.25,8625532.03,3329476.75,1130943.83,13085952.61
13627,Alex Trebek,XX,9.46,Laminate,79223,4.5,9.8,356503.5,776385.4,107171.29,1240060.19
13677,Apple,AK,1.76,Laminate,99587,4.5,9.8,448141.5,975952.6,25064.06,1449158.16
13727,Ada Lovelace,HI,4.35,Asphalt,235214,10.78,13.33,2535606.92,3135402.62,246688.91,5917698.45
13727,Grace Murray Hopper,II,9.46,Wood,90751,12.5,9.25,1134387.5,839446.75,186724.72,2160558.97
