OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
346695,Ada Lovelace,ZZ,9.46,Distressed Red Oak,132862,18.57,23.33,2467247.34,3099670.46,526630.42,6093548.22
346750,Jaden Smith,LO,9.46,Disco Light Up Panels,36204,40.78,23.33,1476399.12,844639.32,219570.24,2540608.68
346817,Louisville Llama Farm,OH,7.14,Disco Light Up Panels,182498,40.78,23.33,7442268.44,4257678.34,835376.2,12535322.98
346862,Charles Darwin,ZZ,9.46,Trampoline,272770,20.78,13.33,5668160.6,3636024.1,880175.87,10184360.57
346910,Steve Jobs,TX,8.19,Laminate,34228,4.5,9.8,154026,335434.4,40086.81,529547.21
346910,Louisville Llama Farm,II,9.46,Disco Light Up Panels,-38,40.78,23.33,-1549.64,-886.54,-230.46,-2666.64
346943,Thomas J. Watson,OH,7.14,Tile,289472,1.5,14.3,434208,4139449.6,326559.15,4900216.75
347034,"Adams, Douglas",II,9.46,Marble,29154,88.73,34.25,2586834.42,998524.5,339174.95,3924533.87
347104,"Tractor Supply Co.",HI,4.35,Tile,264189,1.5,14.3,396283.5,3777902.7,181577.1,4355763.3
347108,"Alan M. Galloway, Sr.",HI,4.35,Marble,218475,88.73,34.25,19385286.75,7482768.75,1168760.41,28036815.91
		347123,Thomas J. Watson,AK,1.76,Dirt,175733,0.78,3.33,137071.74,585190.89,12711.82,734974.45
347123,Bill Gates,OH,7.14,Distressed Red Oak,231723,18.57,23.33,4303096.11,5406097.59,693236.43,10402430.13
347170,Jaden Smith,XX,9.46,Bamboo,251540,18.5,9.25,4653490,2326745,660330.23,7640565.23
347184,The Boring Company,WY,9.46,Tile,217990,1.5,14.3,326985,3117257,325825.29,3770067.29
347208,"Tractor Supply Co.",KY,6,Laminate,167847,4.5,9.8,755311.5,1644900.6,144012.73,2544224.83
347261,Alex Trebek,KY,6,Bamboo,277863,18.5,9.25,5140465.5,2570232.75,462641.9,8173340.15

347268,"Thurston Howell, III",WY,9.46,Laminate,129591,4.5,9.8,583159.5,1269991.8,175308.11,2028459.41
347294,"Microsoft, Inc.",KY,6,Marble,251501,88.73,34.25,22315683.73,8613909.25,1855775.58,32785368.56
347373,Grace Murray Hopper,TX,8.19,Carpet,288359,12.5,6.3,3604487.5,1816661.7,443992.12,5865141.32
347414,Louisville Llama Farm,RI,7,Wood,286287,12.5,9.25,3578587.5,2648154.75,435871.96,6662614.21
347502,Bill Gates,DN,9.46,Straw,182439,1.8,3.25,328390.2,592926.75,87156.58,1008473.53
		347563,"Tractor Supply Co.",TX,8.19,Asphalt,246651,10.78,13.33,2658897.78,3287857.83,487039.28,6433794.89
347581,Alex Trebek,TX,8.19,Straw,63983,1.8,3.25,115169.4,207944.75,26463.05,349577.2
347581,Louisville Llama Farm,XX,9.46,Marble,48945,88.73,34.25,4342889.85,1676366.25,569421.63,6588677.73
347583,The Boring Company,HI,4.35,Straw,207184,1.8,3.25,372931.2,673348,45513.15,1091792.35
347678,"Thurston Howell, III",LO,9.46,Distressed Red Oak,178450,18.57,23.33,3313816.5,4163238.5,707329.4,8184384.4
347713,Jaden Smith,OH,7.14,Carpet,270898,12.5,6.3,3386225,1706657.4,363631.8,5456514.2
347716,Albert Einstein,LO,9.46,Mosaic Tile,62420,18.5,49.25,1154770,3074185,400059.14,4629014.14
347799,Charles Babbage,ZZ,9.46,Granite,256951,72.5,29.25,18628947.5,7515816.75,2473294.7,28618058.95
347898,Charles Babbage,WY,9.46,Carpet,143899,12.5,6.3,1798737.5,906563.7,255921.49,2961222.69
347970,"Tractor Supply Co.",OH,7.14,Carpet,64190,12.5,6.3,802375,404397,86163.52,1292935.52
,what,wut?347970,Charles Darwin,AK,1.76,Bamboo,30150,18.5,9.25,557775,278887.5,14725.26,851387.76
		348055,The Boring Company,LO,9.46,Wood,285571,12.5,9.25,3569637.5,2641531.75,587576.61,6798745.86

348148,Steve Jobs,WY,9.46,Dirt,106325,0.78,3.33,82933.5,354062.25,41339.8,478335.55
348214,Monty Hall,AK,1.76,Disco Light Up Panels,213023,40.78,23.33,8687077.94,4969826.59,240361.52,13897266.05
348221,Charles Darwin,AK,1.76,Asphalt,117459,10.78,13.33,1266208.02,1565728.47,49842.08,2881778.57
