OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
240828,"Tractor Supply Co.",OH,7.14,Trampoline,208624,20.78,13.33,4335206.72,2780957.92,508094.16,7624258.8
240828,Apple,OH,7.14,Laminate,150536,4.5,9.8,677412,1475252.8,153700.27,2306365.07
240888,"Thurston Howell, III",II,9.46,Carpet,43394,12.5,6.3,542425,273382.2,77175.36,892982.56
240968,Ada Lovelace,RI,7,Marble,250567,88.73,34.25,22232809.91,8581919.75,2157031.08,32971760.74
240968,Steve Jobs,RI,7,Carpet,166909,12.5,6.3,2086362.5,1051526.7,219652.24,3357541.44
241047,"Monsters Inc.",HI,4.35,Wood,131285,12.5,9.25,1641062.5,1214386.25,124212.02,2979660.77
241140,Jean Ichbiah,KY,6,Carpet,117048,12.5,6.3,1463100,737402.4,132030.14,2332532.54
241172,Penn Jillette,II,9.46,Marble,289745,88.73,34.25,25709073.85,9923766.25,3370866.67,39003706.77
241218,Jean Ichbiah,XX,9.46,Dirt,32400,0.78,3.33,25272,107892,12597.31,145761.31
241304,Bill Gates,ZZ,9.46,Marble,219276,88.73,34.25,19456359.48,7510203,2551036.81,29517599.29
		241304,Jaden Smith,HI,4.35,Marble,37805,88.73,34.25,3354437.65,1294821.25,202242.76,4851501.66
241389,Steve Jobs,DN,9.46,Bamboo,223207,18.5,9.25,4129329.5,2064664.75,585951.86,6779946.11
241467,Alex Trebek,RI,7,Carpet,227555,12.5,6.3,2844437.5,1433596.5,299462.38,4577496.38
241509,Charles Babbage,ZZ,9.46,Marble,262120,88.73,34.25,23257907.6,8977610,3049479.96,35284997.56
241540,"Alphabet",DN,9.46,Dirt,105798,0.78,3.33,82522.44,352307.34,41134.9,475964.68
241585,Monty Hall,DN,9.46,Trampoline,70836,20.78,13.33,1471972.08,944243.88,228574.03,2644789.99

241590,Louisville Llama Farm,WY,9.46,Straw,74854,1.8,3.25,134737.2,243275.5,35760,413772.7
241590,Louisville Llama Farm,TX,8.19,Trampoline,3108,20.78,13.33,64584.24,41429.64,8682.54,114696.42
241642,Jaden Smith,WY,9.46,Straw,262193,1.8,3.25,471947.4,852127.25,125257.46,1449332.11
241653,Penn Jillette,DN,9.46,Asphalt,83807,10.78,13.33,903439.46,1117147.31,191147.51,2211734.28
241680,"Adams, Douglas",XX,9.46,Laminate,33142,4.5,9.8,149139,324791.6,44833.83,518764.43
		241737,Alex Trebek,WY,9.46,Marble,92800,88.73,34.25,8234144,3178400,1079626.66,12492170.66
241814,Steve Jobs,XX,9.46,Disco Light Up Panels,281964,40.78,23.33,11498491.92,6578220.12,1710056.96,19786769
241905,Elon Musk,WY,9.46,Wood,273786,12.5,9.25,3422325,2532520.5,563328.38,6518173.88
242001,"Monsters Inc.",AK,1.76,Carpet,258896,12.5,6.3,3236200,1631044.8,85663.51,4952908.31
242081,Thomas J. Watson,LO,9.46,Bamboo,93575,18.5,9.25,1731137.5,865568.75,245648.41,2842354.66
242081,Bill Gates,AK,1.76,Disco Light Up Panels,252494,40.78,23.33,10296705.32,5890685.02,284898.07,16472288.41
242127,"Alan M. Galloway, Sr.",TX,8.19,Laminate,20776,4.5,9.8,93492,203604.8,24332.23,321429.03
242130,Alex Trebek,OH,7.14,Carpet,182266,12.5,6.3,2278325,1148275.8,244659.3,3671260.1
