OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
107119,Apple,II,9.46,Wood,277746,12.5,9.25,3471825,2569150.5,571476.28,6612451.78
107193,Albert Einstein,WY,9.46,Marble,217944,88.73,34.25,19338171.12,7464582,2535540.45,29338293.57
107258,"Alphabet",OH,7.14,Straw,103586,1.8,3.25,186454.8,336654.5,37350,560459.3
107292,Charles Darwin,II,9.46,Straw,234571,1.8,3.25,422227.8,762355.75,112061.6,1296645.15
107320,"Tractor Supply Co.",DN,9.46,Wood,54347,12.5,9.25,679337.5,502709.75,111821.67,1293868.92
107414,"Alan M. Galloway, Jr.",AK,1.76,Disco Light Up Panels,189206,40.78,23.33,7715820.68,4414175.98,213487.94,12343484.6
107489,"Alan M. Galloway, Jr.",HI,4.35,Laminate,263205,4.5,9.8,1184422.5,2579409,163726.67,3927558.17
107520,The Boring Company,OH,7.14,Tile,263238,1.5,14.3,394857,3764303.4,296964.05,4456124.45
107520,"Tractor Supply Co.",AK,1.76,Straw,167150,1.8,3.25,300870,543237.5,14856.29,858963.79
107524,Charles Darwin,DN,9.46,Tile,103267,1.5,14.3,154900.5,1476718.1,154351.12,1785969.72
		107606,Thomas J. Watson,ZZ,9.46,Disco Light Up Panels,270160,40.78,23.33,11017124.8,6302832.8,1638467.99,18958425.59
107681,Jaden Smith,LO,9.46,Mosaic Tile,119504,18.5,49.25,2210824,5885572,765919.06,8862315.06
107681,"Monsters Inc.",OH,7.14,Straw,178283,1.8,3.25,320909.4,579419.75,64283.5,964612.65
107709,"Alphabet",HI,4.35,Wood,280685,12.5,9.25,3508562.5,2596336.25,265563.1,6370461.85
107709,Charles Babbage,WY,9.46,Granite,3053,72.5,29.25,221342.5,89300.25,29386.8,340029.55
107763,Jaden Smith,OH,7.14,Straw,186478,1.8,3.25,335660.4,606053.5,67238.37,1008952.27

107838,"Alphabet",KY,6,Carpet,75520,12.5,6.3,944000,475776,85186.56,1504962.56
107853,"Tractor Supply Co.",HI,4.35,Mosaic Tile,124031,18.5,49.25,2294573.5,6108526.75,365534.86,8768635.11
107921,Penn Jillette,TX,8.19,Mosaic Tile,47232,18.5,49.25,873792,2326176,262077.38,3462045.38
107926,Monty Hall,ZZ,9.46,Tile,61942,1.5,14.3,92913,885770.6,92583.47,1071267.07
107926,Louisville Llama Farm,DN,9.46,Trampoline,174530,20.78,13.33,3626733.4,2326484.9,563174.45,6516392.75
		108021,Alex Trebek,ZZ,9.46,Distressed Red Oak,4525,18.57,23.33,84029.25,105568.25,17935.92,207533.42
108024,Grace Murray Hopper,ZZ,9.46,Mosaic Tile,216551,18.5,49.25,4006193.5,10665136.75,1387907.84,16059238.09
108024,Charles Babbage,LO,9.46,Disco Light Up Panels,238250,40.78,23.33,9715835,5558372.5,1444940.03,16719147.53
108042,"Alan M. Galloway, Jr.",OH,7.14,Tile,66174,1.5,14.3,99261,946288.2,74652.21,1120201.41
108045,Charles Darwin,XX,9.46,Asphalt,200987,10.78,13.33,2166639.86,2679156.71,458412.36,5304208.93
108045,Jean Ichbiah,LO,9.46,Granite,120615,72.5,29.25,8744587.5,3527988.75,1160985.71,13433561.96
108129,Ada Lovelace,II,9.46,Dirt,240056,0.78,3.33,187243.68,799386.48,93335.21,1079965.37
108129,"Thurston Howell, III",LO,9.46,Marble,250849,88.73,34.25,22257831.77,8591578.25,2918354.19,33767764.21
108186,"Alan M. Galloway, Jr.",TX,8.19,Granite,249300,72.5,29.25,18074250,7292025,2077497.92,27443772.92
108264,Monty Hall,TX,8.19,Trampoline,23789,20.78,13.33,494335.42,317107.37,66457.16,877899.95
,what,wut?108274,Grace Murray Hopper,KY,6,Laminate,22464,4.5,9.8,101088,220147.2,19274.11,340509.31
		108287,Jean Ichbiah,AK,1.76,Trampoline,111817,20.78,13.33,2323557.26,1490520.61,67127.77,3881205.64

108370,Charles Babbage,TX,8.19,Trampoline,58313,20.78,13.33,1211744.14,777312.29,162903.72,2151960.15
108414,The Boring Company,HI,4.35,Dirt,136503,0.78,3.33,106472.34,454554.99,24404.69,585432.02
108449,Thomas J. Watson,II,9.46,Trampoline,217306,20.78,13.33,4515618.68,2896688.98,701204.3,8113511.96
108473,Ada Lovelace,ZZ,9.46,Distressed Red Oak,14095,18.57,23.33,261744.15,328836.35,55868.92,646449.42
108487,Thomas J. Watson,II,9.46,Bamboo,5806,18.5,9.25,107411,53705.5,15241.62,176358.12
108519,Charles Babbage,HI,4.35,Straw,199136,1.8,3.25,358444.8,647192,43745.2,1049382
108581,Thomas J. Watson,XX,9.46,Wood,65519,12.5,9.25,818987.5,606050.75,134808.62,1559846.87
108600,"Alphabet",OH,7.14,Dirt,190416,0.78,3.33,148524.48,634085.28,55878.34,838488.1
108679,"Alan M. Galloway, Jr.",ZZ,9.46,Laminate,251236,4.5,9.8,1130562,2462112.8,339867.04,3932541.84
