OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
275254,Penn Jillette,DN,9.46,Distressed Red Oak,84610,18.57,23.33,1571207.7,1973951.3,335372.04,3880531.04
275254,Apple,TX,8.19,Tile,170896,1.5,14.3,256344,2443812.8,221142.84,2921299.64
275281,"Tractor Supply Co.",WY,9.46,Marble,88907,88.73,34.25,7888718.11,3045064.75,1034335.86,11968118.72
275338,"Alphabet",ZZ,9.46,Asphalt,167888,10.78,13.33,1809832.64,2237947.04,382919.96,4430699.64
275338,Charles Babbage,XX,9.46,Tile,78911,1.5,14.3,118366.5,1128427.3,117946.69,1364740.49
275368,Elon Musk,II,9.46,Tile,17731,1.5,14.3,26596.5,253553.3,26502.17,306651.97
275420,Alex Trebek,AK,1.76,Wood,254890,12.5,9.25,3186125,2357732.5,97571.89,5641429.39
275485,Jaden Smith,II,9.46,Tile,225167,1.5,14.3,337750.5,3219888.1,336552.61,3894191.21
275485,Monty Hall,OH,7.14,Laminate,99194,4.5,9.8,446373,972101.2,101279.06,1519753.26
275564,"Adams, Douglas",DN,9.46,Tile,88296,1.5,14.3,132444,1262632.8,131974.27,1527051.07
		275610,Louisville Llama Farm,OH,7.14,Asphalt,195697,10.78,13.33,2109613.66,2608641.01,336883.38,5055138.05
275668,Apple,OH,7.14,Wood,85566,12.5,9.25,1069575,791485.5,132879.72,1993940.22
275701,Bill Gates,DN,9.46,Distressed Red Oak,55903,18.57,23.33,1038118.71,1304216.99,221584.96,2563920.66
275723,Louisville Llama Farm,ZZ,9.46,Carpet,248022,12.5,6.3,3100275,1562538.6,441102.17,5103915.77
275723,Monty Hall,HI,4.35,Bamboo,162323,18.5,9.25,3002975.5,1501487.75,195944.15,4700407.4
275791,Jean Ichbiah,AK,1.76,Mosaic Tile,199802,18.5,49.25,3696337,9840248.5,238243.9,13774829.4

275880,"Microsoft, Inc.",ZZ,9.46,Asphalt,240602,10.78,13.33,2593689.56,3207224.66,548766.49,6349680.71
275952,"Thurston Howell, III",OH,7.14,Asphalt,228674,10.78,13.33,2465105.72,3048224.42,393651.77,5906981.91
276042,Steve Jobs,XX,9.46,Carpet,93406,12.5,6.3,1167575,588457.8,166120.7,1922153.5
276114,"Thurston Howell, III",WY,9.46,Tile,48283,1.5,14.3,72424.5,690446.9,72167.63,835039.03
276186,Bill Gates,AK,1.76,Mosaic Tile,187415,18.5,49.25,3467177.5,9230188.75,223473.65,12920839.9
		276241,Bill Gates,DN,9.46,Tile,123412,1.5,14.3,185118,1764791.6,184461.45,2134371.05
276241,Penn Jillette,AK,1.76,Dirt,73882,0.78,3.33,57627.96,246027.06,5344.33,308999.35
276297,"Microsoft, Inc.",KY,6,Granite,96044,72.5,29.25,6963190,2809287,586348.62,10358825.62
276297,Thomas J. Watson,LO,9.46,Distressed Red Oak,62379,18.57,23.33,1158378.03,1455302.07,247254.14,2860934.24
276356,Louisville Llama Farm,KY,6,Distressed Red Oak,168725,18.57,23.33,3133223.25,3936354.25,424174.65,7493752.15
276360,"Microsoft, Inc.",RI,7,Distressed Red Oak,5227,18.57,23.33,97065.39,121945.91,15330.79,234342.09
276360,Apple,LO,9.46,Granite,43424,72.5,29.25,3148240,1270152,417979.88,4836371.88
276447,Bill Gates,KY,6,Wood,24234,12.5,9.25,302925,224164.5,31625.37,558714.87
