OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
215986,"Thurston Howell, III",HI,4.35,Trampoline,78751,20.78,13.33,1636445.78,1049750.83,116849.55,2803046.16
216013,"Tractor Supply Co.",XX,9.46,Laminate,40819,4.5,9.8,183685.5,400026.2,55219.13,638930.83
216013,Penn Jillette,RI,7,Granite,49278,72.5,29.25,3572655,1441381.5,350982.56,5365019.06
216076,"Microsoft, Inc.",II,9.46,Dirt,103715,0.78,3.33,80897.7,345370.95,40325.01,466593.66
216076,"Alan M. Galloway, Jr.",XX,9.46,Asphalt,141781,10.78,13.33,1528399.18,1889940.73,323374.96,3741714.87
216163,"Alan M. Galloway, Sr.",WY,9.46,Bamboo,258545,18.5,9.25,4783082.5,2391541.25,678719.41,7853343.16
216173,Charles Babbage,LO,9.46,Distressed Red Oak,233644,18.57,23.33,4338769.08,5450914.52,926104.07,10715787.67
216232,The Boring Company,XX,9.46,Wood,181949,12.5,9.25,2274362.5,1683028.25,374369.16,4331759.91
216316,Charles Darwin,WY,9.46,Bamboo,270970,18.5,9.25,5012945,2506472.5,711336.9,8230754.4
216349,Jean Ichbiah,RI,7,Marble,120111,88.73,34.25,10657449.03,4113801.75,1033987.55,15805238.33
		216349,"Alphabet",RI,7,Disco Light Up Panels,249192,40.78,23.33,10162049.76,5813649.36,1118298.94,17093998.06
216438,Monty Hall,II,9.46,Tile,93244,1.5,14.3,139866,1333389.2,139369.94,1612625.14
216502,Charles Darwin,LO,9.46,Dirt,43580,0.78,3.33,33992.4,145121.4,16944.17,196057.97
216584,Penn Jillette,HI,4.35,Distressed Red Oak,21594,18.57,23.33,401000.58,503788.02,39358.3,944146.9
216618,Albert Einstein,TX,8.19,Dirt,167382,0.78,3.33,130557.96,557382.06,56342.29,744282.31
216656,"Adams, Douglas",RI,7,Disco Light Up Panels,35634,40.78,23.33,1453154.52,831341.22,159914.7,2444410.44

216663,"Monsters Inc.",XX,9.46,Distressed Red Oak,167135,18.57,23.33,3103696.95,3899259.55,662479.68,7665436.18
216749,"Adams, Douglas",HI,4.35,Disco Light Up Panels,204435,40.78,23.33,8336859.3,4769468.55,570125.26,13676453.11
216754,"Thurston Howell, III",XX,9.46,Dirt,178151,0.78,3.33,138957.78,593242.83,69266.18,801466.79
216846,"Alan M. Galloway, Jr.",ZZ,9.46,Wood,239190,12.5,9.25,2989875,2212507.5,492145.38,5694527.88
216846,Charles Darwin,LO,9.46,Straw,71581,1.8,3.25,128845.8,232638.25,34196.39,395680.44
		216925,Steve Jobs,RI,7,Marble,187925,88.73,34.25,16674585.25,6436431.25,1617771.16,24728787.66
216955,"Tractor Supply Co.",ZZ,9.46,Disco Light Up Panels,107088,40.78,23.33,4367048.64,2498363.04,649467.94,7514879.62
216955,Alex Trebek,HI,4.35,Marble,109502,88.73,34.25,9716112.46,3750443.5,585795.18,14052351.14
217005,Penn Jillette,II,9.46,Laminate,131829,4.5,9.8,593230.5,1291924.2,178335.63,2063490.33
217067,Steve Jobs,AK,1.76,Distressed Red Oak,47205,18.57,23.33,876596.85,1101292.65,34810.86,2012700.36
217119,Thomas J. Watson,LO,9.46,Asphalt,176021,10.78,13.33,1897506.38,2346359.93,401469.75,4645336.06
217119,Steve Jobs,LO,9.46,Straw,104100,1.8,3.25,187380,338325,49731.69,575436.69
217181,"Monsters Inc.",KY,6,Disco Light Up Panels,178010,40.78,23.33,7259247.8,4152973.3,684733.27,12096954.37
217222,"Alan M. Galloway, Sr.",TX,8.19,Laminate,55268,4.5,9.8,248706,541626.4,64728.22,855060.62
217293,Alex Trebek,DN,9.46,Disco Light Up Panels,230013,40.78,23.33,9379930.14,5366203.29,1394984.22,16141117.65
,what,wut?217374,Louisville Llama Farm,RI,7,Dirt,84790,0.78,3.33,66136.2,282350.7,24394.08,372880.98
		217471,Thomas J. Watson,TX,8.19,Bamboo,196086,18.5,9.25,3627591,1813795.5,445649.55,5887036.05

217474,Apple,DN,9.46,Trampoline,244836,20.78,13.33,5087692.08,3263663.88,790038.27,9141394.23
217506,"Tractor Supply Co.",XX,9.46,Asphalt,125021,10.78,13.33,1347726.38,1666529.93,285148.65,3299404.96
217544,Penn Jillette,LO,9.46,Bamboo,272039,18.5,9.25,5032721.5,2516360.75,714143.18,8263225.43
