OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
57068,Jean Ichbiah,II,9.46,Straw,68057,1.8,3.25,122502.6,221185.25,32512.87,376200.72
57127,Monty Hall,DN,9.46,Straw,90331,1.8,3.25,162595.8,293575.75,43153.83,499325.38
57127,"Alan M. Galloway, Jr.",RI,7,Tile,254462,1.5,14.3,381693,3638806.6,281434.97,4301934.57
57127,Charles Babbage,TX,8.19,Disco Light Up Panels,172246,40.78,23.33,7024191.88,4018499.18,904396.4,11947087.46
57127,"Alan M. Galloway, Sr.",TX,8.19,Carpet,87678,12.5,6.3,1095975,552371.4,134999.57,1783345.97
57211,Penn Jillette,ZZ,9.46,Carpet,259855,12.5,6.3,3248187.5,1637086.5,462146.92,5347420.92
57211,Bill Gates,KY,6,Straw,183457,1.8,3.25,330222.6,596235.25,55587.47,982045.32
57267,Jaden Smith,RI,7,Dirt,21158,0.78,3.33,16503.24,70456.14,6087.16,93046.54
57267,Alex Trebek,LO,9.46,Dirt,52237,0.78,3.33,40744.86,173949.21,20310.06,235004.13
57323,Monty Hall,OH,7.14,Mosaic Tile,66232,18.5,49.25,1225292,3261926,320387.37,4807605.37
		57323,Albert Einstein,XX,9.46,Laminate,228341,4.5,9.8,1027534.5,2237741.8,308895.14,3574171.44
57353,Penn Jillette,OH,7.14,Disco Light Up Panels,258922,40.78,23.33,10558839.16,6040650.26,1185203.54,17784692.96
57362,Elon Musk,HI,4.35,Mosaic Tile,118932,18.5,49.25,2200242,5857401,350507.47,8408150.47
57426,Ada Lovelace,RI,7,Asphalt,126300,10.78,13.33,1361514,1683579,213156.51,3258249.51
57508,"Microsoft, Inc.",II,9.46,Dirt,51004,0.78,3.33,39783.12,169843.32,19830.66,229457.1
57572,Steve Jobs,II,9.46,Laminate,144049,4.5,9.8,648220.5,1411680.2,194866.61,2254767.31

57671,Jean Ichbiah,ZZ,9.46,Bamboo,127189,18.5,9.25,2352996.5,1176498.25,333890.2,3863384.95
57768,Charles Babbage,XX,9.46,Wood,146476,12.5,9.25,1830950,1354903,301381.69,3487234.69
57801,Steve Jobs,RI,7,Bamboo,228711,18.5,9.25,4231153.5,2115576.75,444271.12,6791001.37
57816,"Adams, Douglas",II,9.46,Laminate,222298,4.5,9.8,1000341,2178520.4,300720.29,3479581.69
57817,Steve Jobs,AK,1.76,Carpet,76574,12.5,6.3,957175,482416.2,25336.81,1464928.01
		57872,Ada Lovelace,WY,9.46,Tile,182090,1.5,14.3,273135,2603887,272166.28,3149188.28
57961,"Tractor Supply Co.",LO,9.46,Carpet,86133,12.5,6.3,1076662.5,542637.9,153185.82,1772486.22
57981,Elon Musk,AK,1.76,Marble,207245,88.73,34.25,18388848.85,7098141.25,448571.03,25935561.13
57981,Thomas J. Watson,KY,6,Bamboo,133190,18.5,9.25,2464015,1232007.5,221761.35,3917783.85
58012,Penn Jillette,DN,9.46,Trampoline,237129,20.78,13.33,4927540.62,3160929.57,765169.28,8853639.47
58100,"Adams, Douglas",OH,7.14,Distressed Red Oak,118490,18.57,23.33,2200359.3,2764371.7,354481.79,5319212.79
58100,Jaden Smith,TX,8.19,Trampoline,211845,20.78,13.33,4402139.1,2823893.85,591812.1,7817845.05
58147,Louisville Llama Farm,TX,8.19,Granite,124795,72.5,29.25,9047637.5,3650253.75,1039957.29,13737848.54
58185,Penn Jillette,ZZ,9.46,Granite,183862,72.5,29.25,13329995,5377963.5,1769772.87,20477731.37
58225,Monty Hall,KY,6,Wood,240216,12.5,9.25,3002700,2221998,313481.88,5538179.88
,what,wut?58232,Ada Lovelace,OH,7.14,Wood,273684,12.5,9.25,3421050,2531577,425017.57,6377644.57
		58288,Monty Hall,HI,4.35,Carpet,232090,12.5,6.3,2901125,1462167,189803.2,4553095.2

58376,The Boring Company,OH,7.14,Disco Light Up Panels,112006,40.78,23.33,4567604.68,2613099.98,512702.31,7693406.97
58434,Apple,RI,7,Wood,80966,12.5,9.25,1012075,748935.5,123270.74,1884281.24
