OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
325904,Jaden Smith,TX,8.19,Dirt,263845,0.78,3.33,205799.1,878603.85,88812.6,1173215.55
325932,Thomas J. Watson,HI,4.35,Bamboo,164398,18.5,9.25,3041363,1520681.5,198448.94,4760493.44
325945,"Monsters Inc.",KY,6,Wood,14800,12.5,9.25,185000,136900,19314,341214
326012,"Alan M. Galloway, Sr.",XX,9.46,Granite,146138,72.5,29.25,10595005,4274536.5,1406658.63,16276200.13
326032,Albert Einstein,II,9.46,Marble,155760,88.73,34.25,13820584.8,5334780,1812097.51,20967462.31
326032,"Alan M. Galloway, Jr.",WY,9.46,Carpet,5321,12.5,6.3,66512.5,33522.3,9463.29,109498.09
326033,Monty Hall,II,9.46,Carpet,297864,12.5,6.3,3723300,1876543.2,529745.17,6129588.37
326070,"Adams, Douglas",TX,8.19,Tile,286066,1.5,14.3,429099,4090743.8,370175.13,4890017.93
326084,Thomas J. Watson,DN,9.46,Distressed Red Oak,17820,18.57,23.33,330917.4,415740.6,70633.85,817291.85
326109,Bill Gates,HI,4.35,Asphalt,65305,10.78,13.33,703987.9,870515.65,68490.9,1642994.45
		326109,"Alphabet",II,9.46,Granite,217381,72.5,29.25,15760122.5,6358394.25,2092411.68,24210928.43
326155,"Adams, Douglas",II,9.46,Carpet,225714,12.5,6.3,2821425,1421998.2,401427.83,4644851.03
326197,Charles Darwin,HI,4.35,Straw,72588,1.8,3.25,130658.4,235911,15945.77,382515.17
326250,Bill Gates,KY,6,Straw,262075,1.8,3.25,471735,851743.75,79408.73,1402887.48
326276,Apple,ZZ,9.46,Bamboo,182502,18.5,9.25,3376287,1688143.5,479095.13,5543525.63
326360,"Tractor Supply Co.",LO,9.46,Distressed Red Oak,147330,18.57,23.33,2735918.1,3437208.9,583977.81,6757104.81

326418,Albert Einstein,LO,9.46,Mosaic Tile,138422,18.5,49.25,2560807,6817283.5,887167.36,10265257.86
326466,"Thurston Howell, III",II,9.46,Disco Light Up Panels,210986,40.78,23.33,8604009.08,4922303.38,1279589.16,14805901.62
326466,"Tractor Supply Co.",II,9.46,Granite,155880,72.5,29.25,11301300,4559490,1500430.73,17361220.73
326518,Monty Hall,TX,8.19,Distressed Red Oak,111915,18.57,23.33,2078261.55,2610976.95,384048.63,5073287.13
326547,"Alan M. Galloway, Sr.",TX,8.19,Laminate,244573,4.5,9.8,1100578.5,2396815.4,286436.56,3783830.46
		326599,"Adams, Douglas",XX,9.46,Distressed Red Oak,190889,18.57,23.33,3544808.73,4453440.37,756634.36,8754883.46
326599,Charles Babbage,WY,9.46,Carpet,179608,12.5,6.3,2245100,1131530.4,319429.24,3696059.64
326654,Charles Babbage,II,9.46,Mosaic Tile,70504,18.5,49.25,1304324,3472322,451870.71,5228516.71
326686,Louisville Llama Farm,TX,8.19,Carpet,84630,12.5,6.3,1057875,533169,130306.5,1721350.5
326773,Albert Einstein,II,9.46,Distressed Red Oak,215838,18.57,23.33,4008111.66,5035500.54,855525.71,9899137.91
326863,Albert Einstein,RI,7,Carpet,35831,12.5,6.3,447887.5,225735.3,47153.6,720776.4
326932,"Monsters Inc.",DN,9.46,Tile,103327,1.5,14.3,154990.5,1477576.1,154440.8,1787007.4
326948,Bill Gates,HI,4.35,Straw,44845,1.8,3.25,80721,145746.25,9851.33,236318.58
327024,Albert Einstein,DN,9.46,Marble,216498,88.73,34.25,19209867.54,7415056.5,2518717.81,29143641.85
327032,Ada Lovelace,II,9.46,Disco Light Up Panels,48033,40.78,23.33,1958785.74,1120609.89,291310.83,3370706.46
,what,wut?
