OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
3,Albert Einstein,XX,9.46,Disco Light Up Panels,276443,40.78,23.33,11273345.54,6449415.19,1676573.17,19399333.9
91,Ada Lovelace,HI,4.35,Bamboo,46090,18.5,9.25,852665,426332.5,55636.39,1334633.89
91,"Alan M. Galloway, Jr.",ZZ,9.46,Marble,56687,88.73,34.25,5029837.51,1941529.75,659491.34,7630858.6
162,Alex Trebek,XX,9.46,Straw,232442,1.8,3.25,418395.6,755436.5,111044.52,1284876.62
227,"Alan M. Galloway, Sr.",AK,1.76,Tile,133430,1.5,14.3,200145,1908049,37104.21,2145298.21
318,Steve Jobs,DN,9.46,Straw,201150,1.8,3.25,362070,653737.5,96095.39,1111902.89
407,"Microsoft, Inc.",KY,6,Distressed Red Oak,76383,18.57,23.33,1418432.31,1782015.39,192026.86,3392474.56
482,Jaden Smith,DN,9.46,Mosaic Tile,17331,18.5,49.25,320623.5,853551.75,111076.98,1285252.23
510,Ada Lovelace,KY,6,Bamboo,39367,18.5,9.25,728289.5,364144.75,65546.06,1157980.31
516,Grace Murray Hopper,AK,1.76,Granite,184870,72.5,29.25,13403075,5407447.5,331065.2,19141587.7
		537,"Adams, Douglas",DN,9.46,Tile,155170,1.5,14.3,232755,2218931,231929.5,2683615.5
560,"Adams, Douglas",WY,9.46,Asphalt,163772,10.78,13.33,1765462.16,2183080.76,373532.16,4322075.08
560,"Thurston Howell, III",RI,7,Asphalt,53642,10.78,13.33,578260.76,715047.86,90531.6,1383840.22
614,Ada Lovelace,KY,6,Bamboo,13695,18.5,9.25,253357.5,126678.75,22802.18,402838.43
617,The Boring Company,OH,7.14,Tile,134933,1.5,14.3,202399.5,1929541.9,152220.62,2284162.02
657,"Alan M. Galloway, Jr.",RI,7,Laminate,247120,4.5,9.8,1112040,2421776,247367.12,3781183.12

692,Charles Babbage,WY,9.46,Asphalt,101728,10.78,13.33,1096627.84,1356034.24,232021.83,2684683.91
755,Jaden Smith,AK,1.76,Bamboo,172878,18.5,9.25,3198243,1599121.5,84433.62,4881798.12
844,Monty Hall,XX,9.46,Distressed Red Oak,277387,18.57,23.33,5151076.59,6471438.71,1099489.95,12722005.25
872,"Thurston Howell, III",DN,9.46,Dirt,51591,0.78,3.33,40240.98,171798.03,20058.89,232097.9
902,Bill Gates,HI,4.35,Marble,230201,88.73,34.25,20425734.73,7884384.25,1231490.18,29541609.16
		931,Elon Musk,WY,9.46,Wood,95560,12.5,9.25,1194500,883930,196619.48,2275049.48
931,"Adams, Douglas",DN,9.46,Trampoline,121190,20.78,13.33,2518328.2,1615462.7,391056.62,4524847.52
951,"Monsters Inc.",ZZ,9.46,Marble,68186,88.73,34.25,6050143.78,2335370.5,793269.65,9178783.93
992,Penn Jillette,OH,7.14,Dirt,33708,0.78,3.33,26292.24,112247.64,9891.75,148431.63
1045,"Tractor Supply Co.",WY,9.46,Wood,161108,12.5,9.25,2013850,1490249,331487.77,3835586.77
1091,Charles Darwin,KY,6,Straw,295055,1.8,3.25,531099,958928.75,89401.67,1579429.42
1130,Bill Gates,LO,9.46,Asphalt,12042,10.78,13.33,129812.76,160519.86,27465.47,317798.09
1158,Grace Murray Hopper,HI,4.35,Carpet,262617,12.5,6.3,3282712.5,1654487.1,214768.18,5151967.78
1247,Louisville Llama Farm,HI,4.35,Dirt,276949,0.78,3.33,216020.22,922240.17,49514.33,1187774.72
1335,"Alan M. Galloway, Sr.",KY,6,Disco Light Up Panels,204044,40.78,23.33,8320914.32,4760346.52,784875.65,13866136.49
,what,wut?1358,The Boring Company,OH,7.14,Wood,143234,12.5,9.25,1790425,1324914.5,222435.24,3337774.74
		1358,Alex Trebek,KY,6,Trampoline,128753,20.78,13.33,2675487.34,1716277.49,263505.89,4655270.72

1364,"Adams, Douglas",RI,7,Granite,261054,72.5,29.25,18926415,7635829.5,1859357.12,28421601.62
1390,Jaden Smith,LO,9.46,Asphalt,4372,10.78,13.33,47130.16,58278.76,9971.68,115380.6
1460,Steve Jobs,II,9.46,Bamboo,50959,18.5,9.25,942741.5,471370.75,133775.02,1547887.27
1559,Jaden Smith,TX,8.19,Granite,143355,72.5,29.25,10393237.5,4193133.75,1194623.81,15780995.06
1604,Alex Trebek,AK,1.76,Wood,63221,12.5,9.25,790262.5,584794.25,24201,1399257.75
1634,Ada Lovelace,XX,9.46,Distressed Red Oak,294547,18.57,23.33,5469737.79,6871781.51,1167507.73,13509027.03
1729,Jean Ichbiah,LO,9.46,Granite,139143,72.5,29.25,10087867.5,4069932.75,1339327.9,15497128.15
1729,Apple,AK,1.76,Granite,61898,72.5,29.25,4487605,1810516.5,110846.94,6408968.44
1791,"Alphabet",TX,8.19,Distressed Red Oak,22122,18.57,23.33,410805.54,516106.26,75914.08,1002825.88
