OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
169095,"Monsters Inc.",DN,9.46,Asphalt,122418,10.78,13.33,1319666.04,1631831.94,279211.71,3230709.69
169123,"Thurston Howell, III",ZZ,9.46,Granite,198157,72.5,29.25,14366382.5,5796092.25,1907370.11,22069844.86
169148,Monty Hall,HI,4.35,Tile,32717,1.5,14.3,49075.5,467853.1,22486.39,539414.99
169148,Alex Trebek,RI,7,Laminate,239703,4.5,9.8,1078663.5,2349089.4,239942.7,3667695.6
169237,Ada Lovelace,DN,9.46,Carpet,77353,12.5,6.3,966912.5,487323.9,137570.76,1591807.16
169261,"Tractor Supply Co.",HI,4.35,Asphalt,128778,10.78,13.33,1388226.84,1716610.74,135060.43,3239898.01
169278,Penn Jillette,DN,9.46,Wood,137807,12.5,9.25,1722587.5,1274714.75,283544.79,3280847.04
169323,Grace Murray Hopper,AK,1.76,Bamboo,250202,18.5,9.25,4628737,2314368.5,122198.66,7065304.16
169323,"Alphabet",RI,7,Dirt,39428,0.78,3.33,30753.84,131295.24,11343.44,173392.52
169386,Albert Einstein,XX,9.46,Laminate,264443,4.5,9.8,1189993.5,2591541.4,357733.2,4139268.1
		169386,"Alphabet",WY,9.46,Disco Light Up Panels,232277,40.78,23.33,9472256.06,5419022.41,1408714.94,16299993.41
169426,"Alan M. Galloway, Jr.",TX,8.19,Granite,128929,72.5,29.25,9347352.5,3771173.25,1074407.26,14192933.01
169525,"Monsters Inc.",DN,9.46,Trampoline,209828,20.78,13.33,4360225.84,2797007.24,677074.25,7834307.33
169614,Thomas J. Watson,II,9.46,Carpet,74306,12.5,6.3,928825,468127.8,132151.73,1529104.53
169683,The Boring Company,II,9.46,Marble,54099,88.73,34.25,4800204.27,1852890.75,629382.79,7282477.81
169762,Jean Ichbiah,KY,6,Laminate,261044,4.5,9.8,1174698,2558231.2,223975.75,3956904.95

169835,"Thurston Howell, III",LO,9.46,Granite,45931,72.5,29.25,3329997.5,1343481.75,442111.14,5115590.39
169900,Charles Darwin,RI,7,Disco Light Up Panels,50209,40.78,23.33,2047523.02,1171375.97,225322.93,3444221.92
169989,The Boring Company,LO,9.46,Laminate,171491,4.5,9.8,771709.5,1680611.8,231989.59,2684310.89
170071,Bill Gates,II,9.46,Tile,49450,1.5,14.3,74175,707135,73911.93,855221.93
170159,Bill Gates,RI,7,Dirt,153272,0.78,3.33,119552.16,510395.76,44096.35,674044.27
		170251,Ada Lovelace,WY,9.46,Disco Light Up Panels,170431,40.78,23.33,6950176.18,3976155.23,1033630.95,11959962.36
170255,Louisville Llama Farm,OH,7.14,Distressed Red Oak,109190,18.57,23.33,2027658.3,2547402.7,326659.36,4901720.36
170334,"Monsters Inc.",LO,9.46,Dirt,214503,0.78,3.33,167312.34,714294.99,83400.05,965007.38
170363,"Microsoft, Inc.",XX,9.46,Mosaic Tile,263233,18.5,49.25,4869810.5,12964225.25,1687099.78,19521135.53
170442,Albert Einstein,TX,8.19,Disco Light Up Panels,170428,40.78,23.33,6950053.84,3976085.24,894850.79,11820989.87
170451,Penn Jillette,XX,9.46,Carpet,281805,12.5,6.3,3522562.5,1775371.5,501184.56,5799118.56
