OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
202863,Elon Musk,TX,8.19,Asphalt,86613,10.78,13.33,933688.14,1154551.29,171026.81,2259266.24
202907,Charles Darwin,II,9.46,Asphalt,230688,10.78,13.33,2486816.64,3075071.04,526154.57,6088042.25
202983,Charles Babbage,KY,6,Tile,167714,1.5,14.3,251571,2398310.2,158992.87,2808874.07
203015,Jean Ichbiah,AK,1.76,Mosaic Tile,248035,18.5,49.25,4588647.5,12215723.75,295756.93,17100128.18
203020,Steve Jobs,TX,8.19,Trampoline,75340,20.78,13.33,1565565.2,1004282.2,210470.5,2780317.9
203095,The Boring Company,AK,1.76,Disco Light Up Panels,114807,40.78,23.33,4681829.46,2678447.31,129540.87,7489817.64
203175,Elon Musk,WY,9.46,Mosaic Tile,82327,18.5,49.25,1523049.5,4054604.75,527646.09,6105300.34
203175,Louisville Llama Farm,DN,9.46,Disco Light Up Panels,284107,40.78,23.33,11585883.46,6628216.31,1723053.84,19937153.61
203254,Monty Hall,XX,9.46,Marble,217059,88.73,34.25,19259645.07,7434270.75,2525244.44,29219160.26
203318,"Adams, Douglas",WY,9.46,Bamboo,121153,18.5,9.25,2241330.5,1120665.25,318044.8,3680040.55
		203391,Albert Einstein,LO,9.46,Tile,271728,1.5,14.3,407592,3885710.4,406146.41,4699448.81
203468,Jean Ichbiah,AK,1.76,Disco Light Up Panels,74303,40.78,23.33,3030076.34,1733488.99,83838.75,4847404.08
203497,Penn Jillette,HI,4.35,Mosaic Tile,207807,18.5,49.25,3844429.5,10234494.75,612433.2,14691357.45
203497,Steve Jobs,HI,4.35,Tile,148214,1.5,14.3,222321,2119460.2,101867.48,2443648.68
203539,Steve Jobs,TX,8.19,Granite,78790,72.5,29.25,5712275,2304607.5,656582.68,8673465.18
203539,Alex Trebek,TX,8.19,Marble,135106,88.73,34.25,11987955.38,4627380.5,1360796.01,17976131.89

203600,Charles Babbage,II,9.46,Granite,21739,72.5,29.25,1576077.5,635865.75,209249.83,2421193.08
203677,Charles Darwin,TX,8.19,Tile,274756,1.5,14.3,412134,3929010.8,355539.76,4696684.56
203744,Steve Jobs,TX,8.19,Granite,2534,72.5,29.25,183715,74119.5,21116.65,278951.15
203807,Monty Hall,DN,9.46,Bamboo,179888,18.5,9.25,3327928,1663964,472232.98,5464124.98
203819,Charles Darwin,RI,7,Straw,242748,1.8,3.25,436946.4,788931,85811.42,1311688.82
		203819,Elon Musk,XX,9.46,Disco Light Up Panels,176746,40.78,23.33,7207701.88,4123484.18,1071930.2,12403116.26
203874,"Thurston Howell, III",AK,1.76,Tile,152828,1.5,14.3,229242,2185440.4,42498.41,2457180.81
203897,Albert Einstein,AK,1.76,Dirt,182417,0.78,3.33,142285.26,607448.61,13195.32,762929.19
203932,"Tractor Supply Co.",AK,1.76,Laminate,253321,4.5,9.8,1139944.5,2482545.8,63755.83,3686246.13
203938,Ada Lovelace,RI,7,Straw,138401,1.8,3.25,249121.8,449803.25,48924.75,747849.8
203938,"Alan M. Galloway, Sr.",RI,7,Granite,194459,72.5,29.25,14098277.5,5687925.75,1385034.23,21171237.48
203964,Louisville Llama Farm,ZZ,9.46,Bamboo,217956,18.5,9.25,4032186,2016093,572167.19,6620446.19
204013,"Adams, Douglas",TX,8.19,Trampoline,287571,20.78,13.33,5975725.38,3833321.43,803360.93,10612407.74
204091,Elon Musk,TX,8.19,Marble,29384,88.73,34.25,2607242.32,1006402,295957.47,3909601.79
204120,Jean Ichbiah,KY,6,Bamboo,265854,18.5,9.25,4918299,2459149.5,442646.91,7820095.41
,what,wut?204120,Jean Ichbiah,HI,4.35,Marble,56228,88.73,34.25,4989110.44,1925809,300799,7215718.44
		204201,Alex Trebek,WY,9.46,Laminate,230886,4.5,9.8,1038987,2262682.8,312337.96,3614007.76

204245,"Monsters Inc.",WY,9.46,Granite,95085,72.5,29.25,6893662.5,2781236.25,915245.42,10590144.17
204305,Penn Jillette,RI,7,Marble,92285,88.73,34.25,8188448.05,3160761.25,794444.65,12143653.95
204394,Louisville Llama Farm,OH,7.14,Bamboo,26630,18.5,9.25,492655,246327.5,52763.35,791745.85
204452,Charles Babbage,AK,1.76,Laminate,70117,4.5,9.8,315526.5,687146.6,17647.05,1020320.15
204452,Monty Hall,DN,9.46,Asphalt,256320,10.78,13.33,2763129.6,3416745.6,584616.19,6764491.39
