OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
88777,Thomas J. Watson,HI,4.35,Wood,170666,12.5,9.25,2133325,1578660.5,161471.37,3873456.87
88826,"Monsters Inc.",AK,1.76,Straw,43282,1.8,3.25,77907.6,140666.5,3846.9,222421
88849,Ada Lovelace,WY,9.46,Laminate,38561,4.5,9.8,173524.5,377897.8,52164.55,603586.85
88899,"Alan M. Galloway, Jr.",II,9.46,Wood,108528,12.5,9.25,1356600,1003884,223301.79,2583785.79
88911,Thomas J. Watson,RI,7,Carpet,76830,12.5,6.3,960375,484029,101108.28,1545512.28
88993,Charles Darwin,AK,1.76,Disco Light Up Panels,158746,40.78,23.33,6473661.88,3703544.18,179118.83,10356324.89
89038,Louisville Llama Farm,XX,9.46,Asphalt,71861,10.78,13.33,774661.58,957907.13,163901,1896469.71
89049,Elon Musk,II,9.46,Straw,271501,1.8,3.25,488701.8,882378.25,129704.17,1500784.22
89095,"Tractor Supply Co.",AK,1.76,Tile,42998,1.5,14.3,64497,614871.4,11956.88,691325.28
89157,Steve Jobs,WY,9.46,Laminate,222804,4.5,9.8,1002618,2183479.2,301404.8,3487502
		89189,The Boring Company,DN,9.46,Carpet,24732,12.5,6.3,309150,155811.6,43985.37,508946.97
89256,"Alan M. Galloway, Jr.",DN,9.46,Carpet,275665,12.5,6.3,3445812.5,1736689.5,490264.69,5672766.69
89269,Jaden Smith,RI,7,Bamboo,274584,18.5,9.25,5079804,2539902,533379.42,8153085.42
89272,"Microsoft, Inc.",RI,7,Distressed Red Oak,2520,18.57,23.33,46796.4,58791.6,7391.16,112979.16
89315,Jaden Smith,AK,1.76,Dirt,117026,0.78,3.33,91280.28,389696.58,8465.19,489442.05
89337,Ada Lovelace,AK,1.76,Dirt,233027,0.78,3.33,181761.06,775979.91,16856.24,974597.21

89369,"Thurston Howell, III",HI,4.35,Distressed Red Oak,196573,18.57,23.33,3650360.61,4586048.09,358283.78,8594692.48
89369,The Boring Company,XX,9.46,Asphalt,54465,10.78,13.33,587132.7,726018.45,124224.1,1437375.25
89434,Thomas J. Watson,XX,9.46,Granite,256872,72.5,29.25,18623220,7513506,2472534.28,28609260.28
