OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
34128,Elon Musk,II,9.46,Trampoline,948,20.78,13.33,19699.44,12636.84,3059.01,35395.29
34227,Thomas J. Watson,KY,6,Wood,36533,12.5,9.25,456662.5,337930.25,47675.57,842268.32
34273,Bill Gates,TX,8.19,Dirt,126625,0.78,3.33,98767.5,421661.25,42623.11,563051.86
34299,Grace Murray Hopper,TX,8.19,Laminate,246029,4.5,9.8,1107130.5,2411084.2,288141.78,3806356.48
34347,Elon Musk,ZZ,9.46,Granite,286493,72.5,29.25,20770742.5,8379920.25,2757652.7,31908315.45
34377,Grace Murray Hopper,TX,8.19,Asphalt,234590,10.78,13.33,2528880.2,3127084.7,463223.53,6119188.43
34377,"Adams, Douglas",DN,9.46,Bamboo,102039,18.5,9.25,1887721.5,943860.75,267867.68,3099449.93
34426,Jaden Smith,WY,9.46,Disco Light Up Panels,101337,40.78,23.33,4132522.86,2364192.21,614589.25,7111304.32
34426,Charles Darwin,XX,9.46,Granite,66906,72.5,29.25,4850685,1957000.5,644007.05,7451692.55
34428,Charles Darwin,II,9.46,Carpet,159760,12.5,6.3,1997000,1006488,284129.96,3287617.96
		34442,"Thurston Howell, III",HI,4.35,Dirt,88884,0.78,3.33,69329.52,295983.72,15891.13,381204.37
34514,"Alan M. Galloway, Jr.",KY,6,Carpet,78545,12.5,6.3,981812.5,494833.5,88598.76,1565244.76
34523,The Boring Company,ZZ,9.46,Laminate,7879,4.5,9.8,35455.5,77214.2,10658.55,123328.25
34607,The Boring Company,LO,9.46,Laminate,30863,4.5,9.8,138883.5,302457.4,41750.85,483091.75
34639,"Alan M. Galloway, Jr.",OH,7.14,Mosaic Tile,110372,18.5,49.25,2041882,5435821,533907.99,8011610.99
34736,Elon Musk,WY,9.46,Bamboo,81024,18.5,9.25,1498944,749472,212700.15,2461116.15

34820,"Monsters Inc.",RI,7,Dirt,47495,0.78,3.33,37046.1,158158.35,13664.31,208868.76
34844,"Monsters Inc.",HI,4.35,Disco Light Up Panels,114589,40.78,23.33,4672939.42,2673361.37,319564.08,7665864.87
34878,Bill Gates,TX,8.19,Disco Light Up Panels,210094,40.78,23.33,8567633.32,4901493.02,1103121.45,14572247.79
34939,Monty Hall,DN,9.46,Asphalt,74652,10.78,13.33,804748.56,995111.16,170266.73,1970126.45
35010,Charles Darwin,HI,4.35,Wood,64292,12.5,9.25,803650,594701,60828.27,1459179.27
		35101,Charles Darwin,II,9.46,Asphalt,4400,10.78,13.33,47432,58652,10035.55,116119.55
35124,Bill Gates,ZZ,9.46,Granite,244234,72.5,29.25,17706965,7143844.5,2350886.58,27201696.08
35157,"Alan M. Galloway, Sr.",HI,4.35,Trampoline,1762,20.78,13.33,36614.36,23487.46,2614.43,62716.25
35189,Charles Darwin,II,9.46,Mosaic Tile,21751,18.5,49.25,402393.5,1071236.75,139405.42,1613035.67
35189,Steve Jobs,HI,4.35,Bamboo,190536,18.5,9.25,3524916,1762458,230000.77,5517374.77
35192,Bill Gates,HI,4.35,Bamboo,79607,18.5,9.25,1472729.5,736364.75,96095.6,2305189.85
35250,"Microsoft, Inc.",RI,7,Wood,54396,12.5,9.25,679950,503163,82817.91,1265930.91
35281,"Alphabet",KY,6,Marble,66421,88.73,34.25,5893535.33,2274919.25,490107.27,8658561.85
35356,Jean Ichbiah,WY,9.46,Carpet,264858,12.5,6.3,3310725,1668605.4,471044.66,5450375.06
35406,Thomas J. Watson,KY,6,Granite,150761,72.5,29.25,10930172.5,4409759.25,920395.91,16260327.66
,what,wut?35406,"Monsters Inc.",LO,9.46,Disco Light Up Panels,8087,40.78,23.33,329787.86,188669.71,49046.09,567503.66
		35413,"Alan M. Galloway, Jr.",ZZ,9.46,Asphalt,11396,10.78,13.33,122848.88,151908.68,25992.07,300749.63

35413,Albert Einstein,II,9.46,Marble,113553,88.73,34.25,10075557.69,3889190.25,1321065.16,15285813.1
