OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
91547,"Alan M. Galloway, Jr.",AK,1.76,Distressed Red Oak,291543,18.57,23.33,5413953.51,6801698.19,214995.47,12430647.17
91557,Monty Hall,WY,9.46,Bamboo,7985,18.5,9.25,147722.5,73861.25,20961.82,242545.57
91616,Louisville Llama Farm,DN,9.46,Mosaic Tile,218067,18.5,49.25,4034239.5,10739799.75,1397624.11,16171663.36
91616,Albert Einstein,LO,9.46,Marble,29951,88.73,34.25,2657552.23,1025821.75,348447.18,4031821.16
91618,"Alan M. Galloway, Jr.",WY,9.46,Asphalt,253328,10.78,13.33,2730875.84,3376862.24,577792.02,6685530.1
91668,"Alan M. Galloway, Sr.",DN,9.46,Disco Light Up Panels,165921,40.78,23.33,6766258.38,3870936.93,1006278.68,11643473.99
91684,Monty Hall,II,9.46,Tile,108493,1.5,14.3,162739.5,1551449.9,162162.32,1876351.72
91716,"Alan M. Galloway, Jr.",KY,6,Dirt,209974,0.78,3.33,163779.72,699213.42,51779.59,914772.73
91744,"Monsters Inc.",OH,7.14,Marble,124823,88.73,34.25,11075544.79,4275187.75,1096042.3,16446774.84
91778,"Adams, Douglas",DN,9.46,Bamboo,-8,18.5,9.25,-148,-74,-21,-243
		91814,Monty Hall,XX,9.46,Dirt,98063,0.78,3.33,76489.14,326549.79,38127.48,441166.41
91905,"Microsoft, Inc.",TX,8.19,Disco Light Up Panels,203799,40.78,23.33,8310923.22,4754630.67,1070068.86,14135622.75
91912,Monty Hall,II,9.46,Granite,190222,72.5,29.25,13791095,5563993.5,1830991.37,21186079.87
91962,"Alan M. Galloway, Jr.",WY,9.46,Bamboo,180704,18.5,9.25,3343024,1671512,474375.11,5488911.11
91970,Monty Hall,HI,4.35,Mosaic Tile,151227,18.5,49.25,2797699.5,7447929.75,445684.87,10691314.12
92053,Thomas J. Watson,HI,4.35,Mosaic Tile,21300,18.5,49.25,394050,1049025,62773.76,1505848.76

92069,Albert Einstein,AK,1.76,Laminate,72763,4.5,9.8,327433.5,713077.4,18312.99,1058823.89
92164,Charles Darwin,KY,6,Wood,68849,12.5,9.25,860612.5,636853.25,89847.95,1587313.7
92186,Louisville Llama Farm,KY,6,Laminate,168356,4.5,9.8,757602,1649888.8,144449.45,2551940.25
92227,"Alan M. Galloway, Jr.",II,9.46,Asphalt,82514,10.78,13.33,889500.92,1099911.62,188198.43,2177610.97
92241,Charles Babbage,HI,4.35,Dirt,72235,0.78,3.33,56343.3,240542.55,12914.53,309800.38
		92281,"Tractor Supply Co.",OH,7.14,Carpet,2605,12.5,6.3,32562.5,16411.5,3496.74,52470.74
92281,Charles Babbage,WY,9.46,Marble,277486,88.73,34.25,24621332.78,9503895.5,3228246.6,37353474.88
92357,Louisville Llama Farm,RI,7,Distressed Red Oak,292488,18.57,23.33,5431502.16,6823745.04,857867.3,13113114.5
92410,"Microsoft, Inc.",DN,9.46,Trampoline,232334,20.78,13.33,4827900.52,3097012.22,749696.75,8674609.49
92487,"Alan M. Galloway, Jr.",TX,8.19,Trampoline,36616,20.78,13.33,760880.48,488091.28,102290.79,1351262.55
