OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
353011,Steve Jobs,II,9.46,Straw,258020,1.8,3.25,464436,838565,123263.89,1426264.89
353032,"Alan M. Galloway, Jr.",TX,8.19,Trampoline,139858,20.78,13.33,2906249.24,1864307.14,390708.57,5161264.95
353110,"Monsters Inc.",II,9.46,Straw,164649,1.8,3.25,296368.2,535109.25,78657.77,910135.22
353139,Albert Einstein,RI,7,Distressed Red Oak,181467,18.57,23.33,3369842.19,4233625.11,532242.71,8135710.01
353185,"Tractor Supply Co.",DN,9.46,Disco Light Up Panels,202713,40.78,23.33,8266636.14,4729294.29,1229415.02,14225345.45
353185,"Adams, Douglas",WY,9.46,Marble,129193,88.73,34.25,11463294.89,4424860.25,1503019.48,17391174.62
353195,Thomas J. Watson,TX,8.19,Bamboo,83453,18.5,9.25,1543880.5,771940.25,189665.72,2505486.47
353197,Steve Jobs,XX,9.46,Straw,32730,1.8,3.25,58914,106372.5,15636.1,180922.6
353276,Steve Jobs,KY,6,Carpet,147294,12.5,6.3,1841175,927952.2,166147.63,2935274.83
353276,Grace Murray Hopper,LO,9.46,Straw,208996,1.8,3.25,376192.8,679237,99843.66,1155273.46
		353295,Bill Gates,LO,9.46,Trampoline,267894,20.78,13.33,5566837.32,3571027.02,864441.97,10002306.31
353319,"Alan M. Galloway, Sr.",TX,8.19,Dirt,199308,0.78,3.33,155460.24,663695.64,67088.87,886244.75
353330,Ada Lovelace,LO,9.46,Distressed Red Oak,2492,18.57,23.33,46276.44,58138.36,9877.64,114292.44
353369,"Thurston Howell, III",WY,9.46,Disco Light Up Panels,6862,40.78,23.33,279832.36,160090.46,41616.7,481539.52
353461,"Alan M. Galloway, Jr.",ZZ,9.46,Tile,124994,1.5,14.3,187491,1787414.2,186826.03,2161731.23
353539,Jean Ichbiah,ZZ,9.46,Wood,227312,12.5,9.25,2841400,2102636,467705.81,5411741.81

353591,Thomas J. Watson,KY,6,Wood,260761,12.5,9.25,3259512.5,2412039.25,340293.11,6011844.86
353591,"Thurston Howell, III",OH,7.14,Asphalt,53615,10.78,13.33,577969.7,714687.95,92295.76,1384953.41
353663,"Monsters Inc.",TX,8.19,Bamboo,91953,18.5,9.25,1701130.5,850565.25,208983.88,2760679.63
