OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
156275,Ada Lovelace,KY,6,Granite,4352,72.5,29.25,315520,127296,26568.96,469384.96
156275,"Alan M. Galloway, Sr.",AK,1.76,Asphalt,249469,10.78,13.33,2689275.82,3325421.77,105858.68,6120556.27
156339,Charles Darwin,LO,9.46,Tile,182724,1.5,14.3,274086,2612953.2,273113.91,3160153.11
156402,Bill Gates,WY,9.46,Carpet,33864,12.5,6.3,423300,213343.2,60226.45,696869.65
156488,Ada Lovelace,XX,9.46,Dirt,177423,0.78,3.33,138389.94,590818.59,68983.13,798191.66
156585,"Monsters Inc.",RI,7,Carpet,195119,12.5,6.3,2438987.5,1229249.7,256776.6,3925013.8
156654,"Alan M. Galloway, Sr.",OH,7.14,Wood,248019,12.5,9.25,3100237.5,2294175.75,385161.11,5779574.36
156685,The Boring Company,OH,7.14,Distressed Red Oak,124896,18.57,23.33,2319318.72,2913823.68,373646.37,5606788.77
156738,"Alan M. Galloway, Jr.",AK,1.76,Dirt,261795,0.78,3.33,204200.1,871777.35,18937.2,1094914.65
156802,"Alan M. Galloway, Jr.",AK,1.76,Mosaic Tile,173863,18.5,49.25,3216465.5,8562752.75,207314.24,11986532.49
		156828,Jaden Smith,KY,6,Marble,111800,88.73,34.25,9920014,3829150,824949.84,14574113.84
156828,Thomas J. Watson,OH,7.14,Disco Light Up Panels,9813,40.78,23.33,400174.14,228937.29,44918.56,674029.99
156889,Jean Ichbiah,DN,9.46,Mosaic Tile,163435,18.5,49.25,3023547.5,8049173.75,1047479.43,12120200.68
156984,"Microsoft, Inc.",DN,9.46,Dirt,131318,0.78,3.33,102428.04,437288.94,51057.23,590774.21
157068,"Thurston Howell, III",WY,9.46,Asphalt,220984,10.78,13.33,2382207.52,2945716.72,504021.63,5831945.87
157081,Charles Darwin,RI,7,Wood,266158,12.5,9.25,3326975,2461961.5,405225.56,6194162.06

157180,Thomas J. Watson,HI,4.35,Bamboo,15979,18.5,9.25,295611.5,147805.75,19288.65,462705.9
157249,"Microsoft, Inc.",ZZ,9.46,Distressed Red Oak,100391,18.57,23.33,1864260.87,2342122.03,397923.82,4604306.72
157266,Penn Jillette,ZZ,9.46,Straw,12956,1.8,3.25,23320.8,42107,6189.47,71617.27
157312,"Alan M. Galloway, Jr.",II,9.46,Bamboo,6425,18.5,9.25,118862.5,59431.25,16866.59,195160.34
157375,Monty Hall,DN,9.46,Wood,223561,12.5,9.25,2794512.5,2067939.25,459987.94,5322439.69
		157433,The Boring Company,II,9.46,Bamboo,238550,18.5,9.25,4413175,2206587.5,626229.53,7245992.03
157460,"Thurston Howell, III",LO,9.46,Disco Light Up Panels,130217,40.78,23.33,5310249.26,3037962.61,789740.84,9137952.71
