OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
186339,"Adams, Douglas",HI,4.35,Carpet,173380,12.5,6.3,2167250,1092294,141790.16,3401334.16
186349,Apple,KY,6,Tile,152313,1.5,14.3,228469.5,2178075.9,144392.72,2550938.12
186429,"Tractor Supply Co.",WY,9.46,Tile,119541,1.5,14.3,179311.5,1709436.3,178675.54,2067423.34
186492,Charles Babbage,HI,4.35,Bamboo,65259,18.5,9.25,1207291.5,603645.75,78775.77,1889713.02
186511,Grace Murray Hopper,KY,6,Trampoline,151443,20.78,13.33,3146985.54,2018735.19,309943.24,5475663.97
186595,Louisville Llama Farm,DN,9.46,Asphalt,67348,10.78,13.33,726011.44,897748.84,153607.72,1777368
186615,"Microsoft, Inc.",XX,9.46,Carpet,152579,12.5,6.3,1907237.5,961247.7,271358.7,3139843.9
186692,Charles Darwin,XX,9.46,Dirt,107677,0.78,3.33,83988.06,358564.41,41865.46,484417.93
186770,Ada Lovelace,ZZ,9.46,Asphalt,12301,10.78,13.33,132604.78,163972.33,28056.19,324633.3
186775,Thomas J. Watson,TX,8.19,Wood,81229,12.5,9.25,1015362.5,751368.25,144695.25,1911426
		186780,Charles Babbage,TX,8.19,Tile,227382,1.5,14.3,341073,3251562.6,294236.86,3886872.46
186831,Jaden Smith,II,9.46,Dirt,35345,0.78,3.33,27569.1,117698.85,13742.35,159010.3
186897,Elon Musk,LO,9.46,Carpet,94369,12.5,6.3,1179612.5,594524.7,167833.38,1941970.58
186972,Jean Ichbiah,OH,7.14,Mosaic Tile,271482,18.5,49.25,5022417,13370488.5,1313253.45,19706158.95
187013,Jean Ichbiah,XX,9.46,Bamboo,35052,18.5,9.25,648462,324231,92016.76,1064709.76
187109,Louisville Llama Farm,TX,8.19,Asphalt,118343,10.78,13.33,1275737.54,1577512.19,233681.15,3086930.88

187138,Albert Einstein,LO,9.46,Carpet,141455,12.5,6.3,1768187.5,891166.5,251574.89,2910928.89
187138,Monty Hall,HI,4.35,Distressed Red Oak,37421,18.57,23.33,694907.97,873031.93,68205.39,1636145.29
187161,Elon Musk,RI,7,Distressed Red Oak,223357,18.57,23.33,4147739.49,5210918.81,655106.08,10013764.38
187241,The Boring Company,ZZ,9.46,Marble,6350,88.73,34.25,563435.5,217487.5,73875.32,854798.32
187254,"Alan M. Galloway, Jr.",LO,9.46,Mosaic Tile,193190,18.5,49.25,3574015,9514607.5,1238183.69,14326806.19
		187348,Monty Hall,LO,9.46,Distressed Red Oak,121738,18.57,23.33,2260674.66,2840147.54,482537.78,5583359.98
187348,Steve Jobs,KY,6,Disco Light Up Panels,4093,40.78,23.33,166912.54,95489.69,15744.13,278146.36
187368,"Adams, Douglas",TX,8.19,Distressed Red Oak,79689,18.57,23.33,1479824.73,1859144.37,273461.57,3612430.67
187393,"Microsoft, Inc.",KY,6,Distressed Red Oak,51351,18.57,23.33,953588.07,1198018.83,129096.41,2280703.31
