OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
364470,"Monsters Inc.",DN,9.46,Dirt,31579,0.78,3.33,24631.62,105158.07,12278.1,142067.79
364478,"Tractor Supply Co.",II,9.46,Trampoline,268476,20.78,13.33,5578931.28,3578785.08,866319.97,10024036.33
364553,"Tractor Supply Co.",OH,7.14,Disco Light Up Panels,284546,40.78,23.33,11603785.88,6638458.18,1302496.23,19544740.29
364553,Louisville Llama Farm,ZZ,9.46,Wood,109738,12.5,9.25,1371725,1015076.5,225791.42,2612592.92
364650,Grace Murray Hopper,LO,9.46,Asphalt,168434,10.78,13.33,1815718.52,2245225.22,384165.28,4445109.02
364696,"Thurston Howell, III",DN,9.46,Granite,54322,72.5,29.25,3938345,1588918.5,522879.13,6050142.63
364731,Alex Trebek,TX,8.19,Marble,178322,88.73,34.25,15822511.06,6107528.5,1796070.24,23726109.8
364748,"Monsters Inc.",WY,9.46,Mosaic Tile,133565,18.5,49.25,2470952.5,6578076.25,856038.12,9905066.87
364764,"Alan M. Galloway, Jr.",TX,8.19,Granite,296075,72.5,29.25,21465437.5,8660193.75,2467289.2,32592920.45
364832,Louisville Llama Farm,LO,9.46,Disco Light Up Panels,83658,40.78,23.33,3411573.24,1951741.14,507369.54,5870683.92
		364847,Charles Babbage,LO,9.46,Marble,258815,88.73,34.25,22964654.95,8864413.75,3011029.9,34840098.6
364847,Jaden Smith,RI,7,Distressed Red Oak,139958,18.57,23.33,2599020.06,3265220.14,410496.81,6274737.01
364909,Jean Ichbiah,AK,1.76,Granite,189219,72.5,29.25,13718377.5,5534655.75,338853.39,19591886.64
364978,Ada Lovelace,KY,6,Laminate,171172,4.5,9.8,770274,1677485.6,146865.58,2594625.18
365047,Louisville Llama Farm,RI,7,Dirt,245895,0.78,3.33,191798.1,818830.35,70743.99,1081372.44
365067,"Thurston Howell, III",LO,9.46,Asphalt,87993,10.78,13.33,948564.54,1172946.69,200694.96,2322206.19

365159,Charles Darwin,XX,9.46,Asphalt,231713,10.78,13.33,2497866.14,3088734.29,528492.4,6115092.83
365246,Charles Babbage,LO,9.46,Distressed Red Oak,245266,18.57,23.33,4554589.62,5722055.78,972170.65,11248816.05
365246,"Microsoft, Inc.",AK,1.76,Bamboo,86295,18.5,9.25,1596457.5,798228.75,42146.48,2436832.73
365256,Thomas J. Watson,KY,6,Disco Light Up Panels,154384,40.78,23.33,6295779.52,3601778.72,593853.49,10491411.73
365328,Grace Murray Hopper,RI,7,Straw,50644,1.8,3.25,91159.2,164593,17902.65,273654.85
		365401,Apple,ZZ,9.46,Tile,101388,1.5,14.3,152082,1449848.4,151542.62,1753473.02
365401,"Adams, Douglas",LO,9.46,Marble,42615,88.73,34.25,3781228.95,1459563.75,495778.99,5736571.69
365402,Louisville Llama Farm,KY,6,Tile,128692,1.5,14.3,193038,1840295.6,122000.02,2155333.62
365497,"Thurston Howell, III",WY,9.46,Bamboo,296659,18.5,9.25,5488191.5,2744095.75,778774.37,9011061.62
365557,Alex Trebek,WY,9.46,Trampoline,191868,20.78,13.33,3987017.04,2557600.44,619120.81,7163738.29
365595,Steve Jobs,WY,9.46,Bamboo,273331,18.5,9.25,5056623.5,2528311.75,717534.87,8302470.12
