OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
264513,Ada Lovelace,II,9.46,Marble,120699,88.73,34.25,10709622.27,4133940.75,1404201.06,16247764.08
264569,Bill Gates,XX,9.46,Distressed Red Oak,96266,18.57,23.33,1787659.62,2245885.78,381573.39,4415118.79
264618,Charles Darwin,AK,1.76,Laminate,219945,4.5,9.8,989752.5,2155461,55355.76,3200569.26
264618,"Thurston Howell, III",DN,9.46,Bamboo,94656,18.5,9.25,1751136,875568,248486.2,2875190.2
264679,Jaden Smith,ZZ,9.46,Granite,231722,72.5,29.25,16799845,6777868.5,2230451.7,25808165.2
264774,Ada Lovelace,XX,9.46,Trampoline,113638,20.78,13.33,2361397.64,1514794.54,366687.78,4242879.96
264833,"Alphabet",WY,9.46,Tile,139672,1.5,14.3,209508,1997309.6,208764.94,2415582.54
264885,Monty Hall,HI,4.35,Bamboo,196659,18.5,9.25,3638191.5,1819095.75,237392,5694679.25
264898,Monty Hall,LO,9.46,Dirt,178413,0.78,3.33,139162.14,594115.29,69368.04,802645.47
264922,"Alan M. Galloway, Jr.",ZZ,9.46,Wood,240672,12.5,9.25,3008400,2226216,495194.67,5729810.67
		264922,"Microsoft, Inc.",KY,6,Marble,13222,88.73,34.25,1173188.06,452853.5,97562.49,1723604.05
264949,Jean Ichbiah,KY,6,Laminate,216118,4.5,9.8,972531,2117956.4,185429.24,3275916.64
264981,Alex Trebek,RI,7,Tile,1890,1.5,14.3,2835,27027,2090.34,31952.34
265070,Penn Jillette,KY,6,Dirt,200772,0.78,3.33,156602.16,668570.76,49510.38,874683.3
265143,Charles Babbage,KY,6,Bamboo,219707,18.5,9.25,4064579.5,2032289.75,365812.16,6462681.41
265164,"Monsters Inc.",ZZ,9.46,Wood,246523,12.5,9.25,3081537.5,2280337.75,507233.4,5869108.65

265208,Charles Babbage,II,9.46,Asphalt,295354,10.78,13.33,3183916.12,3937068.82,673645.18,7794630.12
265307,Albert Einstein,XX,9.46,Disco Light Up Panels,256364,40.78,23.33,10454523.92,5980972.12,1554797.93,17990293.97
265307,Thomas J. Watson,KY,6,Bamboo,203072,18.5,9.25,3756832,1878416,338114.88,5973362.88
265372,"Monsters Inc.",RI,7,Laminate,86062,4.5,9.8,387279,843407.6,86148.06,1316834.66
265441,Thomas J. Watson,LO,9.46,Trampoline,237236,20.78,13.33,4929764.08,3162355.88,765514.55,8857634.51
		265470,"Alan M. Galloway, Jr.",WY,9.46,Marble,267326,88.73,34.25,23719835.98,9155915.5,3110046.09,35985797.57
265545,Thomas J. Watson,HI,4.35,Carpet,13890,12.5,6.3,173625,87507,11359.24,272491.24
265545,"Alan M. Galloway, Sr.",ZZ,9.46,Trampoline,106120,20.78,13.33,2205173.6,1414579.6,342428.65,3962181.85
265588,"Adams, Douglas",II,9.46,Laminate,41903,4.5,9.8,188563.5,410649.4,56685.54,655898.44
265600,Jean Ichbiah,RI,7,Tile,162856,1.5,14.3,244284,2328840.8,180118.74,2753243.54
265678,Steve Jobs,HI,4.35,Asphalt,223088,10.78,13.33,2404888.64,2973763.04,233971.35,5612623.03
