OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
78181,Jean Ichbiah,XX,9.46,Carpet,271177,12.5,6.3,3389712.5,1708415.1,482282.87,5580410.47
78208,Monty Hall,KY,6,Laminate,289685,4.5,9.8,1303582.5,2838913,248549.73,4391045.23
78279,"Alan M. Galloway, Jr.",LO,9.46,Laminate,81971,4.5,9.8,368869.5,803315.8,110888.73,1283074.03
78306,Grace Murray Hopper,XX,9.46,Trampoline,298125,20.78,13.33,6195037.5,3974006.25,961991.54,11131035.29
78350,"Monsters Inc.",HI,4.35,Dirt,110648,0.78,3.33,86305.44,368457.84,19782.2,474545.48
78394,Charles Babbage,LO,9.46,Mosaic Tile,258820,18.5,49.25,4788170,12746885,1658816.2,19193871.2
78440,"Monsters Inc.",TX,8.19,Granite,128589,72.5,29.25,9322702.5,3761228.25,1071573.93,14155504.68
78458,Monty Hall,LO,9.46,Marble,243569,88.73,34.25,21611877.37,8342238.25,2833659.34,32787774.96
78509,"Alphabet",OH,7.14,Asphalt,4198,10.78,13.33,45254.44,55959.34,7226.66,108440.44
78536,Steve Jobs,DN,9.46,Bamboo,37726,18.5,9.25,697931,348965.5,99036.41,1145932.91
		78546,Jaden Smith,ZZ,9.46,Bamboo,253604,18.5,9.25,4691674,2345837,665748.54,7703259.54
78620,Jean Ichbiah,LO,9.46,Mosaic Tile,266457,18.5,49.25,4929454.5,13123007.25,1707762.88,19760224.63
78667,Grace Murray Hopper,OH,7.14,Disco Light Up Panels,145775,40.78,23.33,5944704.5,3400930.75,667278.36,10012913.61
78746,Albert Einstein,XX,9.46,Dirt,158944,0.78,3.33,123976.32,529283.52,61798.38,715058.22
78798,Penn Jillette,HI,4.35,Carpet,50274,12.5,6.3,628425,316726.2,41114.08,986265.28
78853,"Microsoft, Inc.",LO,9.46,Marble,91745,88.73,34.25,8140533.85,3142266.25,1067352.89,12350152.99

78858,"Adams, Douglas",RI,7,Distressed Red Oak,81964,18.57,23.33,1522071.48,1912220.12,240400.41,3674692.01
78887,"Alphabet",XX,9.46,Straw,2687,1.8,3.25,4836.6,8732.75,1283.66,14853.01
78934,Thomas J. Watson,ZZ,9.46,Dirt,230177,0.78,3.33,179538.06,766489.41,89494.2,1035521.67
78942,Charles Darwin,WY,9.46,Mosaic Tile,66905,18.5,49.25,1237742.5,3295071.25,428804.18,4961617.93
78984,"Alan M. Galloway, Jr.",RI,7,Tile,91775,1.5,14.3,137662.5,1312382.5,101503.15,1551548.15
		78998,Grace Murray Hopper,HI,4.35,Wood,128631,12.5,9.25,1607887.5,1189836.75,121701,2919425.25
79076,"Monsters Inc.",ZZ,9.46,Dirt,255848,0.78,3.33,199561.44,851973.84,99475.24,1151010.52
79144,"Adams, Douglas",RI,7,Trampoline,85721,20.78,13.33,1781282.38,1142660.93,204676.03,3128619.34
79233,Thomas J. Watson,XX,9.46,Straw,56953,1.8,3.25,102515.4,185097.25,27208.16,314820.81
79233,Charles Babbage,OH,7.14,Carpet,277428,12.5,6.3,3467850,1747796.4,372397.15,5588043.55
79275,Apple,II,9.46,Bamboo,244238,18.5,9.25,4518403,2259201.5,641161.39,7418765.89
79275,Charles Darwin,HI,4.35,Laminate,254078,4.5,9.8,1143351,2489964.4,158049.22,3791364.62
79279,Louisville Llama Farm,AK,1.76,Carpet,176282,12.5,6.3,2203525,1110576.6,58328.19,3372429.79
79294,Jean Ichbiah,KY,6,Disco Light Up Panels,88843,40.78,23.33,3623017.54,2072707.19,341743.48,6037468.21
79339,Bill Gates,HI,4.35,Mosaic Tile,105200,18.5,49.25,1946200,5181100,310037.55,7437337.55
,what,wut?79375,Steve Jobs,AK,1.76,Bamboo,107368,18.5,9.25,1986308,993154,52438.53,3031900.53
		79382,Monty Hall,OH,7.14,Trampoline,267382,20.78,13.33,5556197.96,3564202.06,651196.56,9771596.58

79476,Charles Babbage,KY,6,Dirt,299643,0.78,3.33,233721.54,997811.19,73891.96,1305424.69
79575,"Microsoft, Inc.",AK,1.76,Wood,120631,12.5,9.25,1507887.5,1115836.75,46177.55,2669901.8
79672,"Alan M. Galloway, Sr.",RI,7,Carpet,68613,12.5,6.3,857662.5,432261.9,90294.71,1380219.11
79721,"Alan M. Galloway, Sr.",OH,7.14,Asphalt,66681,10.78,13.33,718821.18,888857.73,114788.27,1722467.18
79774,"Microsoft, Inc.",II,9.46,Mosaic Tile,208945,18.5,49.25,3865482.5,10290541.25,1339159.85,15495183.6
