OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
170459,Elon Musk,LO,9.46,Asphalt,177191,10.78,13.33,1910118.98,2361956.03,404138.3,4676213.31
170529,"Adams, Douglas",ZZ,9.46,Asphalt,114606,10.78,13.33,1235452.68,1527697.98,261394.05,3024544.71
170545,Elon Musk,OH,7.14,Straw,230056,1.8,3.25,414100.8,747682,82951.29,1244734.09
170644,Charles Babbage,OH,7.14,Dirt,168209,0.78,3.33,131203.02,560135.97,49361.6,740700.59
170698,Penn Jillette,KY,6,Trampoline,277667,20.78,13.33,5769920.26,3701301.11,568273.28,10039494.65
170782,"Alphabet",II,9.46,Dirt,275900,0.78,3.33,215202,918747,107271.58,1241220.58
170878,"Tractor Supply Co.",RI,7,Bamboo,186742,18.5,9.25,3454727,1727363.5,362746.34,5544836.84
170885,Ada Lovelace,OH,7.14,Straw,140984,1.8,3.25,253771.2,458198,50834.6,762803.8
170959,"Alphabet",HI,4.35,Carpet,82922,12.5,6.3,1036525,522408.6,67813.61,1626747.21
171046,Alex Trebek,ZZ,9.46,Laminate,149019,4.5,9.8,670585.5,1460386.2,201589.92,2332561.62
		171063,Grace Murray Hopper,ZZ,9.46,Distressed Red Oak,27452,18.57,23.33,509783.64,640455.16,108812.59,1259051.39
171116,Jaden Smith,TX,8.19,Tile,49110,1.5,14.3,73665,702273,63549.32,839487.32
171209,Ada Lovelace,II,9.46,Wood,98610,12.5,9.25,1232625,912142.5,202895.01,2347662.51
171253,"Monsters Inc.",XX,9.46,Mosaic Tile,181916,18.5,49.25,3365446,8959363,1165926.93,13490735.93
171259,Steve Jobs,DN,9.46,Trampoline,241148,20.78,13.33,5011055.44,3214502.84,778137.81,9003696.09
171337,Steve Jobs,RI,7,Tile,259602,1.5,14.3,389403,3712308.6,287119.81,4388831.41

171347,Jaden Smith,KY,6,Straw,30209,1.8,3.25,54376.2,98179.25,9153.33,161708.78
171354,Louisville Llama Farm,LO,9.46,Mosaic Tile,251773,18.5,49.25,4657800.5,12399820.25,1613650.92,18671271.67
171369,The Boring Company,ZZ,9.46,Marble,204008,88.73,34.25,18101629.84,6987274,2373410.3,27462314.14
171440,Penn Jillette,WY,9.46,Trampoline,88878,20.78,13.33,1846884.84,1184743.74,286792.06,3318420.64
171518,"Microsoft, Inc.",II,9.46,Straw,283757,1.8,3.25,510762.6,922210.25,135559.23,1568532.08
		171604,Jean Ichbiah,AK,1.76,Carpet,218525,12.5,6.3,2731562.5,1376707.5,72305.55,4180575.55
171699,"Alphabet",LO,9.46,Asphalt,286967,10.78,13.33,3093504.26,3825270.11,654516.06,7573290.43
171762,Penn Jillette,TX,8.19,Granite,145913,72.5,29.25,10578692.5,4267955.25,1215940.45,16062588.2
171854,The Boring Company,II,9.46,Straw,278316,1.8,3.25,500968.8,904527,132959.9,1538455.7
171900,"Alan M. Galloway, Jr.",KY,6,Mosaic Tile,179893,18.5,49.25,3328020.5,8859730.25,731265.05,12919015.8
171934,"Adams, Douglas",KY,6,Disco Light Up Panels,194979,40.78,23.33,7951243.62,4548860.07,750006.22,13250109.91
171934,The Boring Company,ZZ,9.46,Tile,254455,1.5,14.3,381682.5,3638706.5,380328.8,4400717.8
172024,Albert Einstein,RI,7,Carpet,84737,12.5,6.3,1059212.5,533843.1,111513.89,1704569.49
172059,Elon Musk,DN,9.46,Mosaic Tile,200080,18.5,49.25,3701480,9853940,1282342.73,14837762.73
