OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
160147,Jean Ichbiah,KY,6,Disco Light Up Panels,201407,40.78,23.33,8213377.46,4698825.31,774732.17,13686934.94
160206,Charles Darwin,DN,9.46,Wood,180833,12.5,9.25,2260412.5,1672705.25,372072.94,4305190.69
160261,Monty Hall,TX,8.19,Asphalt,184361,10.78,13.33,1987411.58,2457532.13,364040.89,4808984.6
160301,"Thurston Howell, III",KY,6,Wood,50947,12.5,9.25,636837.5,471259.75,66485.84,1174583.09
160390,Penn Jillette,WY,9.46,Bamboo,228382,18.5,9.25,4225067,2112533.5,599537.01,6937137.51
160474,Steve Jobs,TX,8.19,Mosaic Tile,57513,18.5,49.25,1063990.5,2832515.25,319123.82,4215629.57
160498,The Boring Company,OH,7.14,Bamboo,288820,18.5,9.25,5343170,2671585,572253.51,8587008.51
160568,Jaden Smith,XX,9.46,Straw,256216,1.8,3.25,461188.8,832702,122402.07,1416292.87
160652,"Alphabet",AK,1.76,Dirt,200039,0.78,3.33,156030.42,666129.87,14470.02,836630.31
160746,Louisville Llama Farm,AK,1.76,Laminate,195030,4.5,9.8,877635,1911294,49085.15,2838014.15
		160772,"Alan M. Galloway, Jr.",LO,9.46,Dirt,281104,0.78,3.33,219261.12,936076.32,109294.92,1264632.36
160802,Alex Trebek,XX,9.46,Tile,291268,1.5,14.3,436902,4165132.4,435352.45,5037386.85
160871,"Adams, Douglas",LO,9.46,Granite,36739,72.5,29.25,2663577.5,1074615.75,353633.08,4091826.33
160948,"Alan M. Galloway, Jr.",DN,9.46,Wood,121211,12.5,9.25,1515137.5,1121201.75,249397.69,2885736.94
161038,Charles Darwin,II,9.46,Carpet,82118,12.5,6.3,1026475,517343.4,146045.22,1689863.62
161059,"Tractor Supply Co.",AK,1.76,Disco Light Up Panels,230776,40.78,23.33,9411045.28,5384004.08,260392.87,15055442.23

161096,Monty Hall,TX,8.19,Dirt,141317,0.78,3.33,110227.26,470585.61,47568.57,628381.44
161165,The Boring Company,WY,9.46,Straw,107627,1.8,3.25,193728.6,349787.75,51416.65,594933
161263,"Alan M. Galloway, Sr.",WY,9.46,Bamboo,59679,18.5,9.25,1104061.5,552030.75,156666.33,1812758.58
161270,"Microsoft, Inc.",HI,4.35,Disco Light Up Panels,52601,40.78,23.33,2145068.78,1227181.33,146692.88,3518942.99
161315,"Alan M. Galloway, Sr.",WY,9.46,Trampoline,85473,20.78,13.33,1776128.94,1139355.09,275804.79,3191288.82
		161315,Penn Jillette,TX,8.19,Asphalt,96891,10.78,13.33,1044484.98,1291557.03,191321.84,2527363.85
161352,Steve Jobs,AK,1.76,Laminate,255793,4.5,9.8,1151068.5,2506771.4,64377.98,3722217.88
161368,Albert Einstein,XX,9.46,Laminate,193785,4.5,9.8,872032.5,1899093,262148.47,3033273.97
161393,Jaden Smith,RI,7,Straw,57644,1.8,3.25,103759.2,187343,20377.15,311479.35
