OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
83584,Elon Musk,AK,1.76,Dirt,142366,0.78,3.33,111045.48,474078.78,10298.19,595422.45
83590,The Boring Company,RI,7,Straw,16728,1.8,3.25,30110.4,54366,5913.35,90389.75
83609,Penn Jillette,XX,9.46,Granite,144772,72.5,29.25,10495970,4234581,1393510.12,16124061.12
83670,Penn Jillette,LO,9.46,Asphalt,3039,10.78,13.33,32760.42,40509.87,6931.37,80201.66
83743,"Alan M. Galloway, Sr.",OH,7.14,Asphalt,261451,10.78,13.33,2818441.78,3485141.83,450075.87,6753659.48
83786,Charles Darwin,II,9.46,Wood,237141,12.5,9.25,2964262.5,2193554.25,487929.46,5645746.21
83866,"Monsters Inc.",XX,9.46,Mosaic Tile,149961,18.5,49.25,2774278.5,7385579.25,961122.54,11120980.29
83899,Elon Musk,TX,8.19,Carpet,216926,12.5,6.3,2711575,1366633.8,334005.3,4412214.1
83963,Thomas J. Watson,KY,6,Mosaic Tile,189358,18.5,49.25,3503123,9325881.5,769740.27,13598744.77
84045,"Alphabet",AK,1.76,Bamboo,126469,18.5,9.25,2339676.5,1169838.25,61767.46,3571282.21
		84129,"Monsters Inc.",KY,6,Distressed Red Oak,73025,18.57,23.33,1356074.25,1703673.25,183584.85,3243332.35
84187,Elon Musk,II,9.46,Tile,20470,1.5,14.3,30705,292721,30596.1,354022.1
84256,Steve Jobs,XX,9.46,Granite,208305,72.5,29.25,15102112.5,6092921.25,2005050.19,23200083.94
84323,"Tractor Supply Co.",WY,9.46,Carpet,33243,12.5,6.3,415537.5,209430.9,59122.01,684090.41
84382,Alex Trebek,WY,9.46,Disco Light Up Panels,218253,40.78,23.33,8900357.34,5091842.49,1323662.1,15315861.93
84473,"Tractor Supply Co.",RI,7,Tile,87981,1.5,14.3,131971.5,1258128.3,97306.99,1487406.79

84545,Thomas J. Watson,OH,7.14,Asphalt,273883,10.78,13.33,2952458.74,3650860.39,471476.99,7074796.12
