OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
286585,"Adams, Douglas",AK,1.76,Dirt,224061,0.78,3.33,174767.58,746123.13,16207.68,937098.39
286673,Elon Musk,LO,9.46,Laminate,277397,4.5,9.8,1248286.5,2718490.6,375257.11,4342034.21
286738,Apple,RI,7,Marble,190646,88.73,34.25,16916019.58,6529625.5,1641195.16,25086840.24
286836,Grace Murray Hopper,HI,4.35,Straw,139480,1.8,3.25,251064,453310,30640.27,735014.27
286924,The Boring Company,HI,4.35,Marble,6455,88.73,34.25,572752.15,221083.75,34531.86,828367.76
286938,Jean Ichbiah,RI,7,Bamboo,21998,18.5,9.25,406963,203481.5,42731.12,653175.62
287013,"Alan M. Galloway, Sr.",HI,4.35,Carpet,3462,12.5,6.3,43275,21810.6,2831.22,67916.82
287107,Jean Ichbiah,LO,9.46,Asphalt,144368,10.78,13.33,1556287.04,1924425.44,329275.4,3809987.88
287179,Ada Lovelace,KY,6,Disco Light Up Panels,256595,40.78,23.33,10463944.1,5986361.35,987018.33,17437323.78
287246,Ada Lovelace,HI,4.35,Carpet,30117,12.5,6.3,376462.5,189737.1,24629.68,590829.28
		287332,Jean Ichbiah,AK,1.76,Bamboo,264235,18.5,9.25,4888347.5,2444173.75,129052.37,7461573.62
287373,Steve Jobs,WY,9.46,Straw,153862,1.8,3.25,276951.6,500051.5,73504.49,850507.59
287373,Alex Trebek,DN,9.46,Marble,118990,88.73,34.25,10557982.7,4075407.5,1384318.71,16017708.91
287468,"Microsoft, Inc.",RI,7,Carpet,244308,12.5,6.3,3053850,1539140.4,321509.33,4914499.73
287560,Penn Jillette,II,9.46,Dirt,214090,0.78,3.33,166990.2,712919.7,83239.48,963149.38
287560,Grace Murray Hopper,RI,7,Bamboo,91253,18.5,9.25,1688180.5,844090.25,177258.95,2709529.7

287636,"Alan M. Galloway, Sr.",LO,9.46,Straw,76065,1.8,3.25,136917,247211.25,36338.53,420466.78
287694,"Alphabet",WY,9.46,Straw,19039,1.8,3.25,34270.2,61876.75,9095.5,105242.45
287791,Alex Trebek,DN,9.46,Dirt,76925,0.78,3.33,60001.5,256160.25,29908.9,346070.65
287791,Jaden Smith,TX,8.19,Tile,209092,1.5,14.3,313638,2990015.6,270569.23,3574222.83
287831,Charles Darwin,ZZ,9.46,Straw,172232,1.8,3.25,310017.6,559754,82280.39,952051.99
		287919,Alex Trebek,TX,8.19,Bamboo,115996,18.5,9.25,2145926,1072963,263627.01,3482516.01
287921,"Adams, Douglas",RI,7,Distressed Red Oak,43563,18.57,23.33,808964.91,1016324.79,127770.28,1953059.98
287941,The Boring Company,RI,7,Wood,129930,12.5,9.25,1624125,1201852.5,197818.43,3023795.93
288036,Monty Hall,AK,1.76,Mosaic Tile,40767,18.5,49.25,754189.5,2007774.75,48610.57,2810574.82
288036,"Alphabet",DN,9.46,Disco Light Up Panels,63394,40.78,23.33,2585207.32,1478982.02,384472.31,4448661.65
288057,Jean Ichbiah,XX,9.46,Straw,290659,1.8,3.25,523186.2,944641.75,138856.52,1606684.47
288057,Penn Jillette,II,9.46,Carpet,93891,12.5,6.3,1173637.5,591513.3,166983.27,1932134.07
288068,Louisville Llama Farm,XX,9.46,Mosaic Tile,66878,18.5,49.25,1237243,3293741.5,428631.13,4959615.63
288093,"Monsters Inc.",KY,6,Carpet,11193,12.5,6.3,139912.5,70515.9,12625.7,223054.1
