OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
208430,Apple,WY,9.46,Mosaic Tile,252470,18.5,49.25,4670695,12434147.5,1618118.1,18722960.6
208516,"Microsoft, Inc.",OH,7.14,Granite,190140,72.5,29.25,13785150,5561595,1381357.59,20728102.59
208516,Alex Trebek,KY,6,Bamboo,167388,18.5,9.25,3096678,1548339,278701.02,4923718.02
208538,"Monsters Inc.",RI,7,Laminate,233624,4.5,9.8,1051308,2289515.2,233857.62,3574680.82
208603,"Alan M. Galloway, Jr.",TX,8.19,Bamboo,172401,18.5,9.25,3189418.5,1594709.25,391820.06,5175947.81
208683,Louisville Llama Farm,WY,9.46,Distressed Red Oak,55188,18.57,23.33,1024841.16,1287536.04,218750.88,2531128.08
208751,Jean Ichbiah,XX,9.46,Carpet,238585,12.5,6.3,2982312.5,1503085.5,424318.65,4909716.65
208763,"Monsters Inc.",HI,4.35,Disco Light Up Panels,105130,40.78,23.33,4287201.4,2452682.9,293184.97,7033069.27
208788,Monty Hall,OH,7.14,Disco Light Up Panels,5735,40.78,23.33,233873.3,133797.55,26251.7,393922.55
208848,Albert Einstein,RI,7,Marble,247852,88.73,34.25,21991907.96,8488931,2133658.73,32614497.69
		208915,Steve Jobs,DN,9.46,Asphalt,171000,10.78,13.33,1843380,2279430,390017.83,4512827.83
208915,"Microsoft, Inc.",OH,7.14,Distressed Red Oak,95842,18.57,23.33,1779785.94,2235993.86,286726.68,4302506.48
208975,Steve Jobs,TX,8.19,Distressed Red Oak,66821,18.57,23.33,1240865.97,1558933.93,229303.61,3029103.51
209027,Penn Jillette,HI,4.35,Mosaic Tile,57615,18.5,49.25,1065877.5,2837538.75,169798.61,4073214.86
209027,Jaden Smith,LO,9.46,Trampoline,291287,20.78,13.33,6052943.86,3882855.71,939926.64,10875726.21
209053,Monty Hall,RI,7,Dirt,205201,0.78,3.33,160056.78,683319.33,59036.33,902412.44

209079,Charles Darwin,II,9.46,Straw,63130,1.8,3.25,113634,205172.5,30159.09,348965.59
209161,Thomas J. Watson,AK,1.76,Granite,176149,72.5,29.25,12770802.5,5152358.25,315447.63,18238608.38
209169,"Alan M. Galloway, Jr.",II,9.46,Distressed Red Oak,145536,18.57,23.33,2702603.52,3395354.88,576866.86,6674825.26
209204,"Alan M. Galloway, Sr.",TX,8.19,Tile,145975,1.5,14.3,218962.5,2087442.5,188894.57,2495299.57
209219,"Tractor Supply Co.",TX,8.19,Carpet,92235,12.5,6.3,1152937.5,581080.5,142016.07,1876034.07
		209297,Apple,RI,7,Wood,109099,12.5,9.25,1363737.5,1009165.75,166103.23,2539006.48
209348,The Boring Company,ZZ,9.46,Straw,44714,1.8,3.25,80485.2,145320.5,21361.22,247166.92
209444,Charles Darwin,ZZ,9.46,Straw,67612,1.8,3.25,121701.6,219739,32300.28,373740.88
209482,"Tractor Supply Co.",LO,9.46,Distressed Red Oak,234565,18.57,23.33,4355872.05,5472401.45,929754.67,10758028.17
209482,"Tractor Supply Co.",WY,9.46,Distressed Red Oak,130670,18.57,23.33,2426541.9,3048531.1,517941.91,5993014.91
209520,Jaden Smith,DN,9.46,Distressed Red Oak,157230,18.57,23.33,2919761.1,3668175.9,623218.84,7211155.84
209560,"Adams, Douglas",DN,9.46,Mosaic Tile,28897,18.5,49.25,534594.5,1423177.25,185205.21,2142976.96
209592,"Alan M. Galloway, Jr.",AK,1.76,Carpet,148374,12.5,6.3,1854675,934756.2,49093.99,2838525.19
