OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
302999,Charles Babbage,AK,1.76,Mosaic Tile,59539,18.5,49.25,1101471.5,2932295.75,70994.3,4104761.55
303068,Grace Murray Hopper,XX,9.46,Distressed Red Oak,269106,18.57,23.33,4997298.42,6278242.98,1066666.22,12342207.62
303117,"Alphabet",AK,1.76,Distressed Red Oak,253721,18.57,23.33,4711598.97,5919310.93,187104.01,10818013.91
303119,Grace Murray Hopper,HI,4.35,Laminate,110293,4.5,9.8,496318.5,1080871.4,68607.76,1645797.66
303184,"Adams, Douglas",AK,1.76,Dirt,194603,0.78,3.33,151790.34,648027.99,14076.8,813895.13
303184,"Alphabet",HI,4.35,Tile,67393,1.5,14.3,101089.5,963719.9,46319.21,1111128.61
303253,"Tractor Supply Co.",OH,7.14,Distressed Red Oak,40172,18.57,23.33,745994.04,937212.76,120180.97,1803387.77
303344,Steve Jobs,ZZ,9.46,Mosaic Tile,6419,18.5,49.25,118751.5,316135.75,41140.33,476027.58
303366,Jean Ichbiah,ZZ,9.46,Wood,106899,12.5,9.25,1336237.5,988815.75,219950.04,2545003.29
303366,Alex Trebek,WY,9.46,Dirt,251276,0.78,3.33,195995.28,836749.08,97697.62,1130441.98
		303429,Jean Ichbiah,TX,8.19,Trampoline,263569,20.78,13.33,5476963.82,3513374.77,736308.73,9726647.32
303429,Ada Lovelace,II,9.46,Marble,31487,88.73,34.25,2793841.51,1078429.75,366316.86,4238588.12
303447,Monty Hall,LO,9.46,Wood,194783,12.5,9.25,2434787.5,1801742.75,400775.76,4637306.01
303508,"Monsters Inc.",II,9.46,Carpet,201060,12.5,6.3,2513250,1266678,357581.19,4137509.19
303555,Monty Hall,WY,9.46,Disco Light Up Panels,156595,40.78,23.33,6385944.1,3653361.35,949718.3,10989023.75
303555,Albert Einstein,RI,7,Wood,80276,12.5,9.25,1003450,742553,122220.21,1868223.21

303572,Charles Darwin,LO,9.46,Tile,190717,1.5,14.3,286075.5,2727253.1,285060.89,3298389.49
303582,"Alan M. Galloway, Jr.",LO,9.46,Laminate,3207,4.5,9.8,14431.5,31428.6,4338.37,50198.47
303611,Thomas J. Watson,AK,1.76,Carpet,157361,12.5,6.3,1967012.5,991374.3,52067.61,3010454.41
303611,The Boring Company,HI,4.35,Tile,273200,1.5,14.3,409800,3906760,187770.36,4504330.36
303612,Grace Murray Hopper,KY,6,Granite,170669,72.5,29.25,12373502.5,4992068.25,1041934.25,18407505
		303663,"Adams, Douglas",HI,4.35,Distressed Red Oak,299406,18.57,23.33,5559969.42,6985141.98,545712.35,13090823.75
303685,Apple,TX,8.19,Wood,206721,12.5,9.25,2584012.5,1912169.25,368237.29,4864419.04
303779,Louisville Llama Farm,RI,7,Laminate,270447,4.5,9.8,1217011.5,2650380.6,270717.45,4138109.55
303779,Jean Ichbiah,HI,4.35,Dirt,150493,0.78,3.33,117384.54,501141.69,26905.89,645432.12
303804,Bill Gates,XX,9.46,Straw,134168,1.8,3.25,241502.4,436046,64096.08,741644.48
303843,"Alan M. Galloway, Jr.",LO,9.46,Laminate,12670,4.5,9.8,57015,124166,17139.72,198320.72
303881,"Tractor Supply Co.",RI,7,Straw,12099,1.8,3.25,21778.2,39321.75,4277,65376.95
303951,Ada Lovelace,KY,6,Tile,82794,1.5,14.3,124191,1183954.2,78488.71,1386633.91
303983,"Thurston Howell, III",HI,4.35,Straw,246696,1.8,3.25,444052.8,801762,54192.94,1300007.74
304070,"Tractor Supply Co.",ZZ,9.46,Carpet,19842,12.5,6.3,248025,125004.6,35288.6,408318.2
,what,wut?
