OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
291999,The Boring Company,TX,8.19,Dirt,263116,0.78,3.33,205230.48,876176.28,88567.21,1169973.97
292036,Steve Jobs,XX,9.46,Bamboo,128050,18.5,9.25,2368925,1184462.5,336150.46,3889537.96
292103,Bill Gates,XX,9.46,Granite,221188,72.5,29.25,16036130,6469749,2129056.15,24634935.15
292103,"Microsoft, Inc.",ZZ,9.46,Wood,1021,12.5,9.25,12762.5,9444.25,2100.76,24307.51
292134,"Tractor Supply Co.",AK,1.76,Distressed Red Oak,186881,18.57,23.33,3470380.17,4359933.73,137813.52,7968127.42
292230,Louisville Llama Farm,KY,6,Trampoline,75511,20.78,13.33,1569118.58,1006561.63,154540.81,2730221.02
292328,"Tractor Supply Co.",TX,8.19,Tile,188363,1.5,14.3,282544.5,2693590.9,243745.49,3219880.89
292425,"Alan M. Galloway, Sr.",OH,7.14,Straw,29261,1.8,3.25,52669.8,95098.25,10550.64,158318.69
292425,Louisville Llama Farm,TX,8.19,Disco Light Up Panels,55033,40.78,23.33,2244245.74,1283919.89,288956.77,3817122.4
292437,Louisville Llama Farm,XX,9.46,Dirt,171329,0.78,3.33,133636.62,570525.57,66613.74,770775.93
		292528,"Alan M. Galloway, Jr.",TX,8.19,Laminate,96644,4.5,9.8,434898,947111.2,113186.55,1495195.75
292561,Jaden Smith,XX,9.46,Granite,25703,72.5,29.25,1863467.5,751812.75,247405.51,2862685.76
292602,Steve Jobs,II,9.46,Laminate,240596,4.5,9.8,1082682,2357840.8,325473.46,3765996.26
292665,Monty Hall,XX,9.46,Trampoline,131565,20.78,13.33,2733920.7,1753761.45,424534.73,4912216.88
292762,Monty Hall,TX,8.19,Asphalt,30850,10.78,13.33,332563,411230.5,60916.69,804710.19
292837,Elon Musk,XX,9.46,Asphalt,184518,10.78,13.33,1989104.04,2459624.94,420849.76,4869578.74

292892,The Boring Company,KY,6,Marble,171213,88.73,34.25,15191729.49,5864045.25,1263346.48,22319121.22
292915,Charles Darwin,WY,9.46,Wood,60887,12.5,9.25,761087.5,563204.75,125278.05,1449570.3
292915,Charles Darwin,ZZ,9.46,Tile,101614,1.5,14.3,152421,1453080.2,151880.41,1757381.61
292943,Louisville Llama Farm,OH,7.14,Tile,134246,1.5,14.3,201369,1919717.8,151445.6,2272532.4
292943,Alex Trebek,WY,9.46,Dirt,83468,0.78,3.33,65105.04,277948.44,32452.86,375506.34
		292962,"Microsoft, Inc.",TX,8.19,Dirt,204556,0.78,3.33,159553.68,681171.48,68855.39,909580.55
292972,The Boring Company,DN,9.46,Wood,187484,12.5,9.25,2343550,1734227,385757.7,4463534.7
293041,Louisville Llama Farm,KY,6,Tile,288903,1.5,14.3,433354.5,4131312.9,273880.04,4838547.44
293041,Penn Jillette,AK,1.76,Straw,281806,1.8,3.25,507250.8,915869.5,25046.92,1448167.22
293045,Apple,DN,9.46,Granite,228695,72.5,29.25,16580387.5,6689328.75,2201315.16,25471031.41
293045,Penn Jillette,WY,9.46,Distressed Red Oak,288670,18.57,23.33,5360601.9,6734671.1,1144212.83,13239485.83
293077,Grace Murray Hopper,DN,9.46,Tile,106435,1.5,14.3,159652.5,1522020.5,159086.27,1840759.27
293169,"Monsters Inc.",HI,4.35,Trampoline,89267,20.78,13.33,1854968.26,1189929.11,132453.04,3177350.41
293218,Jaden Smith,LO,9.46,Tile,85590,1.5,14.3,128385,1223937,127929.66,1480251.66
