OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
11134,Elon Musk,TX,8.19,Distressed Red Oak,36136,18.57,23.33,671045.52,843052.88,124004.66,1638103.06
11151,Jaden Smith,ZZ,9.46,Disco Light Up Panels,276378,40.78,23.33,11270694.84,6447898.74,1676178.95,19394772.53
11151,"Alan M. Galloway, Jr.",XX,9.46,Carpet,241164,12.5,6.3,3014550,1519333.2,428905.35,4962788.55
11195,Jaden Smith,II,9.46,Carpet,52041,12.5,6.3,650512.5,327858.3,92553.88,1070924.68
11227,"Alan M. Galloway, Sr.",DN,9.46,Disco Light Up Panels,228721,40.78,23.33,9327242.38,5336060.93,1387148.49,16050451.8
11291,Charles Babbage,II,9.46,Granite,148059,72.5,29.25,10734277.5,4330725.75,1425149.31,16490152.56
11291,"Alan M. Galloway, Jr.",KY,6,Laminate,222289,4.5,9.8,1000300.5,2178432.2,190723.96,3369456.66
11366,Bill Gates,KY,6,Mosaic Tile,53756,18.5,49.25,994486,2647483,218518.14,3860487.14
11368,Charles Babbage,OH,7.14,Tile,277147,1.5,14.3,415720.5,3963202.1,312655.07,4691577.67
11368,Grace Murray Hopper,LO,9.46,Bamboo,292940,18.5,9.25,5419390,2709695,769011.44,8898096.44
		11369,Steve Jobs,DN,9.46,Granite,67005,72.5,29.25,4857862.5,1959896.25,644959.98,7462718.73
11440,"Alan M. Galloway, Sr.",AK,1.76,Asphalt,25286,10.78,13.33,272583.08,337062.38,10729.76,620375.22
11475,"Monsters Inc.",AK,1.76,Wood,184750,12.5,9.25,2309375,1708937.5,70722.3,4089034.8
11571,Alex Trebek,KY,6,Mosaic Tile,179880,18.5,49.25,3327780,8859090,731212.2,12918082.2
11571,"Alan M. Galloway, Sr.",II,9.46,Carpet,8912,12.5,6.3,111400,56145.6,15849.81,183395.41
11611,"Microsoft, Inc.",XX,9.46,Straw,167327,1.8,3.25,301188.6,543812.75,79937.13,924938.48

11613,Monty Hall,RI,7,Granite,101489,72.5,29.25,7357952.5,2968553.25,722855.4,11049361.15
11613,"Thurston Howell, III",WY,9.46,Tile,66415,1.5,14.3,99622.5,949734.5,99269.17,1148626.17
11697,Jaden Smith,II,9.46,Trampoline,274778,20.78,13.33,5709886.84,3662790.74,886655.3,10259332.88
11697,Bill Gates,ZZ,9.46,Distressed Red Oak,223517,18.57,23.33,4150710.69,5214651.61,885963.27,10251325.57
11768,"Monsters Inc.",II,9.46,Mosaic Tile,254631,18.5,49.25,4710673.5,12540576.75,1631968.27,18883218.52
		11790,Ada Lovelace,OH,7.14,Trampoline,98127,20.78,13.33,2039079.06,1308032.91,238983.79,3586095.76
11864,"Alphabet",HI,4.35,Bamboo,30395,18.5,9.25,562307.5,281153.75,36690.56,880151.81
11864,Elon Musk,TX,8.19,Wood,226683,12.5,9.25,2833537.5,2096817.75,403796.09,5334151.34
11903,Penn Jillette,II,9.46,Tile,13360,1.5,14.3,20040,191048,19968.92,231056.92
11994,"Alan M. Galloway, Jr.",AK,1.76,Laminate,278159,4.5,9.8,1251715.5,2725958.2,70007.06,4047680.76
12055,Ada Lovelace,AK,1.76,Granite,232294,72.5,29.25,16841315,6794599.5,415992.1,24051906.6
12060,Ada Lovelace,WY,9.46,Straw,27974,1.8,3.25,50353.2,90915.5,13364.02,154632.72
12148,Monty Hall,XX,9.46,Disco Light Up Panels,175683,40.78,23.33,7164352.74,4098684.39,1065483.31,12328520.44
12188,Charles Babbage,KY,6,Tile,39507,1.5,14.3,59260.5,564950.1,37452.64,661663.24
12230,Apple,KY,6,Tile,288791,1.5,14.3,433186.5,4129711.3,273773.87,4836671.67
,what,wut?12304,Penn Jillette,XX,9.46,Straw,209863,1.8,3.25,377753.4,682054.75,100257.85,1160066
		12403,Louisville Llama Farm,DN,9.46,Granite,279153,72.5,29.25,20238592.5,8165225.25,2687001.16,31090818.91

12468,Charles Darwin,AK,1.76,Trampoline,156803,20.78,13.33,3258366.34,2090183.99,94134.49,5442684.82
12556,Apple,XX,9.46,Asphalt,243676,10.78,13.33,2626827.28,3248201.08,555777.68,6430806.04
12626,"Thurston Howell, III",XX,9.46,Asphalt,260700,10.78,13.33,2810346,3475131,594606.12,6880083.12
12710,Apple,OH,7.14,Tile,50780,1.5,14.3,76170,726154,57285.93,859609.93
12777,Bill Gates,TX,8.19,Distressed Red Oak,36670,18.57,23.33,680961.9,855511.1,125837.14,1662310.14
12839,The Boring Company,AK,1.76,Granite,210776,72.5,29.25,15281260,6165198,377457.66,21823915.66
