OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
301422,"Thurston Howell, III",TX,8.19,Laminate,6186,4.5,9.8,27837,60622.8,7244.86,95704.66
301424,Apple,ZZ,9.46,Wood,27424,12.5,9.25,342800,253672,56426.25,652898.25
301511,"Thurston Howell, III",DN,9.46,Tile,20433,1.5,14.3,30649.5,292191.9,30540.8,353382.2
301511,"Thurston Howell, III",RI,7,Disco Light Up Panels,31310,40.78,23.33,1276821.8,730462.3,140509.89,2147793.99
301539,The Boring Company,TX,8.19,Tile,197491,1.5,14.3,296236.5,2824121.3,255557.3,3375915.1
301539,Grace Murray Hopper,ZZ,9.46,Disco Light Up Panels,40577,40.78,23.33,1654730.06,946661.41,246091.63,2847483.1
301575,Elon Musk,ZZ,9.46,Straw,20741,1.8,3.25,37333.8,67408.25,9908.6,114650.65
301625,Monty Hall,DN,9.46,Mosaic Tile,28477,18.5,49.25,526824.5,1402492.25,182513.36,2111830.11
301653,Alex Trebek,XX,9.46,Bamboo,192749,18.5,9.25,3565856.5,1782928.25,505995.04,5854779.79
301716,Ada Lovelace,HI,4.35,Asphalt,117165,10.78,13.33,1263038.7,1561809.45,122880.89,2947729.04
		301783,"Alan M. Galloway, Jr.",WY,9.46,Trampoline,254759,20.78,13.33,5293892.02,3395937.47,822057.87,9511887.36
301810,Steve Jobs,LO,9.46,Marble,251699,88.73,34.25,22333252.27,8620690.75,2928243.01,33882186.03
301829,Jean Ichbiah,AK,1.76,Tile,125575,1.5,14.3,188362.5,1795722.5,34919.9,2019004.9
301891,Bill Gates,LO,9.46,Straw,222856,1.8,3.25,401140.8,724282,106465,1231887.8
301895,Jean Ichbiah,WY,9.46,Tile,189987,1.5,14.3,284980.5,2716814.1,283969.77,3285764.37
301898,Apple,XX,9.46,Laminate,123145,4.5,9.8,554152.5,1206821,166588.09,1927561.59

301944,Thomas J. Watson,RI,7,Marble,394,88.73,34.25,34959.62,13494.5,3391.79,51845.91
302024,Elon Musk,AK,1.76,Trampoline,50152,20.78,13.33,1042158.56,668526.16,30108.05,1740792.77
302039,Louisville Llama Farm,LO,9.46,Straw,109213,1.8,3.25,196583.4,354942.25,52174.33,603699.98
302073,Grace Murray Hopper,WY,9.46,Disco Light Up Panels,293097,40.78,23.33,11952495.66,6837953.01,1777576.44,20568025.11
302105,Bill Gates,II,9.46,Dirt,54550,0.78,3.33,42549,181651.5,21209.37,245409.87
		302195,Thomas J. Watson,KY,6,Disco Light Up Panels,148428,40.78,23.33,6052893.84,3462825.24,570943.14,10086662.22
302210,Thomas J. Watson,KY,6,Asphalt,19994,10.78,13.33,215535.32,266520.02,28923.32,510978.66
302250,Albert Einstein,RI,7,Trampoline,246512,20.78,13.33,5122519.36,3286004.96,588596.7,8997121.02
302313,"Alan M. Galloway, Jr.",DN,9.46,Straw,48868,1.8,3.25,87962.4,158821,23345.71,270129.11
302398,"Alphabet",AK,1.76,Wood,272302,12.5,9.25,3403775,2518793.5,104237.21,6026805.71
302493,"Alphabet",OH,7.14,Granite,142378,72.5,29.25,10322405,4164556.5,1034369.05,15521330.55
302583,"Alan M. Galloway, Jr.",DN,9.46,Bamboo,91511,18.5,9.25,1692953.5,846476.75,240230.1,2779660.35
302594,Bill Gates,TX,8.19,Carpet,13654,12.5,6.3,170675,86020.2,21023.34,277718.54
302690,"Thurston Howell, III",HI,4.35,Wood,100154,12.5,9.25,1251925,926424.5,94758.2,2273107.7
302750,"Alan M. Galloway, Sr.",OH,7.14,Mosaic Tile,55526,18.5,49.25,1027231,2734655.5,268598.7,4030485.2
,what,wut?302750,"Alphabet",AK,1.76,Marble,27776,88.73,34.25,2464564.48,951328,60119.71,3476012.19
		302826,Thomas J. Watson,RI,7,Bamboo,134863,18.5,9.25,2494965.5,1247482.75,261971.38,4004419.63

302892,Alex Trebek,WY,9.46,Mosaic Tile,137738,18.5,49.25,2548153,6783596.5,882783.5,10214533
302923,Jaden Smith,OH,7.14,Disco Light Up Panels,99210,40.78,23.33,4045783.8,2314569.3,454129.21,6814482.31
302927,"Microsoft, Inc.",OH,7.14,Bamboo,165287,18.5,9.25,3057809.5,1528904.75,327491.4,4914205.65
302933,"Tractor Supply Co.",WY,9.46,Granite,266428,72.5,29.25,19316030,7793019,2564516.04,29673565.04
