OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
120326,Albert Einstein,WY,9.46,Tile,22514,1.5,14.3,33771,321950.2,33651.23,389372.43
120359,"Thurston Howell, III",DN,9.46,Tile,211627,1.5,14.3,317440.5,3026266.1,316314.64,3660021.24
120395,Charles Babbage,TX,8.19,Straw,13994,1.8,3.25,25189.2,45480.5,5787.85,76457.55
120423,Charles Babbage,DN,9.46,Disco Light Up Panels,71903,40.78,23.33,2932204.34,1677496.99,436077.75,5045779.08
120426,Penn Jillette,RI,7,Trampoline,140436,20.78,13.33,2918260.08,1872011.88,335319.04,5125591
120453,"Adams, Douglas",LO,9.46,Granite,225674,72.5,29.25,16361365,6600964.5,2172236.37,25134565.87
120535,"Adams, Douglas",KY,6,Carpet,57935,12.5,6.3,724187.5,364990.5,65350.68,1154528.68
120604,Apple,II,9.46,Marble,156473,88.73,34.25,13883849.29,5359200.25,1820392.49,21063442.03
120604,Jean Ichbiah,XX,9.46,Mosaic Tile,52324,18.5,49.25,967994,2576957,335352.36,3880303.36
120666,Albert Einstein,ZZ,9.46,Disco Light Up Panels,115038,40.78,23.33,4691249.64,2683836.54,697683.15,8072769.33
		120666,Louisville Llama Farm,KY,6,Tile,77794,1.5,14.3,116691,1112454.2,73748.71,1302893.91
120672,"Thurston Howell, III",XX,9.46,Carpet,197270,12.5,6.3,2465875,1242801,350840.75,4059516.75
120756,Thomas J. Watson,OH,7.14,Wood,264994,12.5,9.25,3312425,2451194.5,411522.43,6175141.93
120785,Jaden Smith,DN,9.46,Asphalt,100938,10.78,13.33,1088111.64,1345503.54,230220,2663835.18
120785,Louisville Llama Farm,AK,1.76,Asphalt,162042,10.78,13.33,1746812.76,2160019.86,68760.25,3975592.87
120792,"Microsoft, Inc.",KY,6,Distressed Red Oak,99915,18.57,23.33,1855421.55,2331016.95,251186.31,4437624.81

120792,Charles Darwin,OH,7.14,Bamboo,85969,18.5,9.25,1590426.5,795213.25,170334.68,2555974.43
120880,"Alan M. Galloway, Sr.",DN,9.46,Bamboo,169432,18.5,9.25,3134492,1567246,444784.41,5146522.41
120943,Louisville Llama Farm,KY,6,Straw,162714,1.8,3.25,292885.2,528820.5,49302.34,871008.04
121014,Penn Jillette,WY,9.46,Trampoline,198621,20.78,13.33,4127344.38,2647617.93,640911.43,7415873.74
121070,Apple,OH,7.14,Carpet,174435,12.5,6.3,2180437.5,1098940.5,234147.59,3513525.59
		121073,"Alan M. Galloway, Sr.",XX,9.46,Distressed Red Oak,272806,18.57,23.33,5066007.42,6364563.98,1081332.05,12511903.45
121137,Jaden Smith,KY,6,Granite,214563,72.5,29.25,15555817.5,6275967.75,1309907.12,23141692.37
121224,"Tractor Supply Co.",XX,9.46,Marble,215579,88.73,34.25,19128324.67,7383580.75,2508026.25,29019931.67
121318,Jean Ichbiah,RI,7,Wood,162309,12.5,9.25,2028862.5,1501358.25,247115.45,3777336.2
121367,"Thurston Howell, III",ZZ,9.46,Bamboo,94718,18.5,9.25,1752283,876141.5,248648.96,2877073.46
121402,Charles Babbage,KY,6,Bamboo,236117,18.5,9.25,4368164.5,2184082.25,393134.81,6945381.56
121495,"Alan M. Galloway, Sr.",KY,6,Carpet,203875,12.5,6.3,2548437.5,1284412.5,229971,4062821
121512,Bill Gates,LO,9.46,Distressed Red Oak,104945,18.57,23.33,1948828.65,2448366.85,415974.69,4813170.19
121597,"Alphabet",HI,4.35,Tile,296290,1.5,14.3,444435,4236947,203640.12,4885022.12
121597,"Alan M. Galloway, Sr.",LO,9.46,Laminate,126888,4.5,9.8,570996,1243502.4,171651.55,1986149.95
,what,wut?121650,"Alphabet",RI,7,Wood,195470,12.5,9.25,2443375,1808097.5,297603.08,4549075.58
		121718,"Tractor Supply Co.",WY,9.46,Wood,3454,12.5,9.25,43175,31949.5,7106.78,82231.28

121780,The Boring Company,KY,6,Disco Light Up Panels,68845,40.78,23.33,2807499.1,1606153.85,264819.18,4678472.13
121811,"Monsters Inc.",TX,8.19,Marble,282232,88.73,34.25,25042445.36,9666446,2842658.2,37551549.56
121904,Alex Trebek,DN,9.46,Mosaic Tile,285748,18.5,49.25,5286338,14073089,1831401.79,21190828.79
