OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total
90737,Albert Einstein,ZZ,9.46,Bamboo,8465,18.5,9.25,156602.5,78301.25,22221.89,257125.64
90761,"Monsters Inc.",HI,4.35,Straw,81870,1.8,3.25,147366,266077.5,17984.79,431428.29
90851,Charles Babbage,LO,9.46,Marble,19337,88.73,34.25,1715772.01,662292.25,224964.88,2603029.14
90882,"Adams, Douglas",HI,4.35,Granite,267853,72.5,29.25,19419342.5,7834700.25,1185550.86,28439593.61
90937,"Thurston Howell, III",WY,9.46,Mosaic Tile,266236,18.5,49.25,4925366,13112123,1706346.46,19743835.46
90937,Jaden Smith,OH,7.14,Dirt,192290,0.78,3.33,149986.2,640325.7,56428.27,846740.17
90945,Elon Musk,KY,6,Asphalt,240327,10.78,13.33,2590725.06,3203558.91,347657.04,6141941.01
91019,"Microsoft, Inc.",KY,6,Straw,213815,1.8,3.25,384867,694898.75,64785.95,1144551.7
91056,"Monsters Inc.",KY,6,Asphalt,248526,10.78,13.33,2679110.28,3312851.58,359517.71,6351479.57
91056,"Thurston Howell, III",ZZ,9.46,Asphalt,42067,10.78,13.33,453482.26,560753.11,95946.67,1110182.04
		91079,Elon Musk,RI,7,Disco Light Up Panels,263009,40.78,23.33,10725507.02,6135999.97,1180305.49,18041812.48
91096,Monty Hall,AK,1.76,Disco Light Up Panels,39143,40.78,23.33,1596251.54,913206.19,44166.46,2553624.19
91128,Bill Gates,RI,7,Distressed Red Oak,287038,18.57,23.33,5330295.66,6696596.54,841882.45,12868774.65
91176,"Tractor Supply Co.",XX,9.46,Trampoline,88891,20.78,13.33,1847154.98,1184917.03,286834.01,3318906.02
91232,"Tractor Supply Co.",OH,7.14,Bamboo,174974,18.5,9.25,3237019,1618509.5,346684.73,5202213.23
91330,Alex Trebek,HI,4.35,Laminate,265956,4.5,9.8,1196802,2606368.8,165437.93,3968608.73

91386,Apple,WY,9.46,Straw,253158,1.8,3.25,455684.4,822763.5,120941.17,1399389.07
91429,"Alan M. Galloway, Jr.",HI,4.35,Carpet,38137,12.5,6.3,476712.5,240263.1,31188.44,748164.04
91513,Grace Murray Hopper,LO,9.46,Marble,95236,88.73,34.25,8450290.28,3261833,1107966.86,12820090.14
91543,Jaden Smith,KY,6,Disco Light Up Panels,104048,40.78,23.33,4243077.44,2427439.84,400231.04,7070748.32
